Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Kyle Cortner*,21,0,0,,5.4,9,1,,0,0,0,8.1,9,5,5,0,4,0,4,1,0,2,36,1.56,9.7,0,4.3,4.3,1,
2,Brennyn Cutts,20,1,3,0.25,3.74,18,8,,0,0,2,43.1,35,18,18,5,19,1,44,5,0,4,181,1.246,7.3,1,3.9,9.1,2.32,
3,Zach Davidson*,22,4,1,0.8,2.5,20,3,,0,0,2,36,30,10,10,0,16,0,56,1,0,2,152,1.278,7.5,0,4,14,3.5,
4,Cam Edmonson*,22,3,0,1,3.72,19,2,,0,0,0,36.1,34,16,15,6,15,0,42,2,0,2,156,1.349,8.4,1.5,3.7,10.4,2.8,
5,Connor Fenlong,23,11,3,0.786,3.45,17,16,,4,4,0,114.2,93,47,44,11,31,0,76,9,0,2,463,1.081,7.3,0.9,2.4,6,2.45,
6,Cole Gilley,21,0,0,,8.31,6,0,,0,0,0,8.2,13,8,8,2,9,0,10,0,0,3,46,2.538,13.5,2.1,9.3,10.4,1.11,
7,Simon Gregersen,20,1,1,0.5,3.6,15,2,,0,0,2,25,22,11,10,4,3,0,23,2,0,0,100,1,7.9,1.4,1.1,8.3,7.67,
8,Cam Holycross,23,4,1,0.8,1.98,16,1,,0,0,0,36.1,31,9,8,1,17,0,34,0,0,6,147,1.321,7.7,0.2,4.2,8.4,2,
9,Joey Hurth,21,0,0,,9.53,5,0,,0,0,0,5.2,6,6,6,0,1,0,7,2,0,2,26,1.235,9.5,0,1.6,11.1,7,
10,Matt Jachec,21,7,4,0.636,4.05,17,16,,3,1,1,104.1,101,51,47,15,17,0,104,5,1,2,421,1.131,8.7,1.3,1.5,9,6.12,
11,Brayden Lybarger,21,1,1,0.5,6.75,4,1,,0,0,0,6.2,6,5,5,1,8,0,8,0,0,1,32,2.1,8.1,1.4,10.8,10.8,1,
12,Lane Miller,24,7,0,1,2.77,11,11,,0,0,0,61.2,51,23,19,9,14,0,38,2,2,1,251,1.054,7.4,1.3,2,5.5,2.71,
13,Aaron Moss,20,0,0,,9,5,0,,0,0,0,5,6,5,5,1,4,0,6,3,0,2,25,2,10.8,1.8,7.2,10.8,1.5,
14,Luke Patzner,24,0,0,,6.14,4,0,,0,0,1,7.1,4,5,5,0,5,0,6,0,0,1,29,1.227,4.9,0,6.1,7.4,1.2,
15,Jacob Pruitt,19,2,1,0.667,7.17,14,1,,0,0,0,21.1,26,17,17,6,10,0,25,2,0,3,101,1.688,11,2.5,4.2,10.5,2.5,
16,Jared Spencer*,19,3,2,0.6,3.86,25,0,,0,0,7,37.1,27,16,16,5,20,0,51,1,0,1,155,1.259,6.5,1.2,4.8,12.3,2.55,
,16 Players,21.3,45,17,0.726,3.84,62,62,55,7,7,15,558,494,252,238,66,193,1,534,35,3,34,2321,1.231,8,1.1,3.1,8.6,2.77,
