Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Matteo Bocchi,21,4,1,0.8,3.05,21,4,,0,0,1,38.1,34,14,13,3,21,0,34,3,2,2,166,1.435,8,0.7,4.9,8,1.62,
2,Bryce Elder,19,6,1,0.857,5.55,22,1,,0,0,2,35.2,40,23,22,2,18,0,31,3,0,8,163,1.626,10.1,0.5,4.5,7.8,1.72,
3,Chris Fearon,21,1,0,1,10.38,5,0,,0,0,0,4.1,8,5,5,0,1,0,5,1,1,0,23,2.077,16.6,0,2.1,10.4,5,
4,Kamron Fields,19,1,0,1,1.82,15,2,,0,0,0,24.2,19,6,5,0,22,0,19,0,1,4,111,1.662,6.9,0,8,6.9,0.86,
5,Blair Henley,21,6,7,0.462,3.32,18,16,,0,0,1,86.2,94,39,32,5,37,1,64,9,1,11,384,1.512,9.8,0.5,3.8,6.6,1.73,
6,Brandon Ivey?,--,0,0,,16.2,2,0,,0,0,0,1.2,3,3,3,0,3,0,1,0,0,1,11,3.6,16.2,0,16.2,5.4,0.33,
7,Nolan Kingham,21,8,5,0.615,4.57,20,16,,2,0,3,100.1,126,62,51,11,24,0,81,6,2,4,447,1.495,11.3,1,2.2,7.3,3.38,
8,Andy McGuire,23,1,2,0.333,1.93,28,0,,0,0,7,32.2,23,8,7,0,13,0,29,8,0,5,140,1.102,6.3,0,3.6,8,2.23,
9,Jake McKenzie,--,0,0,,3.38,3,0,,0,0,0,2.2,1,2,1,0,4,0,2,1,0,1,14,1.875,3.4,0,13.5,6.8,0.5,
10,Nico O'Donnell,19,3,2,0.6,4.78,12,7,,0,0,0,32,30,19,17,3,22,0,30,3,0,2,145,1.625,8.4,0.8,6.2,8.4,1.36,
11,Beau Ridgeway,22,1,2,0.333,11.32,18,1,,0,0,3,20.2,23,27,26,3,15,0,11,6,0,1,105,1.839,10,1.3,6.5,4.8,0.73,
12,Parker Joe Robinson,22,3,0,1,1.71,22,0,,0,0,0,31.2,25,7,6,1,9,0,31,3,0,1,130,1.074,7.1,0.3,2.6,8.8,3.44,
13,Josh Sawyer*,23,1,0,1,3.69,32,0,,0,0,1,31.2,22,14,13,3,21,0,33,5,0,2,136,1.358,6.3,0.9,6,9.4,1.57,
14,Chase Shugart,21,6,3,0.667,4.64,21,15,,0,0,2,95,90,56,49,9,41,0,69,10,0,3,408,1.379,8.5,0.9,3.9,6.5,1.68,
15,Tristan Stevens,20,0,0,,3.86,2,2,,0,0,0,2.1,3,1,1,0,2,0,0,2,0,0,12,2.143,11.6,0,7.7,0,0,
16,Bryce Verplank,--,0,0,,9,9,0,,0,0,0,6,5,6,6,1,9,0,8,2,1,3,33,2.333,7.5,1.5,13.5,12,0.89,
17,Matt Whelan,19,1,0,1,4.37,11,1,,0,0,0,22.2,19,12,11,3,11,0,23,1,0,0,96,1.324,7.5,1.2,4.4,9.1,2.09,
,17 Players,21.1,42,23,0.646,4.24,0,0,0,0,5,0,569,565,304,268,44,273,1,471,63,8,48,2524,1.473,8.9,0.7,4.3,7.4,1.73,
