Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,D.J. Burke,21,1,0,1,2.22,15,2,,0,0,1,24.1,20,6,6,3,10,0,17,5,1,2,107,1.233,7.4,1.1,3.7,6.3,1.7,
2,Andre Duplantier,22,0,0,,2.4,19,0,,0,0,1,15,17,8,4,1,9,1,16,3,0,4,73,1.733,10.2,0.6,5.4,9.6,1.78,
3,Pierce George,20,0,0,,13.5,3,0,,0,0,0,2,2,3,3,0,4,0,1,1,0,1,11,3,9,0,18,4.5,0.25,
4,Lucas Gordon*,21,7,2,0.778,2.63,19,17,,0,0,0,102.2,85,33,30,9,34,0,103,9,0,3,427,1.159,7.5,0.8,3,9,3.03,
5,Max Grubbs,19,1,0,1,9.35,8,0,,0,0,0,8.2,13,11,9,1,3,0,6,2,0,1,45,1.846,13.5,1,3.1,6.2,2,
6,Cody Howard,20,1,0,1,4,8,0,,0,0,0,9,10,4,4,0,7,0,12,0,0,1,44,1.889,10,0,7,12,1.71,
7,Charlie Hurley,21,5,0,1,4.42,22,5,,0,0,3,55,48,27,27,5,27,0,45,8,0,7,238,1.364,7.9,0.8,4.4,7.4,1.67,
8,Lebarron Johnson,21,8,4,0.667,2.91,20,13,,1,0,1,86.2,73,31,28,5,38,0,98,3,2,13,363,1.281,7.6,0.5,3.9,10.2,2.58,
9,Chase Lummus*,22,1,1,0.5,5.17,11,0,,0,0,0,15.2,14,9,9,3,4,0,12,2,0,1,67,1.149,8,1.7,2.3,6.9,3,
10,Kobe Minchey,20,2,1,0.667,5.25,9,3,,0,0,0,12,10,8,7,0,9,0,13,5,0,2,60,1.583,7.5,0,6.8,9.8,1.44,
11,Zane Morehouse,23,4,3,0.571,5.21,28,4,,0,0,7,57,57,37,33,2,29,1,60,9,0,8,254,1.509,9,0.3,4.6,9.5,2.07,
12,Cameron O'Banan,20,0,1,0,40.5,1,0,,0,0,0,0.2,2,3,3,0,1,0,2,0,0,0,5,4.5,27,0,13.5,27,2,
13,David Shaw*,21,2,2,0.5,3.09,26,0,,0,0,1,32,22,13,11,1,14,0,30,5,2,4,134,1.125,6.2,0.3,3.9,8.4,2.14,
14,Travis Sthele,21,3,5,0.375,5.75,15,10,,0,0,1,61,65,49,39,6,31,1,66,5,1,6,284,1.574,9.6,0.9,4.6,9.7,2.13,
15,Chris Stuart*,21,1,1,0.5,7.2,15,0,,0,0,0,15,11,12,12,1,14,0,18,5,0,2,74,1.667,6.6,0.6,8.4,10.8,1.29,
16,Heston Tole,21,0,0,,1.9,19,0,,0,0,1,23.2,17,5,5,0,13,0,20,1,0,0,98,1.268,6.5,0,4.9,7.6,1.54,
17,Sam Walbridge*,22,0,1,0,8.64,8,0,,0,0,0,8.1,11,8,8,1,6,0,9,1,0,1,41,2.04,11.9,1.1,6.5,9.7,1.5,
18,Ace Whitehead*,21,4,0,1,4.1,16,4,,0,0,1,26.1,31,15,12,0,12,1,24,1,0,1,121,1.633,10.6,0,4.1,8.2,2,
19,Tanner Witt,20,2,1,0.667,10.97,6,6,,0,0,0,10.2,11,13,13,3,8,0,8,4,0,1,55,1.781,9.3,2.5,6.8,6.8,1,
,19 Players,21.2,42,22,0.656,4.18,64,64,63,1,1,17,565.2,519,295,263,41,273,4,560,69,6,58,2501,1.4,8.3,0.7,4.3,8.9,2.05,
