Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Matteo Bocchi,22,2,2,0.5,2.45,17,2,,0,0,2,33,24,11,9,3,8,0,24,2,1,2,133,0.97,6.5,0.8,2.2,6.5,3,
2,Mason Bryant,19,1,1,0.5,11.32,13,0,,0,0,1,10.1,13,14,13,3,14,0,15,1,0,7,59,2.613,11.3,2.6,12.2,13.1,1.07,
3,Coy Cobb,20,1,3,0.25,3.45,13,10,,0,0,0,44.1,37,20,17,3,21,0,23,7,0,4,192,1.308,7.5,0.6,4.3,4.7,1.1,
4,Donny Diaz,23,0,1,0,5.14,12,0,,0,0,1,14,11,10,8,0,16,0,17,1,1,4,70,1.929,7.1,0,10.3,10.9,1.06,
5,Bryce Elder,20,2,4,0.333,2.93,13,13,,0,0,0,83,70,34,27,6,33,1,86,7,4,6,349,1.241,7.6,0.7,3.6,9.3,2.61,
6,Kamron Fields,20,1,2,0.333,4.26,20,0,,0,0,3,25.1,18,14,12,1,16,0,36,5,1,13,115,1.342,6.4,0.4,5.7,12.8,2.25,
7,Blair Henley,22,6,4,0.6,3.54,13,13,,1,0,0,73.2,74,42,29,2,34,0,62,7,1,4,333,1.466,9,0.2,4.2,7.6,1.82,
8,Brandon Ivey?,--,2,0,1,6.75,11,0,,0,0,0,8,8,8,6,3,8,1,1,0,0,1,39,2,9,3.4,9,1.1,0.13,
9,Kolby Kubichek,19,0,1,0,6.5,14,2,,0,0,1,18,21,14,13,0,12,1,15,2,0,2,90,1.833,10.5,0,6,7.5,1.25,
10,Ty Madden,19,4,1,0.8,3.4,15,8,,0,0,0,42.1,38,19,16,1,24,0,37,1,0,5,184,1.465,8.1,0.2,5.1,7.9,1.54,
11,Owen Meaney,19,0,1,0,4.97,6,2,,0,0,0,12.2,13,7,7,3,3,0,10,3,0,1,54,1.263,9.2,2.1,2.1,7.1,3.33,
12,Jack Neely,19,0,1,0,14.9,8,1,,0,0,0,9.2,11,18,16,3,14,0,12,0,0,2,52,2.586,10.2,2.8,13,11.2,0.86,
13,Nico O'Donnell,20,0,0,,9,8,0,,0,0,1,9,8,12,9,0,16,0,14,2,0,3,50,2.667,8,0,16,14,0.88,
14,Cole Quintanilla,20,2,1,0.667,4.05,22,0,,0,0,5,33.1,30,17,15,2,9,1,44,3,3,2,139,1.17,8.1,0.5,2.4,11.9,4.89,
15,Beau Ridgeway,23,1,1,0.5,10.8,3,0,,0,0,0,3.1,8,7,4,0,1,0,3,1,0,0,22,2.7,21.6,0,2.7,8.1,3,
16,Tristan Stevens,21,3,2,0.6,5.31,23,0,,0,0,0,20.1,16,14,12,1,17,1,20,2,0,2,100,1.623,7.1,0.4,7.5,8.9,1.18,
17,Matt Whelan,20,2,2,0.5,4.6,17,3,,0,0,0,29.1,26,15,15,2,11,1,22,6,0,1,132,1.261,8,0.6,3.4,6.8,2,
,17 Players,20.3,27,27,0.5,4.37,54,54,54,0,3,0,469.2,426,276,228,33,257,6,441,50,11,59,2113,1.454,8.2,0.6,4.9,8.5,1.72,
