Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Ryan Ackland?,--,,,,5.4,,0,,,0,,10,12,6,6,,3,,4,,,,,1.5,10.8,,2.7,3.6,1.33,
2,Christian Coronado,18,,,,4.91,,1,,,0,,22,17,15,12,,6,,15,,,,,1.045,7,,2.5,6.1,2.5,
3,Chris Devenski,20,,,,4.63,,0,,,0,,23.1,29,12,12,,8,,26,,,,,1.586,11.2,,3.1,10,3.25,
4,Jake Floethe,22,,,,3.72,,10,,,0,,65.1,57,35,27,,26,,49,,,,,1.27,7.9,,3.6,6.8,1.88,
5,Dylan Floro,20,,,,4.18,,4,,,0,,56,74,30,26,,13,,39,,,,,1.554,11.9,,2.1,6.3,3,
6,Ray Hernandez,22,,,,1.33,,0,,,0,,27,28,6,4,,6,,19,,,,,1.259,9.3,,2,6.3,3.17,
7,David Hurlbut*,21,,,,3.72,,2,,,0,,19.1,19,9,8,,9,,20,,,,,1.448,8.8,,4.2,9.3,2.22,
8,Walker Moore,22,,,,0,,0,,,0,,1,0,0,0,,1,,0,,,,,1,0,,9,0,0,
9,Colin O'Connell,21,,,,2.42,,13,,,0,,78,68,34,21,,8,,55,,,,,0.974,7.8,,0.9,6.3,6.88,
10,Tyler Pill,21,,,,2.24,,15,,,0,,100.1,77,46,25,,22,,110,,,,,0.987,6.9,,2,9.9,5,
11,Nick Ramirez*,21,,,,2.08,,0,,,0,,26,15,8,6,,10,,33,,,,,0.962,5.2,,3.5,11.4,3.3,
12,Noé Ramirez,21,,,,1.66,,13,,,0,,92.1,56,21,17,,20,,103,,,,,0.823,5.5,,1.9,10,5.15,
,12 Players,21.1,,,,2.88,58,58,,,5,,509,452,222,163,,132,,473,,,,,1.147,8,,2.3,8.4,3.58,
