Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Jesse Alfaro,20,0,0,,5.4,5,0,,0,0,0,3.1,5,2,2,1,1,0,3,0,0,0,15,1.8,13.5,2.7,2.7,8.1,3,
2,Jason Blood,22,2,3,0.4,4.76,23,1,,0,0,0,51,52,29,27,4,22,2,54,4,0,3,231,1.451,9.2,0.7,3.9,9.5,2.45,
3,Aaron Ceniceros,20,0,1,0,9,7,0,,0,0,0,5,9,5,5,1,4,0,5,1,0,1,29,2.6,16.2,1.8,7.2,9,1.25,
4,Ryan Faulks,22,0,2,0,3.6,12,0,,0,0,0,10,11,6,4,0,3,0,8,1,0,0,45,1.4,9.9,0,2.7,7.2,2.67,
5,Michael Flores*,21,0,1,0,5.54,13,0,,0,0,0,13,14,9,8,0,8,1,10,0,0,1,60,1.692,9.7,0,5.5,6.9,1.25,
6,Dylan Goff,19,0,0,,3.18,10,1,,0,0,0,11.1,9,4,4,0,6,0,11,2,0,0,48,1.324,7.1,0,4.8,8.7,1.83,
7,Chad Gurnea,19,0,4,0,8.53,13,7,,0,0,0,25.1,38,26,24,2,15,0,20,1,1,1,130,2.092,13.5,0.7,5.3,7.1,1.33,
8,Payton Hawkinson*,19,0,0,,6.3,8,4,,0,0,0,10,12,7,7,4,11,0,8,2,0,1,53,2.3,10.8,3.6,9.9,7.2,0.73,
9,Peyton Jones*,23,0,4,0,5.24,20,4,,0,0,1,55,62,37,32,9,20,1,55,5,0,1,246,1.491,10.1,1.5,3.3,9,2.75,
10,Jason Krakoski,19,2,1,0.667,4.98,18,0,,0,0,0,21.2,20,15,12,1,10,0,20,3,0,3,98,1.385,8.3,0.4,4.2,8.3,2,
11,Andrew Morones,23,2,1,0.667,5.18,26,0,,0,0,0,33,30,24,19,3,15,0,44,6,0,1,146,1.364,8.2,0.8,4.1,12,2.93,
12,Mikiah Negrete*,20,4,5,0.444,4.61,15,15,,0,0,0,84,108,51,43,11,25,0,67,7,0,2,387,1.583,11.6,1.2,2.7,7.2,2.68,
13,Christian Rodriguez,22,3,8,0.273,5.45,15,12,,0,0,0,69.1,89,48,42,8,29,0,58,7,0,7,326,1.702,11.6,1,3.8,7.5,2,
14,Seth Sumner,20,0,1,0,3,3,1,,0,0,0,3,4,1,1,0,1,0,3,0,0,1,15,1.667,12,0,3,9,3,
15,Seth Tomczak,23,2,2,0.5,1.32,18,0,,0,0,5,34,29,7,5,0,15,2,38,2,0,2,143,1.294,7.7,0,4,10.1,2.53,
16,Derek Turner,19,1,3,0.25,6.44,19,8,,0,0,0,36.1,49,31,26,3,12,1,42,7,1,5,181,1.679,12.1,0.7,3,10.4,3.5,
17,Andrew Wright*,19,0,2,0,14.73,8,1,,0,0,0,7.1,11,13,12,2,11,0,6,2,0,0,45,3,13.5,2.5,13.5,7.4,0.55,
,17 Players,20.9,16,38,0.296,5.16,54,54,54,0,1,6,472.2,552,315,271,49,208,7,452,50,2,29,2198,1.608,10.5,0.9,4,8.6,2.17,
