Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Evan Adolphus,19,0,0,,5.87,8,0,,0,0,0,7.2,11,5,5,0,5,0,1,2,0,3,40,2.087,12.9,0,5.9,1.2,0.2,
2,Landon Anderson*,22,2,2,0.5,5.3,19,3,,0,0,1,37.1,40,24,22,1,11,1,37,5,0,3,168,1.366,9.6,0.2,2.7,8.9,3.36,
3,Tanner Bibee,22,6,6,0.5,3.61,16,14,,1,1,0,89.2,84,42,36,4,21,1,67,10,1,7,376,1.171,8.4,0.4,2.1,6.7,3.19,
4,Sam Gomez*,21,0,1,0,3,11,0,,0,0,0,9,9,4,3,0,6,0,6,2,0,1,46,1.667,9,0,6,6,1,
5,Titus Groeneweg*,21,0,0,,18,1,0,,0,0,0,1,1,2,2,0,2,0,0,0,0,1,6,3,9,0,18,0,0,
6,Ryan Hare,24,0,5,0,6.22,17,7,,0,0,0,50.2,49,35,35,7,13,0,39,6,1,6,214,1.224,8.7,1.2,2.3,6.9,3,
7,Wyatt Johnson,--,0,1,0,7.31,7,3,,0,0,0,16,23,13,13,2,6,0,9,1,0,0,74,1.813,12.9,1.1,3.4,5.1,1.5,
8,Peyton Jones*,20,0,1,0,12.56,12,2,,0,0,0,14.1,23,22,20,4,6,0,13,4,0,2,78,2.023,14.4,2.5,3.8,8.2,2.17,
9,Tim Josten*,21,0,0,,10.8,7,1,,0,0,0,6.2,15,13,8,0,7,0,7,7,0,0,51,3.3,20.3,0,9.5,9.5,1,
10,Gavin Kennedy?,--,1,2,0.333,5.12,8,2,,0,0,0,19.1,27,13,11,1,9,0,10,3,0,4,95,1.862,12.6,0.5,4.2,4.7,1.11,
11,Michael Knorr,21,0,3,0,6.99,11,6,,0,0,1,46.1,58,38,36,6,11,0,42,4,1,3,207,1.489,11.3,1.2,2.1,8.2,3.82,
12,Kyle Luckham,21,2,9,0.182,5.25,15,14,,0,0,0,82.1,86,53,48,8,25,1,60,20,1,4,374,1.348,9.4,0.9,2.7,6.6,2.4,
13,JT Navyac,19,0,0,,6.75,1,0,,0,0,0,1.1,3,1,1,1,0,0,1,0,0,0,6,2.25,20.3,6.8,0,6.8,,
14,Cameron Repetti,20,5,2,0.714,4.5,16,1,,0,0,4,32,40,18,16,3,6,0,24,4,0,1,144,1.438,11.3,0.8,1.7,6.8,4,
15,Christian Rodriguez,19,0,1,0,4.15,3,1,,0,0,0,4.1,4,2,2,1,2,0,4,0,0,1,20,1.385,8.3,2.1,4.2,8.3,2,
16,Matthew Sanchez,23,0,0,,12.08,9,0,,0,0,0,12.2,28,20,17,5,4,0,10,2,0,3,72,2.526,19.9,3.6,2.8,7.1,2.5,
17,Jake Vargas,18,0,1,0,11.17,14,1,,0,0,0,19.1,28,24,24,3,13,0,11,3,2,2,102,2.121,13,1.4,6.1,5.1,0.85,
18,James Wambold?,--,0,0,,27,1,0,,0,0,0,0.2,2,2,2,0,2,0,0,0,0,1,6,6,27,0,27,0,0,
19,Michael Weisberg,22,2,1,0.667,6.03,19,0,,0,0,0,34.1,38,24,23,3,16,0,37,12,0,5,167,1.573,10,0.8,4.2,9.7,2.31,
,19 Players,21.2,20,35,0.364,6.01,55,55,55,0,1,6,485,569,355,324,49,165,3,378,85,6,47,2246,1.513,10.6,0.9,3.1,7,2.29,
