Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Max Alba,20,1,0,1,6.97,5,2,,0,0,0,10.1,11,8,8,0,5,0,9,1,0,2,47,1.548,9.6,0,4.4,7.8,1.8,
2,Kyle Blendinger,--,0,0,,0,1,0,,0,0,0,1,2,0,0,0,1,0,1,0,0,0,6,3,18,0,9,9,1,
3,Joe Charles,20,0,0,,0,3,0,,0,0,0,1.1,0,0,0,0,4,0,2,0,0,2,8,3,0,0,27,13.5,0.5,
4,Austin Elliott?,--,0,0,,3.86,6,0,,0,0,0,4.2,2,2,2,0,8,0,6,1,0,2,24,2.143,3.9,0,15.4,11.6,0.75,
5,Gage Gillian,21,0,0,,2.45,6,0,,0,0,1,7.1,6,2,2,0,3,0,11,0,0,1,32,1.227,7.4,0,3.7,13.5,3.67,
6,Nick James*,19,0,0,,3.86,3,0,,0,0,0,2.1,2,2,1,1,1,0,4,0,0,0,11,1.286,7.7,3.9,3.9,15.4,4,
7,Chris Joyner?,--,0,0,,1.74,9,0,,0,0,0,10.1,12,2,2,0,2,0,8,2,0,1,47,1.355,10.5,0,1.7,7,4,
8,Joey Lancellotti,22,2,1,0.667,2.22,4,4,,0,0,0,24.1,13,6,6,2,8,0,21,2,0,2,98,0.863,4.8,0.7,3,7.8,2.63,
9,Austin Love,21,1,0,1,6.75,8,0,,0,0,1,14.2,11,12,11,3,8,1,14,0,0,1,60,1.295,6.8,1.8,4.9,8.6,1.75,
10,Kyle Mott,20,3,0,1,2.7,9,0,,0,0,0,16.2,13,6,5,2,6,1,20,2,0,1,71,1.14,7,1.1,3.2,10.8,3.33,
11,Caden O'Brien*,21,0,1,0,2.08,6,2,,0,0,0,13,8,5,3,0,13,0,20,1,0,0,59,1.615,5.5,0,9,13.8,1.54,
12,Michael Oh,22,0,0,,5.68,2,2,,0,0,0,6.1,7,4,4,0,2,0,5,0,0,0,27,1.421,9.9,0,2.8,7.1,2.5,
13,Connor Ollio,20,1,1,0.5,4.61,4,4,,0,0,0,13.2,16,11,7,0,2,0,8,2,0,1,62,1.317,10.5,0,1.3,5.3,4,
14,Davison Palermo,20,1,0,1,1.86,5,1,,0,0,0,9.2,2,5,2,0,6,0,10,1,0,0,40,0.828,1.9,0,5.6,9.3,1.67,
15,Nik Pry,20,3,2,0.6,4.66,7,0,,0,0,0,9.2,8,5,5,1,3,0,7,0,0,1,40,1.138,7.4,0.9,2.8,6.5,2.33,
16,Shawn Rapp*,19,0,0,,1.23,8,0,,0,0,1,7.1,1,1,1,0,3,0,6,0,0,0,24,0.545,1.2,0,3.7,7.4,2,
17,Will Sandy*,20,0,2,0,4.5,4,4,,0,0,0,20,17,10,10,3,8,0,20,2,0,1,89,1.25,7.7,1.4,3.6,9,2.5,
,17 Players,20.4,12,7,0.632,3.6,19,19,19,0,3,0,172.2,131,81,69,12,83,2,172,14,0,15,745,1.239,6.8,0.6,4.3,9,2.07,
