Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,A.J. Bogucki,19,1,0,1,2.28,13,3,,,0,0,23.2,16,11,6,0,13,0,27,4,0,3,104,1.225,6.1,0,4.9,10.3,2.08,
2,Taylore Cherry,21,2,3,0.4,4.01,12,7,,,0,0,42.2,41,19,19,2,22,0,26,4,0,5,197,1.477,8.6,0.4,4.6,5.5,1.18,
3,Zac Gallen,18,5,4,0.556,4.64,17,17,,,0,0,85.1,93,50,44,4,23,1,62,9,1,3,366,1.359,9.8,0.4,2.4,6.5,2.7,
4,Jack Geraghty,20,0,0,,0,2,0,,,0,0,2,2,0,0,0,0,0,2,0,0,0,8,1,9,0,0,9,,
5,Reilly Hovis,20,9,1,0.9,2.25,34,1,,,0,6,64,44,16,16,2,24,1,81,2,0,8,256,1.063,6.2,0.3,3.4,11.4,3.38,
6,Trevor Kelley,21,1,4,0.2,3.25,31,0,,,0,2,44.1,47,17,16,1,16,1,28,4,0,7,198,1.421,9.5,0.2,3.2,5.7,1.75,
7,Chris McCue,21,0,0,,0.77,7,0,,,0,7,11.2,10,1,1,0,9,0,14,0,1,7,53,1.629,7.7,0,6.9,10.8,1.56,
8,Benton Moss,21,4,2,0.667,3.62,16,15,,,0,0,97,77,44,39,1,35,2,77,13,3,7,417,1.155,7.1,0.1,3.2,7.1,2.2,
9,Tate Parrish*,22,0,0,,3.86,5,0,,,0,0,2.1,0,1,1,0,1,0,2,0,0,0,8,0.429,0,0,3.9,7.7,2,
10,Luis Paula,21,1,3,0.25,3.8,8,5,,,0,0,21.1,22,11,9,1,14,1,23,1,0,1,102,1.688,9.3,0.4,5.9,9.7,1.64,
11,Zach Rice*,18,2,3,0.4,4.29,34,0,,,0,0,21,21,11,10,0,15,1,29,2,0,0,99,1.714,9,0,6.4,12.4,1.93,
12,Henry Sisson*,21,0,1,0,3.29,10,0,,,0,0,13.2,12,6,5,1,7,0,10,0,0,2,60,1.39,7.9,0.7,4.6,6.6,1.43,
13,Trent Thornton,20,7,4,0.636,2.73,16,14,,,1,1,95.2,77,33,29,2,29,2,83,13,0,7,406,1.108,7.2,0.2,2.7,7.8,2.86,
14,Spencer Trayner,19,3,2,0.6,1.6,28,0,,,0,0,39.1,32,8,7,0,16,6,33,6,1,6,176,1.22,7.3,0,3.7,7.6,2.06,
,14 Players,19.8,,,,3.21,62,62,62,0,6,0,564,494,228,201,14,224,15,497,58,6,56,2450,1.273,7.9,0.2,3.6,7.9,2.22,
