Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Jaxton Andeel*,21,0,0,,4.63,10,0,,0,0,0,11.2,11,7,6,0,9,0,12,5,0,3,59,1.714,8.5,0,6.9,9.3,1.33,
2,Ryder Brooks*,21,7,3,0.7,5.09,20,12,,1,1,0,69,59,42,39,5,31,0,72,17,0,2,307,1.304,7.7,0.7,4,9.4,2.32,
3,David Butler,21,2,3,0.4,4.95,30,0,,0,0,2,40,38,27,22,2,26,0,36,10,0,3,191,1.6,8.6,0.5,5.9,8.1,1.38,
4,Tyler Foster,19,0,0,,3,3,0,,0,0,0,6,9,2,2,0,2,0,3,0,0,0,27,1.833,13.5,0,3,4.5,1.5,
5,Andrew Grove,20,0,0,,0,2,0,,0,0,0,3,3,0,0,0,2,0,2,1,0,0,14,1.667,9,0,6,6,1,
6,Trevor Hansen,20,9,3,0.75,3.3,16,16,,1,1,0,95.1,87,39,35,8,31,0,95,7,0,5,402,1.238,8.2,0.8,2.9,9,3.06,
7,Riley Kelly,21,4,1,0.8,3.78,17,12,,0,0,0,66.2,66,31,28,7,32,1,70,4,1,4,294,1.47,8.9,0.9,4.3,9.5,2.19,
8,Ryan Kysar,23,1,1,0.5,10.8,10,2,,0,0,0,18.1,31,26,22,6,7,0,18,1,2,2,97,2.073,15.2,2.9,3.4,8.8,2.57,
9,Brandon Luu*,20,0,0,,20.25,2,0,,0,0,0,1.1,1,3,3,0,1,0,0,1,0,0,7,1.5,6.8,0,6.8,0,0,
10,Max Martin,21,1,1,0.5,3.29,27,0,,0,0,14,38.1,35,17,14,2,8,1,39,5,0,2,162,1.122,8.2,0.5,1.9,9.2,4.88,
11,Ricky Ojeda*,19,13,1,0.929,3.55,29,2,,0,0,2,66,49,27,26,6,29,0,83,11,0,3,279,1.182,6.7,0.8,4,11.3,2.86,
12,Jack Ross,21,3,2,0.6,5.35,14,4,,0,0,0,35.1,34,29,21,10,18,0,30,4,0,4,161,1.472,8.7,2.5,4.6,7.6,1.67,
13,Danny Suarez,21,1,1,0.5,11.1,16,5,,0,0,0,30,40,38,37,7,30,0,41,4,0,7,164,2.333,12,2.1,9,12.3,1.37,
14,David Utagawa,23,2,0,1,4.79,17,0,,0,0,0,20.2,21,11,11,1,11,1,16,3,0,2,93,1.548,9.1,0.4,4.8,7,1.45,
15,Finnegan Wall,22,0,1,0,7.12,14,7,,0,0,0,30.1,37,24,24,3,15,0,27,7,1,2,146,1.714,11,0.9,4.5,8,1.8,
,15 Players,20.9,43,17,0.717,4.91,60,60,58,2,5,18,532,521,323,290,57,252,3,544,80,4,39,2403,1.453,8.8,1,4.3,9.2,2.16,
