Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Phillip Ferragamo,18,,,,1.91,,0,,,0,,28.1,23,6,6,,7,,24,,,,,1.059,7.3,,2.2,7.6,3.43,
2,Brian Hernandez,22,,,,3.21,,0,,,0,,28,28,12,10,,10,,23,,,,,1.357,9,,3.2,7.4,2.3,
3,Kyle Hooper,20,,,,4,,6,,,0,,45,49,25,20,,17,,31,,,,,1.467,9.8,,3.4,6.2,1.82,
4,Nick Hoover?,--,,,,3.44,,0,,,0,,34,27,15,13,,9,,24,,,,,1.059,7.1,,2.4,6.4,2.67,
5,Andy Lines?,--,,,,2.57,,4,,,0,,28,22,8,8,,18,,27,,,,,1.429,7.1,,5.8,8.7,1.5,
6,Jimmy Litchfield*,19,,,,2.78,,0,,,0,,45.1,43,15,14,,7,,34,,,,,1.103,8.5,,1.4,6.8,4.86,
7,Mitch Merten,20,,,,0,,0,,,0,,2,1,1,0,,0,,0,,,,,0.5,4.5,,0,0,,
8,Drew Sandler?,--,,,,0,,0,,,0,,5.1,2,0,0,,3,,4,,,,,0.938,3.4,,5.1,6.8,1.33,
9,Sebastian Santos?,--,,,,0,,0,,,0,,1,0,0,0,,1,,2,,,,,1,0,,9,18,2,
10,Crosby Slaught?,--,,,,3.84,,14,,,0,,70.1,69,31,30,,20,,47,,,,,1.265,8.8,,2.6,6,2.35,
11,Matt Summers,21,,,,2.15,,17,,,2,,117,81,35,28,,33,,100,,,,,0.974,6.2,,2.5,7.7,3.03,
12,Andrew Thurman,19,,,,3.79,,8,,,0,,76,82,35,32,,21,,64,,,,,1.355,9.7,,2.5,7.6,3.05,
13,Matt Whitehouse*,20,,,,2.1,,12,,,0,,73,54,21,17,,15,,63,,,,,0.945,6.7,,1.8,7.8,4.2,
,13 Players,20.2,,,,2.94,61,61,,,8,,544,481,204,178,,161,,443,,,,,1.18,8,,2.7,7.3,2.75,
