Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Tyler Beede,20,14,1,0.933,2.32,17,17,,,0,0,101,64,32,26,3,63,0,103,10,0,14,428,1.257,5.7,0.3,5.6,9.2,1.63,
2,Walker Buehler,18,4,3,0.571,3.14,16,9,,,0,1,63,64,25,22,5,25,1,57,2,0,6,276,1.413,9.1,0.7,3.6,8.1,2.28,
3,Tyler Ferguson,19,3,1,0.75,4.21,8,4,,,0,0,25.2,24,12,12,0,11,0,21,4,0,5,113,1.364,8.4,0,3.9,7.4,1.91,
4,Carson Fulmer,19,3,0,1,2.39,26,0,,,0,4,52.2,37,16,14,2,25,0,51,5,1,6,213,1.177,6.3,0.3,4.3,8.7,2.04,
5,Keenan Kolinsky*,23,0,0,,0,2,0,,,0,0,2,1,0,0,0,2,0,0,0,0,0,9,1.5,4.5,0,9,0,0,
6,Brian Miller,20,5,2,0.714,1.58,32,0,,,0,16,57,37,13,10,2,11,2,48,12,0,1,232,0.842,5.8,0.3,1.7,7.6,4.36,
7,Jared Miller*,19,2,1,0.667,2.31,22,0,,,0,2,23.1,22,9,6,0,15,0,24,5,0,4,114,1.586,8.5,0,5.8,9.3,1.6,
8,T.J. Pecoraro,20,4,1,0.8,5.97,10,7,,,0,1,34.2,38,26,23,2,14,0,15,3,0,2,160,1.5,9.9,0.5,3.6,3.9,1.07,
9,Phil Pfeifer*,20,4,0,1,3.68,15,12,,,0,0,63.2,62,32,26,3,30,1,47,5,1,5,276,1.445,8.8,0.4,4.2,6.6,1.57,
10,Adam Ravenelle,20,0,0,,3.18,11,0,,,0,0,17,13,8,6,0,8,0,9,2,0,2,72,1.235,6.9,0,4.2,4.8,1.13,
11,Steven Rice*,21,4,0,1,2.57,21,0,,,0,0,35,28,11,10,0,12,0,28,3,0,1,137,1.143,7.2,0,3.1,7.2,2.33,
12,Kyle Smith,19,0,0,,0,1,0,,,0,0,1,0,0,0,0,2,0,1,0,0,0,4,2,0,0,18,9,0.5,
13,Nevin Wilson*,20,0,0,,0,1,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,9,,
14,Kevin Ziomek*,21,11,3,0.786,2.12,17,17,,,1,0,119,79,33,28,3,40,1,115,13,2,4,483,1,6,0.2,3,8.7,2.88,
,14 Players,19.8,,,,2.76,0,0,0,0,3,0,596,469,217,183,20,258,5,520,64,4,50,2520,1.22,7.1,0.3,3.9,7.9,2.02,
