Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Nelson Berkwich*,19,1,0,1,3.07,10,0,,0,0,0,14.2,16,9,5,2,3,0,19,1,0,0,65,1.295,9.8,1.2,1.8,11.7,6.33,
2,Gage Bradley,19,0,0,,13.5,2,0,,0,0,0,2,2,3,3,0,3,0,3,1,0,1,12,2.5,9,0,13.5,13.5,1,
3,Donye Evans,19,0,0,,4.76,8,0,,0,0,0,5.2,7,5,3,1,2,0,6,4,0,0,32,1.588,11.1,1.6,3.2,9.5,3,
4,Hugh Fisher*,22,0,0,,2.45,16,0,,0,0,0,11,5,5,3,1,11,0,13,2,0,3,49,1.455,4.1,0.8,9,10.6,1.18,
5,Miles Garrett,20,1,0,1,2.79,9,0,,0,0,0,9.2,8,5,3,0,2,0,8,5,0,0,45,1.034,7.4,0,1.9,7.4,4,
6,Sam Hliboki,19,0,0,,2.7,9,1,,0,0,2,20,15,6,6,2,4,0,20,3,0,0,81,0.95,6.8,0.9,1.8,9,5,
7,Jack Leiter,21,11,4,0.733,2.13,18,18,,2,1,0,110,48,30,26,14,45,0,179,11,1,4,430,0.845,3.9,1.1,3.7,14.6,3.98,
8,Christian Little,17,3,2,0.6,5.48,14,11,,0,0,0,42.2,40,33,26,8,22,0,49,4,1,8,193,1.453,8.4,1.7,4.6,10.3,2.23,
9,Nick Maldonado,21,1,2,0.333,2.31,28,0,,0,0,9,50.2,32,13,13,4,7,0,59,4,0,2,197,0.77,5.7,0.7,1.2,10.5,8.43,
10,Chris McElvain,20,5,1,0.833,4.34,22,1,,0,0,2,45.2,39,22,22,6,27,0,58,1,0,6,200,1.445,7.7,1.2,5.3,11.4,2.15,
11,Grayson Moore,19,0,0,,9,5,0,,0,0,0,6,8,8,6,5,4,0,6,0,1,1,30,2,12,7.5,6,9,1.5,
12,Luke Murphy,21,4,1,0.8,2.4,27,0,,0,0,9,41.1,24,11,11,6,15,0,61,7,1,1,168,0.944,5.2,1.3,3.3,13.3,4.07,
13,Hunter Owen*,19,0,0,,10.26,14,0,,0,0,0,16.2,22,22,19,3,15,0,19,4,0,5,90,2.22,11.9,1.6,8.1,10.3,1.27,
14,Patrick Reilly,19,4,2,0.667,4.98,16,7,,0,0,0,43.1,31,26,24,8,28,0,53,3,0,7,193,1.362,6.4,1.7,5.8,11,1.89,
15,Kumar Rocker,21,14,4,0.778,2.73,20,20,,1,0,0,122,75,43,37,8,39,0,179,7,2,13,490,0.934,5.5,0.6,2.9,13.2,4.59,
16,Thomas Schultz,21,4,2,0.667,4.09,14,9,,0,0,0,44,33,21,20,6,18,0,40,7,0,2,186,1.159,6.8,1.2,3.7,8.2,2.22,
17,Ethan Smith,22,1,0,1,3.55,9,0,,0,0,2,12.2,11,5,5,2,3,0,18,0,0,0,52,1.105,7.8,1.4,2.1,12.8,6,
,17 Players,20.2,49,18,0.731,3.46,67,67,65,2,8,24,598,416,267,230,76,248,0,790,64,6,53,2513,1.11,6.3,1.1,3.7,11.9,3.19,
