Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Jack Anderson,24,2,0,1,3.97,9,0,,0,0,0,11.1,5,5,5,0,13,0,16,1,0,2,51,1.588,4,0,10.3,12.7,1.23,
2,Greysen Carter,20,2,1,0.667,4.08,13,7,,0,0,0,28.2,16,13,13,3,28,0,23,5,0,5,133,1.535,5,0.9,8.8,7.2,0.82,
3,Bryce Cunningham,20,2,3,0.4,6.43,18,4,,0,0,2,42,35,34,30,10,23,0,45,4,0,2,182,1.381,7.5,2.1,4.9,9.6,1.96,
4,Andrew Dutkanych,19,1,0,1,2.84,4,1,,0,0,0,6.1,4,3,2,1,9,0,6,0,0,2,29,2.053,5.7,1.4,12.8,8.5,0.67,
5,Devin Futrell*,20,8,3,0.727,3.44,16,15,,0,0,0,83.2,71,38,32,13,20,1,72,8,0,0,346,1.088,7.6,1.4,2.2,7.7,3.6,
6,Ryan Ginther*,20,2,1,0.667,4.01,21,1,,0,0,0,33.2,26,17,15,3,13,0,34,6,0,1,144,1.158,7,0.8,3.5,9.1,2.62,
7,Sam Hliboki,21,3,3,0.5,4.88,19,3,,0,0,0,48,45,28,26,8,12,1,49,9,0,1,204,1.188,8.4,1.5,2.3,9.2,4.08,
8,Carter Holton*,20,4,1,0.8,4.11,11,11,,0,0,0,50.1,40,24,23,4,24,0,56,12,0,5,221,1.272,7.2,0.7,4.3,10,2.33,
9,David Horn,19,3,0,1,5.4,8,0,,0,0,0,15,11,10,9,3,13,0,17,2,0,2,71,1.6,6.6,1.8,7.8,10.2,1.31,
10,Nick Maldonado,23,1,1,0.5,1.45,22,0,,0,0,8,31,14,5,5,4,7,1,40,2,0,1,113,0.677,4.1,1.2,2,11.6,5.71,
11,Grayson Moore,21,1,0,1,3.08,12,2,,0,0,0,26.1,20,12,9,1,10,0,36,5,0,0,115,1.139,6.8,0.3,3.4,12.3,3.6,
12,Hunter Owen*,21,4,0,1,3.52,12,12,,1,1,0,64,52,28,25,9,17,0,76,6,0,1,263,1.078,7.3,1.3,2.4,10.7,4.47,
13,Colton Regen,20,0,0,,14.73,4,0,,0,0,0,3.2,4,6,6,0,9,0,5,1,0,1,25,3.545,9.8,0,22.1,12.3,0.56,
14,Patrick Reilly,21,5,4,0.556,5.77,16,4,,0,0,0,48.1,44,37,31,6,30,0,65,5,0,7,225,1.531,8.2,1.1,5.6,12.1,2.17,
15,Thomas Schultz,23,2,2,0.5,4.05,21,1,,0,0,2,33.1,33,16,15,5,10,0,37,0,0,0,137,1.29,8.9,1.4,2.7,10,3.7,
16,JD Thompson*,19,2,0,1,5.73,13,1,,0,0,0,22,22,15,14,4,13,0,23,4,0,3,105,1.591,9,1.6,5.3,9.4,1.77,
,16 Players,20.9,42,20,0.677,4.27,62,62,61,1,6,12,547.2,442,291,260,74,251,3,600,70,0,33,2364,1.265,7.3,1.2,4.1,9.9,2.39,
