Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Joey Abraham,19,0,0,,7.94,6,0,,,0,0,5.2,8,5,5,0,10,0,9,0,1,1,34,3.176,12.7,0,15.9,14.3,0.9,
2,Ben Bowden*,20,6,1,0.857,2.89,26,0,,,0,2,37.1,32,13,12,1,14,0,49,5,0,1,164,1.232,7.7,0.2,3.4,11.8,3.5,
3,Walker Buehler,20,5,2,0.714,2.95,16,16,,,0,0,88.1,85,34,29,6,30,1,92,5,0,9,374,1.302,8.7,0.6,3.1,9.4,3.07,
4,Tyler Ferguson,21,0,1,0,6.3,15,3,,,0,0,20,11,17,14,0,35,0,24,2,0,9,101,2.3,5,0,15.8,10.8,0.69,
5,Carson Fulmer,21,14,2,0.875,1.83,19,19,,,2,0,127.2,81,32,26,7,50,1,167,9,3,13,513,1.026,5.7,0.5,3.5,11.8,3.34,
6,Ryan Johnson*,20,5,1,0.833,3.02,15,5,,,0,0,53.2,50,22,18,2,12,0,31,1,2,0,220,1.155,8.4,0.3,2,5.2,2.58,
7,John Kilichowski*,21,3,4,0.429,2.84,17,10,,,0,2,66.2,51,24,21,4,15,0,64,9,1,2,268,0.99,6.9,0.5,2,8.6,4.27,
8,Aubrey McCarty,20,0,0,,3,5,0,,,0,0,6,2,2,2,1,2,0,6,0,0,0,23,0.667,3,1.5,3,9,3,
9,Phil Pfeifer*,22,6,5,0.545,3.55,27,9,,,0,5,96.1,81,49,38,5,44,0,118,3,1,5,415,1.298,7.6,0.5,4.1,11,2.68,
10,Matt Ruppenthal,19,0,0,,2.7,8,0,,,0,0,10,5,3,3,1,9,0,10,3,0,0,46,1.4,4.5,0.9,8.1,9,1.11,
11,Jordan Sheffield,20,5,2,0.714,2.85,22,6,,,0,0,60,39,21,19,3,43,0,55,7,0,6,260,1.367,5.9,0.5,6.5,8.3,1.28,
12,Collin Snider,19,0,0,,2.41,16,0,,,0,0,18.2,16,7,5,1,4,1,9,2,1,1,73,1.071,7.7,0.5,1.9,4.3,2.25,
13,Brendan Spagnuolo,19,0,0,,9,1,0,,,0,0,2,6,2,2,0,0,0,1,0,0,0,11,3,27,0,0,4.5,,
14,Hayden Stone,20,1,2,0.333,9.64,3,1,,,0,0,4.2,5,5,5,0,4,0,6,1,0,1,24,1.929,9.6,0,7.7,11.6,1.5,
15,Kyle Wright,19,6,1,0.857,1.23,29,3,,,0,4,58.2,36,11,8,0,23,0,62,5,0,6,233,1.006,5.5,0,3.5,9.5,2.7,
,15 Players,20.3,,,,2.84,0,0,0,0,14,0,655.2,508,247,207,31,295,3,703,52,9,54,2759,1.225,7,0.4,4,9.6,2.38,
