Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Cody Beam,23,0,1,0,6.23,6,2,,,0,0,4.1,4,6,3,0,8,0,2,0,0,1,24,2.769,8.3,0,16.6,4.2,0.25,
2,Blake Brodie?,--,0,0,,6.75,2,0,,,0,0,1.1,3,3,1,0,2,0,2,0,0,1,8,3.75,20.3,0,13.5,13.5,1,
3,Jay Calhoun,21,0,0,,7.56,10,2,,,0,0,16.2,29,15,14,1,7,0,13,3,0,3,87,2.16,15.7,0.5,3.8,7,1.86,
4,Trevor Conn,19,1,1,0.5,6.59,8,0,,,0,0,13.2,18,11,10,1,4,0,5,2,0,1,63,1.61,11.9,0.7,2.6,3.3,1.25,
5,Caulin Cragle?,--,0,0,,3.38,3,0,,,0,0,2.2,2,1,1,0,2,0,2,0,0,1,12,1.5,6.8,0,6.8,6.8,1,
6,Brandon Koch,20,8,1,0.889,0.63,28,0,,,0,9,42.2,25,3,3,0,22,1,71,2,0,5,173,1.102,5.3,0,4.6,15,3.23,
7,Phil Orr*,20,0,0,,8.31,9,0,,,0,0,8.2,17,14,8,1,3,0,9,1,0,2,50,2.308,17.7,1,3.1,9.3,3,
8,Joe Shaw,20,4,4,0.5,2.96,26,3,,,0,4,54.2,43,24,18,3,16,0,49,6,1,5,224,1.079,7.1,0.5,2.6,8.1,3.06,
9,Drew Smith,20,3,2,0.6,5.79,15,8,,,0,1,42,33,30,27,4,30,0,34,6,0,3,192,1.5,7.1,0.9,6.4,7.3,1.13,
10,Cy Sneed,21,8,3,0.727,3.56,16,16,,,0,0,103.2,99,46,41,4,36,0,81,11,1,3,447,1.302,8.6,0.3,3.1,7,2.25,
11,Sean Stutzman*,20,0,0,,4.66,24,0,,,0,3,38.2,32,23,20,2,19,0,28,7,0,4,170,1.319,7.4,0.5,4.4,6.5,1.47,
12,Cory Taylor,20,4,4,0.5,3.5,16,14,,,0,0,82.1,73,41,32,5,51,0,90,8,1,11,373,1.506,8,0.5,5.6,9.8,1.76,
13,Josh Urban,23,3,1,0.75,2.89,24,0,,,0,2,46.2,36,17,15,1,29,0,41,4,0,4,204,1.393,6.9,0.2,5.6,7.9,1.41,
14,Paul Voelker,21,9,4,0.692,3.48,17,16,,,0,1,93,89,49,36,4,42,0,79,9,0,9,415,1.409,8.6,0.4,4.1,7.6,1.88,
,14 Players,20.6,,,,3.74,61,61,61,0,5,0,551,503,283,229,26,271,1,506,59,3,53,2442,1.405,8.2,0.4,4.4,8.3,1.87,
