Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Ryan Behmanesh?,--,,,,5,,0,,,0,,9,9,6,5,,3,,7,,,,,1.333,9,,3,7,2.33,
2,Aaron Gilbreath?,--,,,,4.5,,6,,,0,,32,34,21,16,,11,,8,,,,,1.406,9.6,,3.1,2.3,0.73,
3,Chris Haney,22,,,,2.13,,0,,,0,,38,33,13,9,,13,,42,,,,,1.211,7.8,,3.1,9.9,3.23,
4,Kenny Hatcher,21,,,,9,,0,,,0,,2,3,2,2,,2,,1,,,,,2.5,13.5,,9,4.5,0.5,
5,Patrick Hicks?,--,,,,7.84,,0,,,0,,10.1,13,11,9,,5,,4,,,,,1.742,11.3,,4.4,3.5,0.8,
6,Jake Johansen,20,,,,11.57,,4,,,0,,14,16,20,18,,16,,12,,,,,2.286,10.3,,10.3,7.7,0.75,
7,Will Lane?,--,,,,4.5,,6,,,0,,38,36,22,19,,29,,25,,,,,1.711,8.5,,6.9,5.9,0.86,
8,Taylor Massey*,22,,,,4.85,,0,,,0,,13,7,11,7,,16,,17,,,,,1.769,4.8,,11.1,11.8,1.06,
9,Duncan McAlpine,20,,,,8.4,,0,,,0,,15,24,17,14,,14,,13,,,,,2.533,14.4,,8.4,7.8,0.93,
10,Michael Miller,19,,,,8.1,,0,,,0,,3.1,3,3,3,,2,,2,,,,,1.5,8.1,,5.4,5.4,1,
11,Stuart Pudenz,20,,,,6.5,,2,,,0,,36,37,27,26,,20,,38,,,,,1.583,9.3,,5,9.5,1.9,
12,Michael Smith,21,,,,4.86,,0,,,0,,50,65,32,27,,26,,46,,,,,1.82,11.7,,4.7,8.3,1.77,
13,Jared Stafford?,--,,,,3.22,,16,,,1,,106.1,93,42,38,,35,,63,,,,,1.204,7.9,,3,5.3,1.8,
14,Jordan Staples?,--,,,,5.11,,10,,,1,,56.1,55,33,32,,29,,26,,,,,1.491,8.8,,4.6,4.2,0.9,
15,Brandon Williamson,22,,,,4.24,,18,,,0,,123,139,65,58,,41,,71,,,,,1.463,10.2,,3,5.2,1.73,
,15 Players,21.5,,,,4.73,62,62,,,4,,537,567,325,282,,262,,375,,,,,1.544,9.5,,4.4,6.3,1.43,
