Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Chandler Arnold,21,3,0,1,3.94,15,0,,0,0,1,29.2,31,17,13,2,23,1,33,3,0,7,146,1.82,9.4,0.6,7,10,1.43,
2,Alec Baker,21,0,0,,16.2,2,0,,0,0,0,1.2,1,3,3,1,2,0,3,1,0,0,9,1.8,5.4,5.4,10.8,16.2,1.5,
3,Ross Carver,21,1,1,0.5,6.35,9,0,,0,0,0,11.1,11,10,8,2,4,0,12,3,1,1,52,1.324,8.7,1.6,3.2,9.5,3,
4,Luke Eldred,23,4,0,1,2.25,11,10,,0,0,0,36,23,9,9,3,11,0,33,2,0,1,140,0.944,5.8,0.8,2.8,8.3,3,
5,Ray Gaither,23,3,3,0.5,5.36,16,7,,0,0,1,48.2,53,33,29,2,30,1,48,8,0,5,230,1.705,9.8,0.4,5.5,8.9,1.6,
6,Dom Hamel,22,13,2,0.867,4.22,18,16,,0,0,1,91.2,68,44,43,16,34,1,136,5,2,11,377,1.113,6.7,1.6,3.3,13.4,4,
7,Zach Heaton,22,2,1,0.667,7.24,11,1,,0,0,0,13.2,19,15,11,1,4,1,13,1,0,2,66,1.683,12.5,0.7,2.6,8.6,3.25,
8,Kragen Kechely,23,3,4,0.429,2.61,20,1,,0,0,2,31,22,12,9,4,15,1,34,5,0,2,134,1.194,6.4,1.2,4.4,9.9,2.27,
9,Rhett Kouba,21,6,2,0.75,2.77,16,10,,1,1,0,74.2,60,28,23,6,23,0,87,2,0,3,308,1.112,7.2,0.7,2.8,10.5,3.78,
10,Joey Martin*,21,0,1,0,13.5,8,0,,0,0,0,4,4,6,6,1,9,1,6,2,0,3,26,3.25,9,2.3,20.3,13.5,0.67,
11,Jared Pettitte*,23,1,0,1,5.81,13,4,,0,0,0,26.1,18,19,17,3,21,0,26,8,0,2,124,1.481,6.2,1,7.2,8.9,1.24,
12,Cole Reeves,21,0,1,0,6.59,12,0,,0,0,0,13.2,15,13,10,6,7,0,16,1,0,1,64,1.61,9.9,4,4.6,10.5,2.29,
13,Kyle Rich,22,4,1,0.8,4.75,12,10,,0,0,0,47.1,46,26,25,5,20,0,40,8,0,5,212,1.394,8.7,1,3.8,7.6,2,
14,Zane Russell,19,1,0,1,2.25,14,0,,0,0,2,20,14,5,5,2,10,1,16,2,0,3,84,1.2,6.3,0.9,4.5,7.2,1.6,
15,Chas Sagedahl*,22,0,1,0,19.29,2,0,,0,0,0,2.1,6,5,5,0,3,0,0,0,0,1,15,3.857,23.1,0,11.6,0,0,
16,Peyton Sherlin*,22,0,1,0,2.93,24,0,,0,0,4,40,24,17,13,2,26,1,47,5,0,5,176,1.25,5.4,0.5,5.9,10.6,1.81,
17,Tyler Talbert,19,0,0,,27,1,0,,0,0,0,0.1,1,1,1,1,0,0,0,0,0,0,2,3,27,27,0,0,,
18,Luke Trahan,21,0,0,,5.19,10,0,,0,0,1,8.2,8,8,5,1,6,1,4,3,0,5,44,1.615,8.3,1,6.2,4.2,0.67,
19,Jacob Young,19,0,0,,13.5,3,0,,0,0,0,3.1,7,5,5,0,0,0,2,3,0,0,20,2.1,18.9,0,0,5.4,,
,19 Players,21.8,41,18,0.695,4.28,59,59,58,1,6,12,504.1,431,276,240,58,248,9,556,62,3,57,2229,1.346,7.7,1,4.4,9.9,2.24,
