Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Nick Bennett*,19,5,1,0.833,3.18,15,13,,0,0,0,65,59,28,23,3,13,0,61,6,2,0,270,1.108,8.2,0.4,1.8,8.4,4.69,
2,Sam Bordner,20,2,0,1,0.41,23,0,,0,0,3,43.2,16,2,2,0,10,1,39,6,0,0,161,0.595,3.3,0,2.1,8,3.9,
3,Chandler Dale,21,0,0,,0,10,0,,0,0,0,8,4,0,0,0,5,0,7,1,0,0,34,1.125,4.5,0,5.6,7.9,1.4,
4,Adam Elliott*,19,2,0,1,2.14,22,0,,0,0,0,33.2,25,9,8,0,9,0,31,2,0,0,134,1.01,6.7,0,2.4,8.3,3.44,
5,Lincoln Henzman,21,3,0,1,1.67,27,0,,0,0,16,37.2,22,7,7,2,10,2,37,2,0,6,143,0.85,5.3,0.5,2.4,8.8,3.7,
6,Bryan Hoeing,20,0,0,,5.06,11,4,,0,0,1,21.1,27,12,12,1,13,0,18,4,0,2,105,1.875,11.4,0.4,5.5,7.6,1.38,
7,Shane Hummel?,--,4,1,0.8,4.6,10,4,,0,0,0,15.2,24,9,8,0,2,0,13,2,0,1,74,1.66,13.8,0,1.1,7.5,6.5,
8,Rabon Martin*,21,4,1,0.8,4.88,15,2,,0,0,0,24,22,18,13,1,10,0,19,3,0,1,105,1.333,8.3,0.4,3.8,7.1,1.9,
9,Michael McAvene,19,1,1,0.5,4.15,7,5,,0,0,0,17.1,17,11,8,0,15,0,26,4,0,1,88,1.846,8.8,0,7.8,13.5,1.73,
10,Kade McClure,21,8,4,0.667,3.58,18,18,,0,0,0,103,81,47,41,8,36,0,111,9,1,6,427,1.136,7.1,0.7,3.1,9.7,3.08,
11,Brendan McKay*,21,11,3,0.786,2.56,17,17,,0,0,0,109,77,34,31,5,35,0,146,1,1,10,436,1.028,6.4,0.4,2.9,12.1,4.17,
12,Shay Smiddy,19,1,0,1,3.48,15,2,,0,0,0,20.2,17,10,8,0,16,2,21,0,1,4,91,1.597,7.4,0,7,9.1,1.31,
13,Jake Sparger,23,5,1,0.833,3.72,20,0,,0,0,1,29,34,15,12,3,6,1,21,2,0,0,125,1.379,10.6,0.9,1.9,6.5,3.5,
14,Riley Thompson,20,1,0,1,4.02,14,0,,0,0,0,15.2,14,8,7,1,9,0,23,4,0,2,73,1.468,8,0.6,5.2,13.2,2.56,
15,Adam Wolf*,20,6,0,1,2.18,24,0,,0,0,1,41.1,30,11,10,0,14,0,35,1,0,1,166,1.065,6.5,0,3,7.6,2.5,
,15 Players,20.4,,,,2.92,0,0,0,0,9,0,585,469,221,190,24,203,6,608,47,5,34,2432,1.149,7.2,0.4,3.1,9.4,3,
