Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Sam Abrams,21,0,0,,10.8,3,0,,,0,0,1.2,1,2,2,0,2,0,2,1,0,1,9,1.8,5.4,0,10.8,10.8,1,
2,Chris Diaz*,20,7,5,0.583,1.64,16,16,,,0,0,109.2,101,29,20,1,27,0,78,3,0,4,441,1.167,8.3,0.1,2.2,6.4,2.89,
3,Alex Fernandez,20,0,0,,8.44,10,0,,,0,0,10.2,9,11,10,1,7,0,9,3,0,1,52,1.5,7.6,0.8,5.9,7.6,1.29,
4,Frank Grandinette,19,1,0,1,6,14,0,,,0,0,15,18,11,10,0,7,1,9,1,0,0,67,1.667,10.8,0,4.2,5.4,1.29,
5,Jace Herrera,20,0,0,,1.35,6,0,,,0,0,6.2,9,3,1,1,3,0,3,0,0,0,32,1.8,12.2,1.4,4.1,4.1,1,
6,Vince Kossak?,--,0,0,,8.8,10,0,,,0,0,15.1,24,15,15,3,8,0,13,1,1,1,78,2.087,14.1,1.8,4.7,7.6,1.63,
7,Eric Nedeljkovic,23,2,2,0.5,1.37,25,0,,,0,13,26.1,18,4,4,0,4,1,30,2,0,0,102,0.835,6.2,0,1.4,10.3,7.5,
8,Ryan Otero,20,0,0,,13.5,4,0,,,0,0,3.1,4,7,5,1,5,0,2,0,0,1,20,2.7,10.8,2.7,13.5,5.4,0.4,
9,Bryan Radziewski*,21,9,3,0.75,1.78,15,14,,,2,0,91,53,24,18,1,30,0,109,11,0,3,353,0.912,5.2,0.1,3,10.8,3.63,
10,Javi Salas,21,5,5,0.5,3.18,17,11,,,0,0,70.2,68,36,25,2,19,0,44,7,0,1,300,1.231,8.7,0.3,2.4,5.6,2.32,
11,AJ Salcines*,21,3,3,0.5,7.28,28,0,,,0,2,29.2,35,27,24,3,14,2,30,4,0,1,139,1.652,10.6,0.9,4.2,9.1,2.14,
12,Adam Sargent,--,0,0,,4.5,4,0,,,0,0,2,2,4,1,0,4,0,2,1,0,2,14,3,9,0,18,9,0.5,
13,Enrique Sosa,--,0,0,,6.43,5,0,,,0,0,7,8,5,5,0,6,0,3,0,0,3,33,2,10.3,0,7.7,3.9,0.5,
14,Andrew Suárez*,20,3,6,0.333,3.95,15,15,,,1,0,86.2,94,47,38,4,19,0,57,3,0,5,370,1.304,9.8,0.4,2,5.9,3,
15,Eric Whaley,22,3,1,0.75,4.54,19,3,,,0,0,35.2,42,21,18,3,11,1,26,2,0,1,161,1.486,10.6,0.8,2.8,6.6,2.36,
16,Thomas Woodrey*,18,4,0,1,3.12,19,3,,,0,1,40.1,35,18,14,2,14,0,30,1,1,4,171,1.215,7.8,0.4,3.1,6.7,2.14,
,16 Players,20.7,,,,3.38,0,0,0,0,9,0,551.2,521,264,207,22,180,5,447,40,2,28,2342,1.271,8.5,0.4,2.9,7.3,2.48,
