Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Jeb Bargfeldt*,21,7,3,0.7,2.28,15,15,,1,0,0,87,62,24,22,12,29,0,61,4,0,1,349,1.046,6.4,1.2,3,6.3,2.1,
2,Frankie Bartow,20,1,3,0.25,3.6,28,0,,0,0,12,30,38,18,12,2,10,1,19,1,0,2,139,1.6,11.4,0.6,3,5.7,1.9,
3,Andrew Cabezas,20,5,3,0.625,2.15,35,0,,0,0,3,62.2,52,24,15,2,23,5,80,6,0,4,269,1.197,7.5,0.3,3.3,11.5,3.48,
4,Daniel Epstein*,21,0,0,,2.08,4,0,,0,0,0,4.1,3,1,1,1,2,0,2,1,0,0,20,1.154,6.2,2.1,4.2,4.2,1,
5,Ryan Guerra,22,0,0,,4.73,10,0,,0,0,0,13.1,13,7,7,2,5,0,5,1,0,0,56,1.35,8.8,1.4,3.4,3.4,1,
6,Cooper Hammond,22,0,0,,0,5,0,,0,0,0,4.1,5,0,0,0,0,0,3,0,0,0,18,1.154,10.4,0,0,6.2,,
7,Jesse Lepore,21,1,6,0.143,4.83,15,13,,0,0,0,69,64,47,37,6,31,0,56,10,1,6,306,1.377,8.3,0.8,4,7.3,1.81,
8,Albert Maury,19,3,1,0.75,3.62,25,0,,0,0,0,27.1,26,12,11,0,15,0,16,3,0,3,123,1.5,8.6,0,4.9,5.3,1.07,
9,Evan McKendry,19,4,2,0.667,4.1,18,7,,0,0,0,63.2,58,37,29,9,27,1,64,6,2,3,285,1.335,8.2,1.3,3.8,9,2.37,
10,Michael Mediavilla*,21,4,5,0.444,4.45,16,12,,0,0,0,60.2,62,45,30,6,40,0,56,3,3,9,292,1.681,9.2,0.9,5.9,8.3,1.4,
11,Michael Perez,--,0,0,,inf,2,0,,0,0,0,0,3,5,5,0,2,0,0,0,0,0,5,,,,,,0,
12,Keven Pimentel,21,0,0,,5.4,15,0,,0,0,0,23.1,23,15,14,1,14,0,20,2,0,4,107,1.586,8.9,0.4,5.4,7.7,1.43,
13,Daniel Rivero,19,0,0,,8.38,7,0,,0,0,0,9.2,10,9,9,1,6,0,13,1,0,3,45,1.655,9.3,0.9,5.6,12.1,2.17,
14,Mason Studstill,19,0,0,,18,1,0,,0,0,0,1,1,2,2,1,1,0,2,0,0,0,5,2,9,9,9,18,2,
15,Greg Veliz,20,6,4,0.6,3.38,12,11,,0,0,0,61.1,36,23,23,2,33,0,66,10,0,4,262,1.125,5.3,0.3,4.8,9.7,2,
,15 Players,20.3,,,,3.77,0,0,0,0,4,0,517.2,456,269,217,45,238,7,463,48,6,39,2281,1.341,7.9,0.8,4.1,8,1.95,
