Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Kevin Berry,23,4,1,0.8,3.78,20,0,,,0,0,16.2,17,7,7,2,10,1,15,5,0,1,85,1.62,9.2,1.1,5.4,8.1,1.5,
2,Brent Bonvillain*,22,3,0,1,2.7,21,6,,,0,0,50,35,17,15,0,25,0,37,11,0,2,216,1.2,6.3,0,4.5,6.7,1.48,
3,Joey Bourgeois,23,3,2,0.6,2.25,34,0,,,0,0,32,26,10,8,1,10,3,32,6,0,4,134,1.125,7.3,0.3,2.8,9,3.2,
4,Taylor Butler?,--,0,0,,3.86,3,0,,,0,0,2.1,1,1,1,1,0,0,0,0,0,0,8,0.429,3.9,3.9,0,0,,
5,Chris Cotton*,22,4,1,0.8,1.16,37,0,,,0,16,46.2,25,8,6,2,3,1,47,0,1,0,167,0.6,4.8,0.4,0.6,9.1,15.67,
6,Hunter Devall*,20,3,0,1,2.65,16,1,,,0,0,17,15,5,5,0,5,0,15,4,1,2,71,1.176,7.9,0,2.6,7.9,3,
7,Ryan Eades,21,8,1,0.889,2.79,17,17,,,0,0,100,101,34,31,3,32,1,78,8,0,9,424,1.33,9.1,0.3,2.9,7,2.44,
8,Nate Fury,22,2,1,0.667,2.95,20,0,,,0,0,18.1,14,6,6,1,4,1,16,3,0,2,74,0.982,6.9,0.5,2,7.9,4,
9,Cody Glenn*,20,7,3,0.7,2.68,15,15,,,0,0,84,75,31,25,2,17,0,38,14,0,3,351,1.095,8,0.2,1.8,4.1,2.24,
10,Will LaMarche,21,3,0,1,3.42,24,0,,,0,0,26.1,20,10,10,0,13,0,25,6,1,2,112,1.253,6.8,0,4.4,8.5,1.92,
11,Kurt McCune,21,4,1,0.8,2.66,11,4,,,0,0,23.2,23,7,7,0,6,0,18,2,0,1,100,1.225,8.7,0,2.3,6.8,3,
12,Hunter Newman,19,2,0,1,2.55,13,3,,,0,0,24.2,13,10,7,2,11,0,16,4,0,2,102,0.973,4.7,0.7,4,5.8,1.45,
13,Aaron Nola,20,12,1,0.923,1.57,17,17,,,3,0,126,83,30,22,4,18,1,122,11,0,3,481,0.802,5.9,0.3,1.3,8.7,6.78,
14,Russell Reynolds,19,1,0,1,1.89,7,4,,,0,0,19,12,5,4,2,3,0,8,2,0,1,74,0.789,5.7,0.9,1.4,3.8,2.67,
15,Nick Rumbelow,21,1,0,1,3.31,31,1,,,0,0,32.2,24,12,12,1,15,1,36,1,0,4,135,1.194,6.6,0.3,4.1,9.9,2.4,
16,Mitch Sewald,19,0,0,,0,2,0,,,0,0,3.1,4,2,0,0,0,0,3,0,0,0,15,1.2,10.8,0,0,8.1,,
,16 Players,21.2,,,,2.4,0,0,0,0,9,0,622.2,488,195,166,21,172,9,506,77,3,36,2549,1.06,7.1,0.3,2.5,7.3,2.94,
