Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Javen Coleman*,20,1,0,1,4.5,3,0,,0,0,0,6,1,4,3,1,2,0,6,0,0,1,23,0.5,1.5,1.5,3,9,3,
2,Bryce Collins,22,3,1,0.75,3.62,20,2,,0,0,0,32.1,24,17,13,4,20,1,37,4,0,3,147,1.361,6.7,1.1,5.6,10.3,1.85,
3,Riley Cooper*,20,4,3,0.571,4.2,30,1,,0,0,1,40.2,49,24,19,4,8,1,35,5,1,1,182,1.402,10.8,0.9,1.8,7.7,4.38,
4,Samuel Dutton,19,1,1,0.5,5.12,18,11,,0,0,0,38.2,42,24,22,4,12,1,26,1,0,1,171,1.397,9.8,0.9,2.8,6.1,2.17,
5,Garrett Edwards,20,0,0,,6.75,9,1,,0,0,0,8,10,7,6,1,5,2,9,1,0,1,41,1.875,11.3,1.1,5.6,10.1,1.8,
6,Ty Floyd,20,5,4,0.556,3.77,16,10,,0,0,0,59.2,43,28,25,10,23,1,70,1,1,4,242,1.106,6.5,1.5,3.5,10.6,3.04,
7,Devin Fontenot,23,3,2,0.6,4.71,23,2,,0,0,1,28.2,28,22,15,5,14,1,35,7,0,2,135,1.465,8.8,1.6,4.4,11,2.5,
8,Michael Fowler,19,0,0,,13.5,3,0,,0,0,0,2.2,3,5,4,0,3,1,7,0,0,4,14,2.25,10.1,0,10.1,23.6,2.33,
9,Paul Gervase,22,4,1,0.8,1.85,29,0,,0,0,6,39,22,14,8,2,15,2,52,3,0,3,161,0.949,5.1,0.5,3.5,12,3.47,
10,Jacob Hasty*,21,2,1,0.667,3.55,13,1,,0,0,0,25.1,14,10,10,2,15,0,28,1,0,7,102,1.145,5,0.7,5.3,9.9,1.87,
11,Will Hellmers,20,2,0,1,6.55,6,4,,0,0,0,11,17,8,8,1,5,0,13,1,0,2,56,2,13.9,0.8,4.1,10.6,2.6,
12,Ma'Khail Hilliard,23,7,1,0.875,4.56,16,16,,0,0,0,77,90,44,39,8,20,1,73,5,2,8,346,1.429,10.5,0.9,2.3,8.5,3.65,
13,Cale Lansville,19,0,0,,7.5,5,0,,0,0,0,6,9,5,5,1,1,0,6,0,0,1,26,1.667,13.5,1.5,1.5,9,6,
14,Blake Money,20,2,4,0.333,5.31,16,12,,0,0,0,61,64,45,36,15,20,1,60,1,0,2,270,1.377,9.4,2.2,3,8.9,3,
15,Eric Reyzelman,21,1,3,0.25,4.04,29,0,,0,0,3,42.1,32,20,19,6,18,1,66,4,1,7,186,1.181,6.8,1.3,3.8,14,3.67,
16,Trey Shaffer*,23,0,0,,7,11,0,,0,0,0,9,7,8,7,1,9,1,11,6,0,2,46,1.778,7,1,9,11,1.22,
17,Grant Taylor,20,4,1,0.8,5.81,17,2,,0,0,0,31,32,26,20,3,21,1,39,0,0,5,151,1.71,9.3,0.9,6.1,11.3,1.86,
18,Trent Vietmeier,23,1,0,1,2.28,20,0,,0,0,0,27.2,17,7,7,4,9,1,37,1,0,1,111,0.94,5.5,1.3,2.9,12,4.11,
,18 Players,21.1,40,22,0.645,4.32,62,62,62,0,3,11,546,504,318,262,72,220,16,610,41,5,55,2410,1.326,8.3,1.2,3.6,10.1,2.77,
