Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Ronald Barnes,20,,,,3.33,,0,,,0,,46,41,19,17,,9,,30,,,,,1.087,8,,1.8,5.9,3.33,
2,Chris Byford?,--,,,,1.8,,0,,,0,,5,1,1,1,,2,,5,,,,,0.6,1.8,,3.6,9,2.5,
3,Kevin Chambers*,21,,,,9,,0,,,0,,1,3,5,1,,1,,0,,,,,4,27,,9,0,0,
4,Mark Ginther,21,,,,,,0,,,0,,0,0,0,0,,1,,0,,,,,,,,,,0,
5,Andrew Heaney*,20,,,,4.03,,9,,,0,,67,77,39,30,,23,,51,,,,,1.493,10.3,,3.1,6.9,2.22,
6,Andrew Heck,22,,,,4.74,,8,,,0,,38,39,20,20,,9,,25,,,,,1.263,9.2,,2.1,5.9,2.78,
7,Hunter Herrera?,--,,,,3.97,,6,,,0,,45.1,59,23,20,,11,,19,,,,,1.544,11.7,,2.2,3.8,1.73,
8,Jason Hursh,19,,,,2.59,,4,,,0,,31.1,35,10,9,,12,,10,,,,,1.5,10.1,,3.4,2.9,0.83,
9,Matt Klein?,--,,,,0,,0,,,0,,1,0,0,0,,1,,0,,,,,1,0,,9,0,0,
10,Chris Marlowe,21,,,,5.05,,0,,,0,,41,25,23,23,,34,,71,,,,,1.439,5.5,,7.5,15.6,2.09,
11,Ian McCarthy?,--,,,,21,,0,,,0,,3,9,8,7,,3,,2,,,,,4,27,,9,6,0.67,
12,Randy McCurry,21,,,,2.86,,4,,,0,,44,40,18,14,,16,,36,,,,,1.273,8.2,,3.3,7.4,2.25,
13,Josh Neilson?,--,,,,5.06,,0,,,0,,16,15,10,9,,3,,14,,,,,1.125,8.4,,1.7,7.9,4.67,
14,Brad Propst,22,,,,3.63,,16,,,0,,104,95,46,42,,20,,69,,,,,1.106,8.2,,1.7,6,3.45,
15,Nate Sorenson*,19,,,,0,,0,,,0,,1,1,0,0,,1,,1,,,,,2,9,,9,9,1,
16,Michael Strong*,22,,,,3.58,,13,,,0,,73,64,33,29,,25,,70,,,,,1.219,7.9,,3.1,8.6,2.8,
17,Gabe Weidenaar?,--,,,,0.39,,0,,,0,,23.1,14,2,1,,6,,18,,,,,0.857,5.4,,2.3,6.9,3,
18,Vince Wheeland,19,,,,3.24,,0,,,0,,8.1,9,3,3,,0,,5,,,,,1.08,9.7,,0,5.4,,
,18 Players,21.4,,,,3.79,60,60,,,7,,537,527,260,226,,177,,426,,,,,1.311,8.8,,3,7.1,2.41,
