Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Kyle Bade*,19,0,0,,5.06,6,0,,0,0,0,5.1,7,3,3,0,5,0,3,2,0,2,27,2.25,11.8,0,8.4,5.1,0.6,
2,Carson Benge,21,3,2,0.6,3.16,18,4,,0,0,3,37,26,14,13,4,11,2,44,4,0,5,156,1,6.3,1,2.7,10.7,4,
3,Drew Blake*,21,4,0,1,5.5,23,0,,0,0,0,18,24,15,11,3,7,0,20,1,1,0,87,1.722,12,1.5,3.5,10,2.86,
4,Ryan Bogusz,23,1,1,0.5,7.47,19,3,,0,0,0,31.1,38,28,26,7,15,0,34,3,0,6,153,1.691,10.9,2,4.3,9.8,2.27,
5,Robert Cranz,21,2,1,0.667,1.63,30,0,,0,0,2,49.2,26,10,9,5,12,0,59,1,0,1,187,0.765,4.7,0.9,2.2,10.7,4.92,
6,Gabe Davis,20,2,4,0.333,4.17,18,5,,0,0,3,45.1,36,28,21,6,25,3,55,11,0,7,211,1.346,7.1,1.2,5,10.9,2.2,
7,Sam Garcia*,22,7,3,0.7,3.64,16,16,,0,0,0,89,77,39,36,7,19,0,115,7,1,5,371,1.079,7.8,0.7,1.9,11.6,6.05,
8,Brian Holiday,21,7,3,0.7,2.95,16,16,,3,0,0,113,82,41,37,13,19,0,128,8,1,5,448,0.894,6.5,1,1.5,10.2,6.74,
9,Bryson Hudgens,24,1,0,1,8.1,7,0,,0,0,0,10,20,9,9,4,4,0,14,0,0,2,55,2.4,18,3.6,3.6,12.6,3.5,
10,Janzen Keisel,21,2,1,0.667,3.38,11,8,,0,0,0,34.2,23,15,13,2,22,0,40,6,0,4,148,1.298,6,0.5,5.7,10.4,1.82,
11,Jake Kennedy,19,0,0,,9,1,0,,0,0,0,1,3,3,1,1,0,0,1,1,0,0,7,3,27,9,0,9,,
12,Max Knight*,19,0,0,,inf,1,0,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,,,,
13,Tommy Molsky,21,6,3,0.667,4.83,19,2,,0,0,0,41,40,27,22,5,27,2,66,7,0,3,196,1.634,8.8,1.1,5.9,14.5,2.44,
14,Evan O'Toole,22,2,0,1,5.83,17,0,,0,0,1,29.1,36,19,19,2,11,0,34,5,0,3,133,1.602,11,0.6,3.4,10.4,3.09,
15,Brennan Phillips*,21,2,0,1,4.91,11,2,,0,0,0,14.2,18,10,8,2,5,0,16,5,2,1,70,1.568,11,1.2,3.1,9.8,3.2,
16,Dominick Reid,20,1,0,1,5.28,9,4,,0,0,0,15.1,18,9,9,4,8,0,23,1,0,0,71,1.696,10.6,2.3,4.7,13.5,2.88,
17,Ryan Ure*,21,1,0,1,4.91,9,0,,0,0,0,3.2,3,3,2,0,4,1,7,0,0,0,19,1.909,7.4,0,9.8,17.2,1.75,
18,Aaron Weber,21,1,1,0.5,12,6,1,,0,0,0,6,8,8,8,2,4,0,4,1,0,2,30,2,12,3,6,6,1,
,18 Players,21.2,42,19,0.689,4.08,61,61,58,3,4,9,544.1,486,282,247,67,198,8,663,63,5,46,2370,1.257,8,1.1,3.3,11,3.35,
