Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Jason Bilous,20,7,3,0.7,4,16,16,,0,0,0,83.1,61,47,37,4,66,0,105,19,0,7,385,1.524,6.6,0.4,7.1,11.3,1.59,
2,Jay Causey*,21,2,2,0.5,2.28,24,1,,0,0,5,43.1,30,11,11,7,20,2,39,4,1,2,175,1.154,6.2,1.5,4.2,8.1,1.95,
3,Trevor Damron*,18,1,1,0.5,8.22,11,0,,0,0,1,15.1,21,18,14,3,10,0,20,0,0,0,77,2.022,12.3,1.8,5.9,11.7,2,
4,Matt Eardensohn,22,7,0,1,2.18,20,1,,0,0,6,57.2,38,16,14,3,14,1,51,6,1,1,227,0.902,5.9,0.5,2.2,8,3.64,
5,Dylan Gentry*,19,0,0,,3.31,15,0,,0,0,0,16.1,13,7,6,1,11,0,18,2,0,2,72,1.469,7.2,0.6,6.1,9.9,1.64,
6,Zack Hopeck?,--,6,4,0.6,4.15,16,16,,1,1,0,86.2,84,46,40,8,34,0,71,16,0,5,383,1.362,8.7,0.8,3.5,7.4,2.09,
7,Davie Inman,22,2,2,0.5,4.19,27,0,,0,0,0,43,32,22,20,6,25,0,47,9,0,2,190,1.326,6.7,1.3,5.2,9.8,1.88,
8,Scott Kobos*,20,1,0,1,7.62,4,2,,0,0,0,13,14,11,11,5,2,0,13,3,0,0,56,1.231,9.7,3.5,1.4,9,6.5,
9,Zach McCambley,19,3,0,1,3.14,18,7,,0,0,0,48.2,45,18,17,3,25,0,50,3,0,6,215,1.438,8.3,0.6,4.6,9.2,2,
10,Patrick Orlando,--,2,2,0.5,3.73,18,0,,0,0,0,31.1,29,18,13,5,10,1,20,3,0,1,134,1.245,8.3,1.4,2.9,5.7,2,
11,Shaddon Peavyhouse,19,2,3,0.4,6,18,1,,0,0,2,27,30,24,18,2,17,0,32,9,0,5,137,1.741,10,0.7,5.7,10.7,1.88,
12,Anthony Simonelli,19,3,1,0.75,7,9,6,,0,0,0,27,28,23,21,3,10,0,13,7,0,2,126,1.407,9.3,1,3.3,4.3,1.3,
13,Anthony Veneziano*,20,7,1,0.875,3.81,15,12,,0,0,0,59,50,30,25,4,36,0,61,12,1,5,272,1.458,7.6,0.6,5.5,9.3,1.69,
,13 Players,20.2,43,19,0.694,4.03,0,0,0,0,5,0,551.2,475,291,247,54,280,4,540,93,3,38,2449,1.369,7.7,0.9,4.6,8.8,1.93,
