Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Gabe Beschloss*,19,0,0,,13.09,15,0,,0,0,0,11,22,16,16,3,8,0,15,2,0,2,63,2.727,18,2.5,6.5,12.3,1.88,
2,Tyler Brashear,19,0,0,,27,3,0,,0,0,0,1.2,4,5,5,1,2,0,0,0,0,0,11,3.6,21.6,5.4,10.8,0,0,
3,Jackson DiLorenzo,19,3,1,0.75,7.59,22,2,,0,0,0,21.1,21,18,18,2,23,0,24,2,0,3,111,2.063,8.9,0.8,9.7,10.1,1.04,
4,Talor Grubbs,21,0,0,,11.12,5,0,,0,0,0,5.2,7,7,7,1,2,0,5,1,0,0,26,1.588,11.1,1.6,3.2,7.9,2.5,
5,Jake Hunter,22,2,3,0.4,4.27,28,4,,0,0,4,59,61,29,28,5,25,0,57,4,0,5,259,1.458,9.3,0.8,3.8,8.7,2.28,
6,Michael Irby,20,0,0,,54,1,0,,0,0,0,0.1,1,2,2,0,0,0,0,2,0,0,4,3,27,0,0,0,,
7,Sean Jenkins,18,4,4,0.5,5.12,19,12,,0,0,1,70.1,73,45,40,14,20,1,52,2,0,2,310,1.322,9.3,1.8,2.6,6.7,2.6,
8,Nick Moran*,21,1,1,0.5,4.99,17,4,,0,0,0,30.2,26,21,17,4,16,0,24,7,0,4,146,1.37,7.6,1.2,4.7,7,1.5,
9,Ethan Norby*,20,8,4,0.667,3.8,18,14,,1,1,0,90,74,39,38,13,22,0,119,5,0,1,368,1.067,7.4,1.3,2.2,11.9,5.41,
10,Brad Pruett,21,5,6,0.455,5.32,28,5,,0,0,3,66,54,40,39,5,34,0,70,6,0,3,285,1.333,7.4,0.7,4.6,9.5,2.06,
11,Colby Wallace,20,0,1,0,6.39,13,0,,0,0,3,12.2,12,11,9,3,6,0,11,3,0,1,60,1.421,8.5,2.1,4.3,7.8,1.83,
12,Ian White,19,2,1,0.667,3.6,16,0,,0,0,1,10,7,5,4,0,9,0,11,6,0,4,50,1.6,6.3,0,8.1,9.9,1.22,
13,Lance Williams,20,3,1,0.75,5.31,25,8,,0,0,0,40.2,37,25,24,2,29,0,47,13,1,3,194,1.623,8.2,0.4,6.4,10.4,1.62,
14,Jaden Winter,22,1,0,1,7.27,5,3,,0,0,0,8.2,11,7,7,1,8,0,6,0,0,1,45,2.192,11.4,1,8.3,6.2,0.75,
15,Ethan Young,21,5,0,1,3.84,23,1,,0,0,3,70.1,57,34,30,9,34,0,92,3,0,2,303,1.294,7.3,1.2,4.4,11.8,2.71,
16,Bradley Zayac,19,1,4,0.2,5.4,14,9,,0,0,0,36.2,41,28,22,2,12,0,26,4,0,4,171,1.445,10.1,0.5,2.9,6.4,2.17,
,16 Players,20.1,35,27,0.565,5.15,62,62,61,1,2,15,535,508,332,306,65,250,1,559,60,1,35,2406,1.417,8.5,1.1,4.2,9.4,2.24,
