Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Zach Agnos,20,0,1,0,20.25,3,0,,0,0,1,2.2,5,6,6,2,4,0,3,0,0,1,17,3.375,16.9,6.8,13.5,10.1,0.75,
2,Danny Beal,19,1,0,1,2.25,15,0,,0,0,0,12,6,3,3,0,8,0,8,3,0,6,54,1.167,4.5,0,6,6,1,
3,C.J. Boyd,19,0,0,,0,1,0,,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,2,18,0,0,0,,
4,Matt Bridges,23,5,0,1,2.25,29,1,,0,0,5,36,30,10,9,2,12,2,45,4,0,2,150,1.167,7.5,0.5,3,11.3,3.75,
5,Skylar Brooks,20,0,0,,4.91,4,0,,0,0,0,3.2,3,2,2,2,2,0,2,2,0,1,18,1.364,7.4,4.9,4.9,4.9,1,
6,Cam Colmore,24,7,1,0.875,2.41,32,1,,0,0,2,52.1,41,19,14,2,17,1,60,7,0,4,217,1.108,7.1,0.3,2.9,10.3,3.53,
7,Ryder Giles,21,1,1,0.5,4.38,11,0,,0,0,2,12.1,12,6,6,3,2,1,15,1,0,1,51,1.135,8.8,2.2,1.5,10.9,7.5,
8,Landon Ginn,19,1,0,1,4,10,0,,0,0,0,9,9,4,4,0,6,1,6,1,0,1,42,1.667,9,0,6,6,1,
9,Josh Grosz,18,0,0,,7.5,14,0,,0,0,0,12,10,10,10,0,7,0,9,2,0,0,56,1.417,7.5,0,5.3,6.8,1.29,
10,Trystan Kimmel,22,0,0,,8.49,9,1,,0,0,0,11.2,16,11,11,3,4,0,10,0,0,1,57,1.714,12.3,2.3,3.1,7.7,2.5,
11,Jake Kuchmaner*,22,2,4,0.333,5.97,16,14,,0,0,0,57.1,74,42,38,8,10,0,45,12,0,2,265,1.465,11.6,1.3,1.6,7.1,4.5,
12,Dylan Lawson,20,0,0,,0,2,0,,0,0,0,2,0,0,0,0,1,0,3,0,0,0,7,0.5,0,0,4.5,13.5,3,
13,Nick Logusch,22,0,0,,5.11,16,0,,0,0,0,12.1,9,8,7,3,11,1,21,0,1,2,55,1.622,6.6,2.2,8,15.3,1.91,
14,C.J. Mayhue*,20,3,1,0.75,3.06,34,0,,0,0,8,50,44,24,17,5,21,0,76,6,0,6,222,1.3,7.9,0.9,3.8,13.7,3.62,
15,Nate Nabholz,20,0,1,0,6,4,1,,0,0,0,3,3,2,2,0,3,1,3,0,1,1,14,2,9,0,9,9,1,
16,Garrett Saylor,22,4,1,0.8,5.09,20,2,,0,0,0,35.1,28,20,20,7,18,2,40,5,0,4,155,1.302,7.1,1.8,4.6,10.2,2.22,
17,Tyler Smith,23,2,3,0.4,4.94,15,13,,0,0,0,54.2,52,30,30,4,27,0,38,9,0,2,241,1.445,8.6,0.7,4.4,6.3,1.41,
18,Carter Spivey,21,1,1,0.5,7.98,12,3,,0,0,0,14.2,17,16,13,1,9,0,15,3,0,2,73,1.773,10.4,0.6,5.5,9.2,1.67,
19,Carson Whisenhunt*,20,6,2,0.75,3.77,13,13,,0,0,0,62,50,28,26,2,22,0,79,1,0,8,255,1.161,7.3,0.3,3.2,11.5,3.59,
20,Gavin Williams,21,10,1,0.909,1.88,15,12,,1,1,1,81.1,57,18,17,3,21,0,130,10,1,8,330,0.959,6.3,0.3,2.3,14.4,6.19,
21,A.J. Wilson*,20,1,0,1,4.22,21,0,,0,0,0,10.2,12,5,5,1,5,0,18,3,1,2,52,1.594,10.1,0.8,4.2,15.2,3.6,
,21 Players,21.3,44,17,0.721,4.01,61,61,60,1,5,19,536,480,264,239,48,210,9,626,69,4,54,2336,1.287,8.1,0.8,3.5,10.5,2.98,
