Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Danny Beal,22,8,2,0.8,3.38,35,0,,0,0,4,72,65,33,27,10,23,0,52,14,1,7,316,1.222,8.1,1.3,2.9,6.5,2.26,
2,Drew Bryan,21,0,0,,6.75,2,0,,0,0,0,1.1,2,1,1,0,1,0,1,1,0,0,8,2.25,13.5,0,6.8,6.8,1,
3,Corey Costello*,19,0,1,0,13.5,8,3,,0,0,0,8,11,16,12,1,13,0,9,0,0,3,49,3,12.4,1.1,14.6,10.1,0.69,
4,Jackson DiLorenzo,18,2,2,0.5,4.62,20,0,,0,0,0,25.1,23,14,13,6,10,0,26,4,0,4,111,1.303,8.2,2.1,3.6,9.2,2.6,
5,Aaron Groller*,23,2,1,0.667,3.34,24,4,,0,0,1,32.1,34,16,12,1,10,0,26,6,0,3,148,1.361,9.5,0.3,2.8,7.2,2.6,
6,Charlie Hodges,23,1,0,1,8.44,8,0,,0,0,0,5.1,5,5,5,1,3,0,7,5,0,3,28,1.5,8.4,1.7,5.1,11.8,2.33,
7,Jake Hunter,21,3,2,0.6,4.05,14,6,,0,0,1,40,31,21,18,3,16,0,37,1,0,3,165,1.175,7,0.7,3.6,8.3,2.31,
8,Chris Kahler,22,1,1,0.5,7.62,21,6,,0,0,1,39,48,37,33,9,16,0,40,5,0,2,186,1.641,11.1,2.1,3.7,9.2,2.5,
9,Wyatt Lunsford-Shenkman,21,3,2,0.6,1.55,24,1,,0,0,5,46.1,37,10,8,2,21,1,79,8,0,3,204,1.252,7.2,0.4,4.1,15.3,3.76,
10,Ethan Norby*,19,4,0,1,3.79,20,10,,0,0,2,59.1,54,33,25,9,25,2,63,9,1,0,262,1.331,8.2,1.4,3.8,9.6,2.52,
11,Erik Ritchie*,21,1,1,0.5,6.67,28,4,,0,0,0,29.2,22,27,22,3,27,1,33,12,0,9,152,1.652,6.7,0.9,8.2,10,1.22,
12,Zach Root*,20,6,2,0.75,3.56,13,12,,0,0,0,68.1,56,30,27,6,21,1,76,4,0,5,278,1.127,7.4,0.8,2.8,10,3.62,
13,Parker Thomas,19,0,0,,0,2,0,,0,0,1,1.2,0,0,0,0,1,0,1,0,0,0,6,0.6,0,0,5.4,5.4,1,
14,Colby Wallace,19,2,0,1,4.5,5,0,,0,0,0,6,6,4,3,0,4,1,4,0,0,0,28,1.667,9,0,6,6,1,
15,Jaden Winter,21,2,2,0.5,7.96,22,2,,0,0,0,26,31,25,23,11,20,0,31,3,0,4,133,1.962,10.7,3.8,6.9,10.7,1.55,
16,Trey Yesavage,20,11,1,0.917,2.03,15,15,,1,0,0,93.1,49,21,21,4,32,0,145,4,0,6,359,0.868,4.7,0.4,3.1,14,4.53,
,16 Players,20.8,46,17,0.73,4.05,63,63,62,1,6,15,554,474,293,249,66,243,6,630,76,2,52,2433,1.294,7.7,1.1,3.9,10.2,2.59,
