Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Alec Bettinger,19,5,5,0.5,5.4,27,4,,,0,3,53.1,51,35,32,5,23,2,63,9,0,2,236,1.388,8.6,0.8,3.9,10.6,2.74,
2,Derek Casey,19,4,1,0.8,3.06,10,6,,,0,0,32.1,27,16,11,1,13,0,27,3,1,4,133,1.237,7.5,0.3,3.6,7.5,2.08,
3,Riley Cummins?,--,0,1,0,inf,1,0,,,0,0,0,1,2,2,0,0,0,0,1,0,0,2,,,,,,,
4,Kevin Doherty*,--,3,1,0.75,3.4,23,0,,,0,3,45,29,21,17,2,10,1,37,2,1,1,175,0.867,5.8,0.4,2,7.4,3.7,
5,Matt Doughty,19,0,0,,2.7,5,0,,,0,0,3.1,2,1,1,0,4,0,3,0,0,0,15,1.8,5.4,0,10.8,8.1,0.75,
6,Tommy Doyle,19,1,1,0.5,3.47,16,0,,,0,0,23.1,18,11,9,3,18,0,15,3,1,1,106,1.543,6.9,1.2,6.9,5.8,0.83,
7,Adam Haseley*,19,2,1,0.667,2.2,11,5,,,0,1,28.2,28,8,7,1,11,0,17,0,0,1,122,1.36,8.8,0.3,3.5,5.3,1.55,
8,Connor Jones,20,7,3,0.7,3.19,18,18,,,0,0,115.2,94,50,41,4,52,1,113,8,1,8,489,1.262,7.3,0.3,4,8.8,2.17,
9,Nathan Kirby*,21,5,3,0.625,2.53,12,11,,,0,1,64,55,21,18,3,32,0,81,1,0,5,273,1.359,7.7,0.4,4.5,11.4,2.53,
10,Jack Roberts,20,1,1,0.5,6.08,16,2,,,0,1,23.2,18,17,16,3,20,1,22,1,0,6,111,1.606,6.8,1.1,7.6,8.4,1.1,
11,David Rosenberger*,21,3,0,1,5.03,18,0,,,0,1,34,45,21,19,3,10,1,19,0,0,2,154,1.618,11.9,0.8,2.6,5,1.9,
12,Josh Sborz,21,7,2,0.778,1.6,33,3,,,1,15,73,41,16,13,7,25,0,62,0,0,3,283,0.904,5.1,0.9,3.1,7.6,2.48,
13,Bennett Sousa*,20,1,0,1,5.14,7,0,,,0,0,7,7,4,4,0,13,0,2,1,0,2,40,2.857,9,0,16.7,2.6,0.15,
14,Brandon Waddell*,21,5,5,0.5,3.93,19,19,,,0,0,110,114,57,48,4,49,1,89,12,0,9,496,1.482,9.3,0.3,4,7.3,1.82,
,14 Players,20.2,,,,3.49,0,0,0,0,4,0,613.1,530,280,238,36,280,7,550,41,4,44,2635,1.321,7.8,0.5,4.1,8.1,1.96,
