Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Andrew Abbott*,19,3,4,0.429,3.18,24,1,,0,0,6,51,42,21,18,3,16,4,78,1,0,8,211,1.137,7.4,0.5,2.8,13.8,4.88,
2,Derek Casey,22,7,4,0.636,3.48,14,14,,1,1,0,95.2,98,43,37,12,25,0,106,6,1,8,406,1.286,9.2,1.1,2.4,10,4.24,
3,Grant Donahue,20,1,2,0.333,4.96,10,4,,0,0,0,16.1,14,12,9,2,9,0,13,3,0,4,76,1.408,7.7,1.1,5,7.2,1.44,
4,Daniel Lynch IV*,21,4,4,0.5,3.96,13,13,,0,0,0,88.2,86,45,39,11,24,0,105,4,0,9,373,1.241,8.7,1.1,2.4,10.7,4.38,
5,Griff McGarry,19,0,2,0,8.15,11,2,,0,0,1,17.2,19,18,16,2,16,0,22,2,0,6,91,1.981,9.7,1,8.2,11.2,1.38,
6,Mack Meyer,24,0,0,,3.7,23,0,,0,0,0,24.1,25,13,10,4,6,0,22,9,0,4,111,1.274,9.2,1.5,2.2,8.1,3.67,
7,Noah Murdock,19,2,2,0.5,5.4,5,4,,0,0,0,13.1,16,9,8,1,4,2,13,2,0,1,57,1.5,10.8,0.7,2.7,8.8,3.25,
8,Bobby Nicholson,20,2,2,0.5,2.7,12,8,,0,0,0,40,26,17,12,3,17,0,34,8,0,3,168,1.075,5.9,0.7,3.8,7.7,2,
9,Devin Ortiz,19,1,0,1,18.9,4,0,,0,0,0,3.1,5,7,7,2,5,0,5,1,0,1,21,3,13.5,5.4,13.5,13.5,1,
10,Blake Rohm,19,0,0,,3.57,13,0,,0,0,0,17.2,16,7,7,1,8,0,13,3,0,2,77,1.358,8.2,0.5,4.1,6.6,1.63,
11,Bennett Sousa*,23,5,4,0.556,5.23,23,0,,0,0,6,43,36,27,25,2,22,1,61,4,1,9,196,1.349,7.5,0.4,4.6,12.8,2.77,
12,Evan Sperling,21,2,0,1,3.64,7,5,,0,0,0,29.2,19,12,12,0,13,0,43,4,0,1,124,1.079,5.8,0,3.9,13,3.31,
13,Kyle Whitten,19,2,1,0.667,5.81,18,3,,0,0,0,26.1,26,18,17,0,22,2,27,5,0,2,129,1.823,8.9,0,7.5,9.2,1.23,
14,Riley Wilson*,21,0,0,,3.26,21,0,,0,0,0,19.1,19,10,7,1,18,2,27,5,0,4,97,1.914,8.8,0.5,8.4,12.6,1.5,
,14 Players,20.8,29,25,0.537,4.15,0,0,0,0,7,0,486.1,447,259,224,44,205,11,569,57,2,62,2137,1.341,8.3,0.8,3.8,10.5,2.78,
