Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Chris Aldrich,20,1,1,0.5,8.27,16,0,,0,0,1,16.1,28,15,15,3,7,0,11,3,0,1,84,2.143,15.4,1.7,3.9,6.1,1.57,
2,Kelly Austin,21,4,3,0.571,4.07,25,16,,0,0,1,77.1,79,39,35,13,16,1,74,2,0,5,324,1.228,9.2,1.5,1.9,8.6,4.63,
3,Jake Brooks,20,5,4,0.556,3.96,10,10,,1,0,0,63.2,55,28,28,9,10,0,57,5,1,1,256,1.021,7.8,1.3,1.4,8.1,5.7,
4,Daniel Colwell*,22,2,2,0.5,4.73,28,3,,0,0,0,40,40,26,21,3,12,1,25,7,0,1,176,1.3,9,0.7,2.7,5.6,2.08,
5,Jack Filby,22,0,0,,18.69,6,0,,0,0,0,4.1,5,10,9,1,9,0,3,2,0,4,29,3.231,10.4,2.1,18.7,6.2,0.33,
6,Ethan Flanagan*,20,3,0,1,3.28,25,7,,0,0,2,60.1,49,25,22,6,28,1,76,5,0,3,264,1.276,7.3,0.9,4.2,11.3,2.71,
7,Josh Hahn*,21,0,0,,12,9,1,,0,0,0,6,10,9,8,0,4,0,3,1,0,1,33,2.333,15,0,6,4.5,0.75,
8,Charles Harrison,20,2,4,0.333,4.31,31,0,,0,0,0,39.2,32,27,19,7,16,0,38,3,1,4,171,1.21,7.3,1.6,3.6,8.6,2.38,
9,James Hepp,19,1,2,0.333,10.5,6,2,,0,0,0,6,10,8,7,2,4,0,4,3,0,0,35,2.333,15,3,6,6,1,
10,Thatcher Hurd,19,2,0,1,1.06,9,6,,0,0,0,34,16,7,4,1,10,0,48,1,0,2,129,0.765,4.2,0.3,2.6,12.7,4.8,
11,Luke Jewett,19,3,1,0.75,3.68,35,0,,0,0,1,44,47,21,18,5,13,0,28,4,3,3,192,1.364,9.6,1,2.7,5.7,2.15,
12,Gage Jump*,19,1,1,0.5,3.86,7,3,,0,0,2,16.1,10,8,7,3,11,0,22,0,0,4,70,1.286,5.5,1.7,6.1,12.1,2,
13,Caedon Kottinger,19,0,0,,18,2,1,,0,0,0,2,5,4,4,0,2,0,0,1,0,1,14,3.5,22.5,0,9,0,0,
14,Nate Leibold,18,0,0,,16.2,5,0,,0,0,0,3.1,11,6,6,0,2,0,2,1,0,0,24,3.9,29.7,0,5.4,5.4,1,
15,Jake Moberg,23,0,0,,0,1,0,,0,0,0,1,0,0,0,0,2,0,1,1,0,1,6,2,0,0,18,9,0.5,
16,Max Rajcic,20,8,5,0.615,3.28,15,15,,0,0,0,85,73,37,31,8,20,0,92,5,1,6,356,1.094,7.7,0.8,2.1,9.7,4.6,
17,Jake Saum*,21,4,0,1,4.11,26,0,,0,0,0,30.2,28,17,14,1,21,1,33,7,0,5,146,1.598,8.2,0.3,6.2,9.7,1.57,
18,Alonzo Tredwell,20,4,1,0.8,2.11,25,0,,0,0,6,47,33,13,11,3,6,0,62,3,1,1,182,0.83,6.3,0.6,1.1,11.9,10.33,
,18 Players,20.2,40,24,0.625,3.99,64,64,63,1,3,13,577,531,300,256,65,193,4,579,54,7,43,2491,1.255,8.3,1,3,9,3,
