Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,David Berg,19,5,3,0.625,1.46,50,0,,,0,1,74,42,14,12,2,17,0,63,9,0,1,282,0.797,5.1,0.2,2.1,7.7,3.71,
2,Chase Brewer,22,2,0,1,2.25,15,0,,,0,0,16,13,4,4,0,11,0,6,4,0,0,69,1.5,7.3,0,6.2,3.4,0.55,
3,Ryan Deeter,20,1,0,1,0.89,36,0,,,0,0,30.1,20,7,3,0,18,0,26,2,1,0,127,1.253,5.9,0,5.3,7.7,1.44,
4,Scott Griggs,21,3,1,0.75,2.65,36,0,,,0,15,37.1,23,13,11,0,31,0,64,4,0,10,173,1.446,5.5,0,7.5,15.4,2.06,
5,Eric Jaffe,21,1,0,1,0,8,0,,,0,0,7.2,6,0,0,0,10,0,3,1,0,1,35,2.087,7,0,11.7,3.5,0.3,
6,Zack Ortiz?,--,2,0,1,2.92,12,0,,,0,0,12.1,16,7,4,1,9,0,6,0,0,1,59,2.027,11.7,0.7,6.6,4.4,0.67,
7,Adam Plutko,20,12,3,0.8,2.48,18,18,,,2,0,119.2,91,35,33,7,47,0,99,6,0,2,490,1.153,6.8,0.5,3.5,7.4,2.11,
8,Madison Poole?,--,0,0,,0,4,0,,,0,0,2.2,1,0,0,0,2,0,2,0,0,0,11,1.125,3.4,0,6.8,6.8,1,
9,Nick Vander Tuig,20,10,4,0.714,4.43,18,18,,,0,0,109.2,121,60,54,13,25,0,77,8,2,1,480,1.331,9.9,1.1,2.1,6.3,3.08,
10,Grant Watson*,18,9,2,0.818,4.45,35,15,,,0,0,89,94,52,44,3,34,0,46,4,0,3,388,1.438,9.5,0.3,3.4,4.7,1.35,
11,Zack Weiss,20,3,3,0.5,4.28,17,13,,,0,0,69.1,73,42,33,7,32,0,44,10,0,4,320,1.514,9.5,0.9,4.2,5.7,1.38,
12,Shane Zeile,19,0,0,,9,3,0,,,0,0,1,2,1,1,0,2,0,0,0,0,0,7,4,18,0,18,0,0,
,12 Players,19.8,,,,3.15,0,0,0,0,6,0,569,502,235,199,33,238,0,436,48,3,23,2441,1.301,7.9,0.5,3.8,6.9,1.83,
