Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Ethan Bates,21,4,3,0.571,3.02,25,0,,0,0,10,44.2,36,16,15,4,14,2,57,7,2,4,190,1.119,7.3,0.8,2.8,11.5,4.07,
2,Caden Copeland*,20,1,0,1,5.91,16,0,,0,0,0,21.1,26,15,14,4,10,1,19,6,1,4,100,1.688,11,1.7,4.2,8,1.9,
3,Isaac Crabb,21,0,1,0,6.75,14,0,,0,0,0,13.1,15,13,10,1,13,0,11,6,0,4,69,2.1,10.1,0.7,8.8,7.4,0.85,
4,Jonathan Fincher*,24,8,4,0.667,5.46,19,15,,0,0,0,89,106,58,54,15,16,0,84,2,0,2,390,1.371,10.7,1.5,1.6,8.5,5.25,
5,Nick Franginals?,--,1,1,0.5,9.78,15,2,,0,0,0,19.1,27,22,21,2,12,0,11,5,1,2,99,2.017,12.6,0.9,5.6,5.1,0.92,
6,Ryan Harland*,20,0,5,0,5.98,29,3,,0,0,0,55.2,71,40,37,7,13,0,27,2,0,3,252,1.509,11.5,1.1,2.1,4.4,2.08,
7,Jacob Havern,19,0,0,,22.5,4,0,,0,0,0,4,9,10,10,1,6,0,1,4,0,1,29,3.75,20.3,2.3,13.5,2.3,0.17,
8,Rawley Hector,21,1,3,0.25,7.71,14,7,,0,0,0,28,43,31,24,6,12,0,18,5,0,3,138,1.964,13.8,1.9,3.9,5.8,1.5,
9,Grant Hubka,21,0,0,,,1,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,,,,,,0,
10,Tanner Knight,24,0,0,,5.19,10,0,,0,0,0,8.2,10,8,5,1,9,0,10,4,0,3,51,2.192,10.4,1,9.3,10.4,1.11,
11,Greg Martinez,22,0,5,0,8,22,8,,0,0,0,45,65,41,40,5,30,1,39,6,0,5,230,2.111,13,1,6,7.8,1.3,
12,Reed Smith,22,4,4,0.5,7.96,19,11,,0,0,0,52,63,48,46,11,19,1,30,2,0,2,242,1.577,10.9,1.9,3.3,5.2,1.58,
13,Alec Sparks,23,3,3,0.5,6.44,22,7,,0,0,0,58.2,81,43,42,10,27,0,51,1,0,10,282,1.841,12.4,1.5,4.1,7.8,1.89,
14,Landon Tomkins,23,6,2,0.75,3.52,30,6,,0,0,3,76.2,67,38,30,7,34,0,75,10,0,5,336,1.317,7.9,0.8,4,8.8,2.21,
15,Justin Williams,22,0,0,,5.73,13,0,,0,0,0,11,10,7,7,2,13,0,9,2,0,4,59,2.091,8.2,1.6,10.6,7.4,0.69,
,15 Players,21.9,28,31,0.475,6.06,59,59,59,0,1,13,527.1,629,390,355,76,229,5,442,63,4,52,2469,1.627,10.7,1.3,3.9,7.5,1.93,
