Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Sam Alvis*,19,,,,3.79,,0,,,0,,19,16,11,8,,13,,16,,,,,1.526,7.6,,6.2,7.6,1.23,
2,Will Alvis?,--,,,,2.74,,1,,,0,,23,26,9,7,,10,,18,,,,,1.565,10.2,,3.9,7,1.8,
3,John Anderson?,--,,,,18,,0,,,0,,1,4,3,2,,0,,0,,,,,4,36,,0,0,,
4,Josh Barrett?,--,,,,6.15,,4,,,0,,26.1,30,22,18,,15,,18,,,,,1.709,10.3,,5.1,6.2,1.2,
5,Beau Bayliss?,--,,,,13.5,,0,,,0,,2,7,6,3,,3,,0,,,,,5,31.5,,13.5,0,0,
6,Dan Breazeale?,--,,,,5.67,,0,,,0,,27,33,18,17,,12,,19,,,,,1.667,11,,4,6.3,1.58,
7,Ben Carlisle?,--,,,,6.99,,2,,,0,,28.1,27,23,22,,11,,23,,,,,1.341,8.6,,3.5,7.3,2.09,
8,Caleb Dudley?,--,,,,3.26,,2,,,0,,58,52,27,21,,13,,44,,,,,1.121,8.1,,2,6.8,3.38,
9,Joey Ford?,--,,,,,,0,,,0,,0,1,1,0,,1,,0,,,,,,,,,,0,
10,Ryan Gebhardt,19,,,,0,,0,,,0,,2.1,1,0,0,,1,,0,,,,,0.857,3.9,,3.9,0,0,
11,Mike Jefferson*,21,,,,3.56,,14,,,0,,86,79,41,34,,46,,70,,,,,1.453,8.3,,4.8,7.3,1.52,
12,Colby Johnson,19,,,,9,,0,,,0,,1,0,1,1,,4,,2,,,,,4,0,,36,18,0.5,
13,Mike LeBreton?,--,,,,3.14,,1,,,0,,43,46,22,15,,20,,29,,,,,1.535,9.6,,4.2,6.1,1.45,
14,Graham Meyers?,--,,,,5.06,,0,,,0,,5.1,4,3,3,,1,,2,,,,,0.938,6.8,,1.7,3.4,2,
15,Trevor Petersen,20,,,,5.04,,16,,,0,,84,90,53,47,,49,,45,,,,,1.655,9.6,,5.3,4.8,0.92,
16,Marc Picciola?,--,,,,9.56,,1,,,0,,16,24,18,17,,14,,8,,,,,2.375,13.5,,7.9,4.5,0.57,
17,Kyle Roliard*,21,,,,5.25,,4,,,0,,36,36,23,21,,14,,40,,,,,1.389,9,,3.5,10,2.86,
18,Chris Sadberry*,19,,,,5.4,,2,,,0,,5,6,3,3,,3,,2,,,,,1.8,10.8,,5.4,3.6,0.67,
19,Jeb Stefan,21,,,,4.41,,14,,,1,,67.1,63,39,33,,37,,51,,,,,1.485,8.4,,4.9,6.8,1.38,
,19 Players,20.6,,,,4.71,61,61,,,5,,519.1,545,323,272,,267,,387,,,,,1.564,9.4,,4.6,6.7,1.45,
