Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Graham Ahlrich?,--,1,0,1,4.45,18,0,,0,0,1,30.1,35,19,15,2,8,2,17,1,1,9,135,1.418,10.4,0.6,2.4,5,2.13,
2,Adam Atkins,22,6,1,0.857,1.2,24,0,,0,0,9,45,28,7,6,2,12,4,56,5,0,3,181,0.889,5.6,0.4,2.4,11.2,4.67,
3,Mark Baughman*,21,1,1,0.5,4.91,7,0,,0,0,0,7.1,7,4,4,2,4,1,3,0,1,1,30,1.5,8.6,2.5,4.9,3.7,0.75,
4,Kelby Blalock?,--,0,0,,16.2,2,0,,0,0,0,1.2,4,3,3,1,1,0,4,0,0,0,10,3,21.6,5.4,5.4,21.6,4,
5,Braden Bristo,21,5,6,0.455,5.53,16,14,,0,0,0,55.1,62,42,34,3,29,1,62,2,0,8,262,1.645,10.1,0.5,4.7,10.1,2.14,
6,Tyler Clancy?,--,3,2,0.6,3.73,8,7,,0,0,0,31.1,30,15,13,1,18,0,22,1,0,1,139,1.532,8.6,0.3,5.2,6.3,1.22,
7,Adam Derouen?,--,0,0,,4.29,12,3,,0,0,0,21,19,11,10,3,10,0,8,1,1,3,91,1.381,8.1,1.3,4.3,3.4,0.8,
8,Phillip Diehl*,21,5,5,0.5,4.39,18,15,,0,0,1,80,85,47,39,6,27,4,90,3,0,5,351,1.4,9.6,0.7,3,10.1,3.33,
9,Jorge Flores*,20,1,0,1,1.88,6,1,,0,0,0,14.1,10,4,3,1,3,0,8,1,0,2,58,0.907,6.3,0.6,1.9,5,2.67,
10,Zack Hamilton,21,1,1,0.5,8.41,18,1,,0,0,0,20.1,24,20,19,0,16,0,19,4,0,3,101,1.967,10.6,0,7.1,8.4,1.19,
11,Nate Harris,21,5,2,0.714,2.91,28,0,,0,0,5,68,55,24,22,3,21,5,72,2,1,7,275,1.118,7.3,0.4,2.8,9.5,3.43,
12,Brandon Horne,22,0,0,,0,2,0,,0,0,0,1.1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,13.5,,
13,Cameron Linck,--,4,1,0.8,3.38,15,11,,0,0,0,58.2,56,24,22,4,21,1,57,0,0,6,252,1.313,8.6,0.6,3.2,8.7,2.71,
14,Christian Marquez,--,0,0,,30.86,3,1,,0,0,0,2.1,11,8,8,1,3,0,1,0,0,2,21,6,42.4,3.9,11.6,3.9,0.33,
15,Casey Sullivan,21,2,0,1,4.67,18,0,,0,0,0,27,21,14,14,1,14,1,29,0,0,4,112,1.296,7,0.3,4.7,9.7,2.07,
16,Casey Sutton?,--,8,1,0.889,1.91,17,9,,3,2,0,84.2,72,21,18,5,24,5,46,3,0,5,340,1.134,7.7,0.5,2.6,4.9,1.92,
,16 Players,21.2,,,,3.77,0,0,0,0,6,0,548.2,519,263,230,35,211,24,496,23,4,59,2362,1.33,8.5,0.6,3.5,8.1,2.35,
