Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Andy Cox*,21,3,3,0.5,3.36,21,7,,,0,3,67,59,33,25,4,35,1,63,7,0,7,293,1.403,7.9,0.5,4.7,8.5,1.8,
2,Eric Freeman,20,0,0,,9,1,0,,,0,0,1,2,1,1,0,1,0,1,0,0,0,6,3,18,0,9,9,1,
3,Steven Kane,22,2,1,0.667,4.64,19,0,,,0,0,33,39,21,17,3,16,1,26,3,0,5,151,1.667,10.6,0.8,4.4,7.1,1.63,
4,Andrew Lee,21,4,2,0.667,2.67,21,0,,,0,9,27,21,8,8,1,5,1,32,1,0,1,104,0.963,7,0.3,1.7,10.7,6.4,
5,Peter Lenstrohm,22,0,1,0,5.64,17,0,,,0,1,22.1,22,16,14,0,7,0,13,1,0,0,95,1.299,8.9,0,2.8,5.2,1.86,
6,Bret Marks,23,4,5,0.444,3.27,13,12,,,0,0,77,59,32,28,6,28,0,89,6,0,5,325,1.13,6.9,0.7,3.3,10.4,3.18,
7,Hunter Martin,20,1,3,0.25,5.35,14,6,,,0,1,35.1,40,26,21,1,28,2,29,5,0,7,178,1.925,10.2,0.3,7.1,7.4,1.04,
8,Drake Owenby*,21,2,6,0.25,4.83,15,12,,,0,0,69,76,45,37,4,19,1,60,4,0,2,307,1.377,9.9,0.5,2.5,7.8,3.16,
9,Zach Reid*,19,0,0,,0,2,0,,,0,0,1,2,0,0,0,0,0,0,0,0,0,5,2,18,0,0,0,,
10,Quint Robinson?,--,0,0,,0,2,0,,,0,0,2,0,0,0,0,1,0,3,0,0,1,7,0.5,0,0,4.5,13.5,3,
11,Kyle Serrano,19,5,4,0.556,4.47,22,8,,,0,0,54.1,46,33,27,7,24,1,47,3,0,8,229,1.288,7.6,1.2,4,7.8,1.96,
12,Aaron Soto*,19,0,0,,2.08,5,0,,,0,0,4.1,5,2,1,0,1,0,4,0,0,1,19,1.385,10.4,0,2.1,8.3,4,
13,Zach Warren*,19,2,0,1,5.09,8,5,,,0,0,23,21,13,13,1,10,0,16,3,0,6,99,1.348,8.2,0.4,3.9,6.3,1.6,
14,Jacob Westphal,19,1,1,0.5,3.79,12,0,,,0,0,19,16,8,8,0,11,0,13,2,0,3,82,1.421,7.6,0,5.2,6.2,1.18,
,14 Players,20.7,,,,4.07,0,0,0,0,3,0,435.1,408,238,197,27,186,7,396,35,0,46,1900,1.364,8.4,0.6,3.8,8.2,2.13,
