Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Drew Beam,20,9,4,0.692,3.63,17,17,,1,0,0,84.1,88,49,34,12,23,0,88,5,0,3,365,1.316,9.4,1.3,2.5,9.4,3.83,
2,Andrew Behnke*,19,0,0,,0,6,0,,0,0,0,5.2,2,0,0,0,4,0,10,0,0,0,24,1.059,3.2,0,6.4,15.9,2.5,
3,Jacob Bimbi*,21,2,0,1,5.27,15,0,,0,0,0,13.2,14,8,8,1,9,0,22,1,0,1,62,1.683,9.2,0.7,5.9,14.5,2.44,
4,Chase Burns,20,5,3,0.625,4.25,18,8,,0,0,2,72,60,37,34,10,22,1,114,4,1,6,297,1.139,7.5,1.3,2.8,14.3,5.18,
5,Aaron Combs,21,4,0,1,3,26,0,,0,0,0,21,14,7,7,3,7,0,39,7,0,2,90,1,6,1.3,3,16.7,5.57,
6,Kirby Connell*,22,1,0,1,3.52,33,0,,0,0,0,15.1,11,7,6,2,4,0,17,0,0,0,62,0.978,6.5,1.2,2.3,10,4.25,
7,Chase Dollander,21,7,6,0.538,4.75,17,17,,1,0,0,89,83,49,47,14,30,0,120,8,1,2,384,1.27,8.4,1.4,3,12.1,4,
8,Hollis Fanning,21,0,0,,1.26,15,1,,0,0,0,14.1,12,2,2,2,3,0,24,1,0,3,56,1.047,7.5,1.3,1.9,15.1,8,
9,Jake Fitzgibbons*,21,2,0,1,3.75,17,0,,0,0,0,12,4,5,5,2,10,0,20,0,0,2,49,1.167,3,1.5,7.5,15,2,
10,JJ Garcia,20,0,0,,5.79,4,0,,0,0,0,4.2,8,4,3,1,1,0,7,0,0,0,22,1.929,15.4,1.9,1.9,13.5,7,
11,Seth Halvorsen,23,3,3,0.5,3.81,25,1,,0,0,2,52,39,30,22,9,16,2,52,4,1,2,216,1.058,6.8,1.6,2.8,9,3.25,
12,Bryce Jenkins,22,1,0,1,5.51,18,0,,0,0,0,16.1,13,11,10,2,7,0,24,0,0,0,68,1.224,7.2,1.1,3.9,13.2,3.43,
13,Zach Joyce,22,1,0,1,4.35,13,0,,0,0,0,10.1,9,5,5,2,2,0,17,1,0,3,43,1.065,7.8,1.7,1.7,14.8,8.5,
14,Andrew Lindsey,23,3,4,0.429,2.9,21,9,,0,0,0,71.1,60,29,23,9,19,2,73,6,0,2,297,1.107,7.6,1.1,2.4,9.2,3.84,
15,AJ Russell,19,2,0,1,0.89,24,1,,0,0,0,30.1,9,4,3,1,7,3,47,0,0,0,105,0.527,2.7,0.3,2.1,13.9,6.71,
16,Zander Sechrist*,21,0,1,0,2.05,23,12,,0,0,0,30.2,27,7,7,3,5,1,32,1,0,0,121,1.043,7.9,0.9,1.5,9.4,6.4,
17,Camden Sewell,23,4,0,1,4.68,15,0,,0,0,0,25,21,13,13,2,14,0,32,9,0,1,115,1.4,7.6,0.7,5,11.5,2.29,
,17 Players,21.2,44,22,0.667,3.63,66,66,64,2,9,4,568,474,267,229,75,183,9,738,47,3,27,2376,1.157,7.5,1.2,2.9,11.7,4.03,
