Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Patrick Andrews,19,2,3,0.4,5.52,20,0,,,0,2,29.1,29,22,18,1,15,0,25,3,0,7,130,1.5,8.9,0.3,4.6,7.7,1.67,
2,Kyle Bailey?,--,0,0,,0,2,0,,,0,0,1,2,0,0,0,1,0,1,0,0,0,7,3,18,0,9,9,1,
3,Clay Bates?,--,0,0,,7.27,9,0,,,0,0,8.2,13,7,7,0,2,0,3,5,1,1,46,1.731,13.5,0,2.1,3.1,1.5,
4,Kevin Brady,21,1,3,0.25,2.54,14,11,,,0,0,63.2,54,22,18,5,24,0,62,5,3,6,265,1.225,7.6,0.7,3.4,8.8,2.58,
5,Matt Campbell,20,1,2,0.333,2.49,13,0,,,0,2,25.1,19,8,7,1,11,0,29,2,0,2,107,1.184,6.8,0.4,3.9,10.3,2.64,
6,Scott Firth,21,4,0,1,2.09,24,0,,,0,3,51.2,44,15,12,2,33,3,44,5,0,5,238,1.49,7.7,0.3,5.7,7.7,1.33,
7,Daniel Gossett,19,6,3,0.667,4.32,19,10,,,0,2,77,62,37,37,4,39,0,87,6,0,9,332,1.312,7.2,0.5,4.6,10.2,2.23,
8,David Haselden,22,4,2,0.667,3.78,18,5,,,0,1,47.2,61,23,20,2,20,0,33,6,0,5,223,1.699,11.5,0.4,3.8,6.2,1.65,
9,Mike Kent?,--,1,2,0.333,3.76,21,1,,,0,2,38.1,42,20,16,2,10,0,21,5,0,4,171,1.357,9.9,0.5,2.3,4.9,2.1,
10,Dominic Leone,20,7,4,0.636,5.25,16,16,,,0,0,84,90,52,49,10,41,0,66,7,3,4,372,1.56,9.6,1.1,4.4,7.1,1.61,
11,Jonathan Meyer?,--,2,5,0.286,3.96,24,6,,,0,1,63.2,79,33,28,3,18,1,38,4,0,2,287,1.524,11.2,0.4,2.5,5.4,2.11,
12,Joseph Moorefield*,22,0,0,,6.23,19,0,,,0,0,8.2,13,7,6,1,2,0,11,2,0,0,44,1.731,13.5,1,2.1,11.4,5.5,
13,Kevin Pohle,20,7,4,0.636,3.66,16,14,,,0,0,76.1,80,43,31,4,32,2,40,3,1,3,336,1.467,9.4,0.5,3.8,4.7,1.25,
,13 Players,20.4,,,,3.9,0,0,0,0,1,0,575.1,588,289,249,35,248,6,460,53,8,48,2558,1.453,9.2,0.5,3.9,7.2,1.85,
