Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Carter Bach*,19,2,0,1,3.26,18,0,,0,0,0,19.1,14,7,7,2,17,0,19,2,0,3,88,1.603,6.5,0.9,7.9,8.8,1.12,
2,Rhyse Dee,19,0,0,,4.5,3,0,,0,0,0,2,3,1,1,0,2,0,3,0,0,1,11,2.5,13.5,0,9,13.5,1.5,
3,Parker Dunshee,22,9,1,0.9,3.91,17,17,,0,0,0,103.2,98,47,45,11,30,0,111,13,2,3,445,1.235,8.5,1,2.6,9.6,3.7,
4,Chris Farish,22,0,0,,5.89,24,0,,0,0,0,18.1,18,12,12,2,9,0,32,3,0,9,83,1.473,8.8,1,4.4,15.7,3.56,
5,Bobby Hearn*,20,1,0,1,9.82,3,0,,0,0,0,3.2,4,4,4,2,1,0,4,1,0,1,17,1.364,9.8,4.9,2.5,9.8,4,
6,Parker Johnson,22,0,0,,0,2,0,,0,0,0,1.2,2,0,0,0,1,0,2,0,0,0,8,1.8,10.8,0,5.4,10.8,2,
7,Connor Johnstone,22,8,0,1,3.61,16,15,,2,2,0,92.1,86,43,37,6,33,0,69,11,0,8,399,1.289,8.4,0.6,3.2,6.7,2.09,
8,Shane Kubrak*,--,0,0,,6.75,5,0,,0,0,0,2.2,2,2,2,0,2,0,3,1,0,4,13,1.5,6.8,0,6.8,10.1,1.5,
9,Drew Loepprich,21,3,3,0.5,5.84,18,5,,0,0,0,44.2,51,39,29,5,18,0,36,7,0,4,207,1.545,10.3,1,3.6,7.3,2,
10,John McCarren,22,5,4,0.556,4.91,29,4,,0,0,2,51.1,56,33,28,6,15,0,39,1,0,5,222,1.383,9.8,1.1,2.6,6.8,2.6,
11,Morgan McSweeney,19,5,1,0.833,3.5,25,1,,0,0,0,36,40,19,14,1,18,1,48,3,0,4,160,1.611,10,0.3,4.5,12,2.67,
12,Colin Peluse,19,5,1,0.833,3.54,20,7,,0,0,1,40.2,31,21,16,5,12,0,37,0,0,4,165,1.057,6.9,1.1,2.7,8.2,3.08,
13,Griffin Roberts,21,2,5,0.286,2.19,29,0,,0,0,8,53.1,30,18,13,1,32,0,80,13,1,9,234,1.163,5.1,0.2,5.4,13.5,2.5,
14,Donnie Sellers,21,3,5,0.375,4.71,17,14,,0,0,0,84,83,56,44,6,29,0,60,12,1,14,375,1.333,8.9,0.6,3.1,6.4,2.07,
15,Rayne Supple,19,0,0,,6.75,10,0,,0,0,0,8,5,8,6,0,18,0,11,1,1,1,49,2.875,5.6,0,20.3,12.4,0.61,
16,Holden White*,19,0,0,,3.38,8,0,,0,0,0,2.2,1,1,1,0,3,0,5,1,1,2,12,1.5,3.4,0,10.1,16.9,1.67,
,16 Players,20.8,,,,4.11,0,0,0,0,3,0,564.1,524,311,258,47,240,1,559,69,6,72,2488,1.354,8.4,0.7,3.8,8.9,2.33,
