Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Kevin Abel,20,2,0,1,3.86,3,3,,0,0,0,16.1,8,7,7,1,9,0,25,1,0,2,66,1.041,4.4,0.6,5,13.8,2.78,
2,Nathan Burns,20,2,0,1,3.32,10,1,,0,0,0,21.2,16,9,8,0,15,0,19,1,0,2,92,1.431,6.6,0,6.2,7.9,1.27,
3,Christian Chamberlain*,19,3,4,0.429,3.83,23,3,,0,0,2,42.1,35,22,18,2,19,0,57,4,1,1,180,1.276,7.4,0.4,4,12.1,3,
4,Brandon Eisert*,21,8,2,0.8,2.03,14,7,,0,0,0,62,59,15,14,2,13,1,74,0,1,4,254,1.161,8.6,0.3,1.9,10.7,5.69,
5,Bryce Fehmel,22,7,3,0.7,3.53,16,16,,2,1,0,99.1,88,45,39,11,20,1,71,8,1,2,411,1.087,8,1,1.8,6.4,3.55,
6,Grant Gambrell,21,5,3,0.625,2.83,13,13,,0,0,0,70,59,26,22,3,25,1,80,5,0,9,293,1.2,7.6,0.4,3.2,10.3,3.2,
7,Jake Mulholland*,22,3,3,0.5,1.93,28,0,,0,0,8,46.2,40,13,10,2,11,4,41,2,0,1,189,1.093,7.7,0.4,2.1,7.9,3.73,
8,Joey Mundt,20,0,0,,1.93,8,0,,0,0,1,14,8,4,3,0,8,0,15,2,0,1,58,1.143,5.1,0,5.1,9.6,1.88,
9,Dylan Pearce,22,3,2,0.6,3.34,22,4,,0,0,0,56.2,45,23,21,5,27,1,51,4,0,1,241,1.271,7.1,0.8,4.3,8.1,1.89,
10,Jake Pfennigs,19,1,1,0.5,4.55,17,3,,0,0,1,31.2,30,18,16,2,16,2,22,3,1,4,140,1.453,8.5,0.6,4.5,6.3,1.38,
11,Sam Tweedt?,--,1,2,0.333,4.03,9,7,,0,0,0,29,35,21,13,3,11,0,24,3,0,2,137,1.586,10.9,0.9,3.4,7.4,2.18,
12,Mitchell Verburg,21,1,0,1,1.4,16,0,,0,0,2,25.2,15,5,4,2,7,0,38,1,2,1,101,0.857,5.3,0.7,2.5,13.3,5.43,
13,Andrew Walling*,19,0,0,,0,7,0,,0,0,0,6.2,2,1,0,0,7,0,3,1,0,0,28,1.35,2.7,0,9.5,4.1,0.43,
,13 Players,20.8,36,20,0.643,3.02,57,57,57,0,4,0,522,440,209,175,33,188,10,520,35,6,30,2190,1.203,7.6,0.6,3.2,9,2.77,
