Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Noah Ferguson,23,1,0,1,4.4,13,0,,0,0,0,14.1,11,7,7,0,14,1,19,3,0,3,67,1.744,6.9,0,8.8,11.9,1.36,
2,Bridger Holmes,21,3,4,0.429,1.93,26,0,,0,0,13,32.2,16,11,7,2,15,1,47,17,0,1,142,0.949,4.4,0.6,4.1,12.9,3.13,
3,Jaren Hunter,22,1,2,0.333,4.96,13,8,,0,0,1,45.1,51,34,25,5,18,1,25,17,0,0,219,1.522,10.1,1,3.6,5,1.39,
4,AJ Hutcheson,20,4,2,0.667,5.96,22,0,,0,0,0,25.2,16,22,17,3,12,0,21,6,0,2,114,1.091,5.6,1.1,4.2,7.4,1.75,
5,Nelson Keljo*,20,3,0,1,3.98,20,3,,0,0,0,43,45,21,19,3,14,1,60,3,1,4,193,1.372,9.4,0.6,2.9,12.6,4.29,
6,Jacob Kmatz,21,7,3,0.7,3.38,16,16,,1,0,0,88,66,36,33,10,22,1,96,3,0,3,349,1,6.8,1,2.3,9.8,4.36,
7,A.J. Lattery,22,0,0,,1.29,4,2,,0,0,0,7,7,1,1,1,4,0,8,1,0,1,34,1.571,9,1.3,5.1,10.3,2,
8,Ian Lawson,22,2,0,1,4.07,12,1,,0,0,1,24.1,24,15,11,1,17,0,23,2,0,2,114,1.685,8.9,0.4,6.3,8.5,1.35,
9,Aiden May,21,7,1,0.875,3.05,14,14,,0,0,0,73.2,61,27,25,4,23,0,84,8,1,4,311,1.14,7.5,0.5,2.8,10.3,3.65,
10,Tyler Mejia*,21,2,0,1,2.53,9,1,,0,0,0,10.2,14,8,3,2,5,0,10,5,0,4,56,1.781,11.8,1.7,4.2,8.4,2,
11,Tephen Montgomery,20,1,0,1,5.79,7,0,,0,0,0,4.2,5,4,3,0,3,0,5,3,0,1,26,1.714,9.6,0,5.8,9.6,1.67,
12,Matthew Morrell,19,1,0,1,7.5,15,0,,0,0,1,12,17,16,10,1,10,1,7,2,0,4,68,2.25,12.8,0.8,7.5,5.3,0.7,
13,Joey Mundt,25,2,0,1,2.67,24,0,,0,0,0,30.1,17,11,9,1,12,0,33,4,0,0,120,0.956,5,0.3,3.6,9.8,2.75,
14,Kellan Oakes,20,3,1,0.75,4.43,18,0,,0,0,0,22.1,18,13,11,1,12,0,17,4,0,1,99,1.343,7.3,0.4,4.8,6.9,1.42,
15,Laif Palmer,19,1,2,0.333,14.29,6,1,,0,0,0,5.2,12,9,9,3,4,0,5,0,0,0,32,2.824,19.1,4.8,6.4,7.9,1.25,
16,Chase Reynolds,21,1,0,1,8.31,3,0,,0,0,0,4.1,2,4,4,0,10,0,5,1,0,2,26,2.769,4.2,0,20.8,10.4,0.5,
17,Kyle Scott,23,0,0,,3.18,5,0,,0,0,1,5.2,4,2,2,1,4,0,9,1,0,1,26,1.412,6.4,1.6,6.4,14.3,2.25,
18,Eric Segura,19,6,1,0.857,4.93,15,15,,0,0,0,69.1,66,40,38,6,23,0,72,7,0,3,304,1.284,8.6,0.8,3,9.3,3.13,
19,Drew Talavs,19,0,0,,4.63,11,0,,0,0,0,11.2,18,6,6,0,3,0,11,1,0,3,55,1.8,13.9,0,2.3,8.5,3.67,
,19 Players,20.9,45,16,0.738,4.07,61,61,60,1,6,17,530.2,470,287,240,44,225,6,557,88,2,39,2355,1.31,8,0.7,3.8,9.4,2.48,
