Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Julian Bosnic*,20,2,0,1,0,4,0,,0,0,0,6.2,0,0,0,0,8,0,7,1,0,3,27,1.2,0,0,10.8,9.5,0.88,
2,Parker Coyne,21,0,0,,4.5,5,2,,0,0,0,8,9,4,4,1,8,1,13,1,0,4,40,2.125,10.1,1.1,9,14.6,1.63,
3,Thomas Farr,21,3,0,1,1.72,3,3,,0,0,0,15.2,6,4,3,1,5,0,14,0,0,3,59,0.702,3.4,0.6,2.9,8,2.8,
4,John Gilreath*,20,0,0,,0,5,0,,0,0,0,5.2,4,1,0,0,3,0,9,1,0,2,27,1.235,6.4,0,4.8,14.3,3,
5,Brannon Jordan,21,2,0,1,1.71,4,4,,1,1,0,21,7,4,4,1,9,0,32,1,0,3,78,0.762,3,0.4,3.9,13.7,3.56,
6,Brett Kerry,21,2,0,1,3.6,6,2,,0,0,1,15,13,6,6,3,3,0,18,0,0,0,61,1.067,7.8,1.8,1.8,10.8,6,
7,Graham Lawson,24,0,1,0,1.5,6,0,,0,0,0,6,2,1,1,0,7,0,8,0,0,0,26,1.5,3,0,10.5,12,1.14,
8,Daniel Lloyd,19,0,2,0,6,8,0,,0,0,1,9,8,6,6,0,5,0,13,0,0,2,39,1.444,8,0,5,13,2.6,
9,Carmen Mlodzinski,21,2,1,0.667,2.84,4,4,,0,0,0,25.1,25,9,8,3,8,0,22,0,0,1,106,1.303,8.9,1.1,2.8,7.8,2.75,
10,Andrew Peters,21,0,0,,23.14,3,1,,0,0,0,2.1,3,6,6,0,5,0,4,0,0,1,15,3.429,11.6,0,19.3,15.4,0.8,
11,TJ Shook,22,0,0,,2.08,6,0,,0,0,2,8.2,3,2,2,1,2,0,16,0,0,0,31,0.577,3.1,1,2.1,16.6,8,
12,Josiah Sightler*,20,0,0,,0,2,0,,0,0,0,2.2,1,0,0,0,0,0,5,1,0,0,10,0.375,3.4,0,0,16.9,,
13,Brett Thomas,19,0,0,,0,4,0,,0,0,0,4,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,11.3,,
14,Cam Tringali,21,1,0,1,3.38,6,0,,0,0,0,10.2,8,5,4,1,2,0,13,2,0,0,45,0.938,6.8,0.8,1.7,11,6.5,
15,Trey Tujetsch,19,0,0,,2.7,4,0,,0,0,0,3.1,3,1,1,0,3,0,5,0,0,0,16,1.8,8.1,0,8.1,13.5,1.67,
,15 Players,20.8,12,4,0.75,2.81,16,16,16,0,2,0,144,92,49,45,11,68,1,184,7,0,19,592,1.111,5.8,0.7,4.3,11.5,2.71,
