Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Jon Barrera*,19,0,0,,13.5,2,0,,0,0,0,2,3,3,3,0,5,0,3,0,0,1,14,4,13.5,0,22.5,13.5,0.6,
2,Austin Becker,20,1,0,1,6.08,5,4,,0,0,0,13.1,9,10,9,1,14,0,11,4,0,3,66,1.725,6.1,0.7,9.5,7.4,0.79,
3,Clayton Beeter,21,2,1,0.667,2.14,4,4,,0,0,0,21,13,7,5,3,4,0,33,1,0,2,82,0.81,5.6,1.3,1.7,14.1,8.25,
4,Bryce Bonnin,21,2,0,1,7.36,4,4,,0,0,0,14.2,19,13,12,2,6,0,27,0,0,1,70,1.705,11.7,1.2,3.7,16.6,4.5,
5,Jakob Brustoski*,21,1,1,0.5,1.8,7,0,,0,0,0,10,5,3,2,0,4,0,13,1,0,2,39,0.9,4.5,0,3.6,11.7,3.25,
6,Micah Dallas,20,1,0,1,0.57,5,0,,0,0,3,15.2,7,1,1,0,1,0,23,1,0,0,55,0.511,4,0,0.6,13.2,23,
7,Andrew Devine,19,1,0,1,1.23,6,0,,0,0,1,7.1,4,1,1,1,2,0,10,0,0,0,27,0.818,4.9,1.2,2.5,12.3,5,
8,Hunter Dobbins,20,2,0,1,1.35,6,3,,0,0,0,20,17,3,3,0,5,0,25,0,0,1,79,1.1,7.7,0,2.3,11.3,5,
9,Tyler Hamilton,19,0,0,,18,1,0,,0,0,0,1,4,2,2,1,0,0,1,0,0,0,7,4,36,9,0,9,,
10,Brandon Hendrix,18,0,0,,6,5,0,,0,0,0,6,7,4,4,1,1,0,5,0,0,1,27,1.333,10.5,1.5,1.5,7.5,5,
11,John McMillon,22,1,0,1,3.86,7,0,,0,0,0,9.1,9,4,4,0,8,0,20,2,0,4,47,1.821,8.7,0,7.7,19.3,2.5,
12,Mason Montgomery*,20,3,1,0.75,3,4,4,,0,0,0,18,12,6,6,1,7,0,20,1,0,2,73,1.056,6,0.5,3.5,10,2.86,
13,Connor Queen,22,0,0,,1.5,3,0,,0,0,0,6,5,1,1,0,1,0,1,0,0,0,22,1,7.5,0,1.5,1.5,1,
14,Riley Ramsey,21,0,0,,0,2,0,,0,0,0,1.1,1,0,0,0,0,0,2,0,0,1,5,0.75,6.8,0,0,13.5,,
15,Eli Riechmann*,21,0,0,,3,5,0,,0,0,0,6,6,2,2,0,1,0,6,0,0,1,24,1.167,9,0,1.5,9,6,
16,Ryan Sublette,21,2,0,1,3.86,6,0,,0,0,0,9.1,7,4,4,0,5,1,15,1,0,4,42,1.286,6.8,0,4.8,14.5,3,
17,Kurt Wilson,22,0,0,,4.5,5,0,,0,0,0,8,6,4,4,1,4,0,7,2,0,1,35,1.25,6.8,1.1,4.5,7.9,1.75,
,17 Players,20.5,16,3,0.842,3.36,19,19,19,0,0,0,169,134,68,63,11,68,1,222,13,0,24,714,1.195,7.1,0.6,3.6,11.8,3.26,
