Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Clayton Beeter,20,0,3,0,3.48,21,0,,0,0,8,20.2,12,9,8,1,20,0,40,1,1,8,93,1.548,5.2,0.4,8.7,17.4,2,
2,Bryce Bonnin,20,7,1,0.875,4.08,15,13,,0,0,0,64,50,33,29,1,45,0,65,7,0,5,281,1.484,7,0.1,6.3,9.1,1.44,
3,Micah Dallas,19,7,2,0.778,4.03,19,13,,0,0,0,76,74,38,34,8,28,1,84,2,0,12,323,1.342,8.8,0.9,3.3,9.9,3,
4,Hunter Dobbins,19,2,1,0.667,4.44,14,2,,0,0,1,26.1,25,14,13,2,11,0,24,1,0,6,114,1.367,8.5,0.7,3.8,8.2,2.18,
5,Cade Farr*,19,0,0,,21.6,4,0,,0,0,0,1.2,3,4,4,0,1,0,2,1,0,1,9,2.4,16.2,0,5.4,10.8,2,
6,Taylor Floyd,21,5,3,0.625,2.51,31,0,,0,0,5,57.1,46,16,16,1,27,0,88,5,0,6,243,1.273,7.2,0.2,4.2,13.8,3.26,
7,Caleb Freeman,21,2,0,1,6.61,18,0,,0,0,0,16.1,26,14,12,2,15,2,15,0,0,4,84,2.51,14.3,1.1,8.3,8.3,1,
8,Trey Garlett,--,1,0,1,4.22,8,1,,0,0,0,10.2,9,5,5,0,6,1,5,2,0,1,46,1.406,7.6,0,5.1,4.2,0.83,
9,Dane Haveman*,21,2,1,0.667,3.02,34,0,,0,0,3,44.2,48,19,15,2,9,1,59,4,1,2,192,1.276,9.7,0.4,1.8,11.9,6.56,
10,Noah Huerta*,--,0,0,,18,1,0,,0,0,0,1,4,2,2,0,0,0,1,0,0,0,6,4,36,0,0,9,,
11,Ryan Keesee*,--,0,0,,7.2,11,0,,0,0,0,5,6,4,4,2,1,0,3,2,0,0,23,1.4,10.8,3.6,1.8,5.4,3,
12,Caleb Kilian,22,8,3,0.727,3.92,17,17,,1,1,0,96.1,86,44,42,8,20,0,89,11,0,7,391,1.1,8,0.7,1.9,8.3,4.45,
13,Erikson Lanning*,22,0,1,0,4.81,13,11,,0,0,0,39.1,49,34,21,1,6,0,25,6,1,0,180,1.398,11.2,0.2,1.4,5.7,4.17,
14,John McMillon,21,4,3,0.571,3.4,24,0,,0,0,3,47.2,35,26,18,3,35,2,67,4,1,5,217,1.469,6.6,0.6,6.6,12.7,1.91,
15,Mason Montgomery*,19,3,1,0.75,5.14,12,9,,0,0,0,35,32,25,20,1,26,0,24,7,0,2,163,1.657,8.2,0.3,6.7,6.2,0.92,
16,Connor Queen,21,4,0,1,1.06,11,0,,0,0,0,17,15,2,2,1,7,1,13,2,0,2,74,1.294,7.9,0.5,3.7,6.9,1.86,
17,Ryan Sublette,20,1,0,1,4.76,14,0,,0,0,1,17,18,11,9,1,13,0,16,1,0,3,80,1.824,9.5,0.5,6.9,8.5,1.23,
18,Kurt Wilson,21,0,1,0,6.14,12,0,,0,0,0,14.2,14,14,10,1,8,0,12,5,1,5,70,1.5,8.6,0.6,4.9,7.4,1.5,
,18 Players,20.5,46,20,0.697,4.01,66,66,66,0,4,0,590.2,552,314,263,35,278,8,632,61,5,69,2589,1.405,8.4,0.5,4.2,9.6,2.27,
