Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Taylor Blatch,21,0,0,,27,1,0,,0,0,0,0.2,2,2,2,0,2,0,2,1,0,1,7,6,27,0,27,27,1,
2,Alec Byrd*,21,1,0,1,2.2,28,0,,0,0,0,32.2,18,9,8,5,10,1,32,2,0,2,127,0.857,5,1.4,2.8,8.8,3.2,
3,Drew Carlton,20,8,3,0.727,3.94,17,17,,1,1,0,93.2,93,46,41,6,23,2,76,4,1,0,395,1.238,8.9,0.6,2.2,7.3,3.3,
4,Mike Compton,23,5,3,0.625,4.92,15,12,,0,0,0,60.1,70,39,33,5,19,0,32,7,0,0,274,1.475,10.4,0.7,2.8,4.8,1.68,
5,Alex Deise*,22,0,0,,3,2,0,,0,0,0,3,4,1,1,0,2,0,0,0,0,1,13,2,12,0,6,0,0,
6,Chase Haney,20,5,0,1,2.78,31,0,,0,0,0,32.1,29,16,10,1,19,1,37,7,0,1,153,1.485,8.1,0.3,5.3,10.3,1.95,
7,Tyler Holton*,20,3,4,0.429,2.79,18,10,,0,0,1,67.2,60,31,21,5,33,1,84,9,0,10,302,1.374,8,0.7,4.4,11.2,2.55,
8,Cobi Johnson,20,0,0,,3.5,12,1,,0,0,0,18,6,9,7,2,9,0,20,2,0,1,69,0.833,3,1,4.5,10,2.22,
9,Andrew Karp,20,1,1,0.5,6.91,9,2,,0,0,0,14.1,19,13,11,2,6,0,8,2,0,2,70,1.744,11.9,1.3,3.8,5,1.33,
10,Matthew Kinney*,23,3,0,1,2.49,27,0,,0,0,0,25.1,16,7,7,1,12,0,16,9,0,4,108,1.105,5.7,0.4,4.3,5.7,1.33,
11,Ronnie Ramirez,19,0,0,,13.5,2,0,,0,0,0,2,4,4,3,0,1,0,2,0,0,0,11,2.5,18,0,4.5,9,2,
12,Cole Sands,18,6,7,0.462,4.13,18,17,,0,0,0,69.2,69,43,32,7,33,1,50,5,0,8,310,1.464,8.9,0.9,4.3,6.5,1.52,
13,Ed Voyles,21,1,2,0.333,2.66,23,4,,0,0,1,47.1,53,25,14,3,19,1,41,2,1,5,217,1.521,10.1,0.6,3.6,7.8,2.16,
14,Jim Voyles,21,6,1,0.857,3.16,25,0,,0,0,2,51.1,35,21,18,2,18,1,48,3,0,3,202,1.032,6.1,0.4,3.2,8.4,2.67,
15,Andy Ward,21,0,0,,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,9,,
16,Tyler Warmoth,24,1,1,0.5,5.34,23,0,,0,0,4,30.1,24,18,18,5,9,0,40,8,0,2,130,1.088,7.1,1.5,2.7,11.9,4.44,
17,Will Zirzow,21,1,0,1,4.42,15,0,,0,0,0,18.1,15,9,9,3,10,0,24,3,0,1,84,1.364,7.4,1.5,4.9,11.8,2.4,
,17 Players,20.9,,,,3.69,0,0,0,0,3,0,568,517,293,233,47,225,8,513,64,2,41,2475,1.306,8.2,0.7,3.6,8.1,2.28,
