Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Boomer Biegalski,20,7,5,0.583,3.17,18,17,,,0,0,108,84,45,38,12,38,0,120,8,0,8,455,1.13,7,1,3.2,10,3.16,
2,Alec Byrd*,20,5,1,0.833,4.53,27,3,,,0,0,43.2,47,25,22,4,15,0,48,6,0,1,198,1.42,9.7,0.8,3.1,9.9,3.2,
3,Drew Carlton,19,5,5,0.5,4.04,18,12,,,0,0,71.1,76,37,32,4,19,1,60,5,0,3,311,1.332,9.6,0.5,2.4,7.6,3.16,
4,Mike Compton,22,4,4,0.5,3.55,13,13,,,1,0,71,75,37,28,5,12,0,70,0,1,0,302,1.225,9.5,0.6,1.5,8.9,5.83,
5,Alex Deise*,21,1,0,1,3.86,10,0,,,0,0,16.1,12,8,7,2,4,0,16,3,1,1,68,0.98,6.6,1.1,2.2,8.8,4,
6,Taylor Folsom*,--,2,0,1,3.86,15,0,,,0,1,14,17,9,6,0,12,2,11,2,0,3,71,2.071,10.9,0,7.7,7.1,0.92,
7,Bryant Holtmann*,22,6,1,0.857,3.36,20,9,,,0,0,64.1,71,32,24,6,22,0,33,5,1,3,284,1.446,9.9,0.8,3.1,4.6,1.5,
8,Cobi Johnson,19,3,2,0.6,7.21,14,8,,,0,0,43.2,53,41,35,6,23,0,44,5,1,9,211,1.74,10.9,1.2,4.7,9.1,1.91,
9,Dylan Silva*,21,7,1,0.875,4.29,36,0,,,0,1,56.2,51,35,27,5,37,1,76,3,0,6,254,1.553,8.1,0.8,5.9,12.1,2.05,
10,Billy Strode*,22,3,0,1,1.8,30,0,,,0,14,35,23,8,7,2,17,1,46,1,0,0,143,1.143,5.9,0.5,4.4,11.8,2.71,
11,Derek Vail?,--,0,0,,10.5,10,0,,,0,0,6,12,7,7,1,6,0,3,0,0,1,35,3,18,1.5,9,4.5,0.5,
12,Ed Voyles,20,0,1,0,1.42,6,1,,,0,0,6.1,7,2,1,1,0,0,5,1,0,0,27,1.105,9.9,1.4,0,7.1,,
13,Jim Voyles,20,0,1,0,2.63,21,2,,,0,0,27.1,28,15,8,2,10,0,27,1,1,1,122,1.39,9.2,0.7,3.3,8.9,2.7,
14,Andy Ward,20,0,0,,13.5,2,0,,,0,0,1.1,3,2,2,0,2,0,2,0,0,0,9,3.75,20.3,0,13.5,13.5,1,
15,Steven Wells,20,0,0,,0,1,0,,,0,0,1,1,0,0,0,0,0,2,0,0,0,4,1,9,0,0,18,,
16,Will Zirzow,20,1,0,1,4,12,0,,,0,0,18,16,9,8,0,5,1,15,2,0,2,76,1.167,8,0,2.5,7.5,3,
,16 Players,20.6,,,,3.87,0,0,0,0,4,0,584,576,312,251,50,222,6,578,42,5,38,2570,1.366,8.9,0.8,3.4,8.9,2.6,
