Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Spencer Arrighetti,19,2,0,1,9,16,1,,0,0,0,17,24,23,17,3,11,0,19,2,0,4,87,2.059,12.7,1.6,5.8,10.1,1.73,
2,Dawson Barr,20,0,0,,4.63,13,4,,0,0,0,23.1,24,17,12,0,14,0,24,6,0,6,112,1.629,9.3,0,5.4,9.3,1.71,
3,Dalton Brown,22,1,0,1,3.72,15,0,,0,0,0,19.1,20,9,8,0,14,1,27,6,0,2,95,1.759,9.3,0,6.5,12.6,1.93,
4,Cal Coughlin,21,2,1,0.667,5.25,26,0,,0,0,1,24,32,17,14,1,15,0,20,1,1,3,119,1.958,12,0.4,5.6,7.5,1.33,
5,Jake Eissler,21,4,4,0.5,6.33,19,4,,0,0,0,48.1,63,39,34,6,12,0,50,4,3,3,224,1.552,11.7,1.1,2.2,9.3,4.17,
6,Haylen Green*,21,5,1,0.833,4.05,24,3,,0,0,0,40,45,22,18,3,12,1,37,0,0,5,175,1.425,10.1,0.7,2.7,8.3,3.08,
7,Jared Janczak,24,0,4,0,6.18,13,10,,0,0,0,39.1,46,34,27,3,18,1,33,6,3,4,189,1.627,10.5,0.7,4.1,7.6,1.83,
8,Charles King,21,6,3,0.667,3.36,21,8,,2,0,1,85.2,89,43,32,6,15,1,53,0,1,1,364,1.214,9.4,0.6,1.6,5.6,3.53,
9,Nick Lodolo*,21,6,6,0.5,2.36,16,16,,1,0,0,103,76,38,27,8,25,0,131,10,0,2,418,0.981,6.6,0.7,2.2,11.4,5.24,
10,Augie Mihlbauer*,20,1,2,0.333,2.35,28,0,,0,0,1,23,24,10,6,1,15,0,29,2,0,2,111,1.696,9.4,0.4,5.9,11.3,1.93,
11,James Notary,20,0,0,,4.66,10,0,,0,0,1,9.2,11,8,5,1,6,1,10,3,0,2,48,1.759,10.2,0.9,5.6,9.3,1.67,
12,Marcelo Perez,19,3,2,0.6,4.3,17,0,,0,0,5,23,25,16,11,4,8,0,28,1,0,3,103,1.435,9.8,1.6,3.1,11,3.5,
13,Matt Rudis,20,0,0,,8.22,9,0,,0,0,0,7.2,5,9,7,0,10,0,14,2,0,0,40,1.957,5.9,0,11.7,16.4,1.4,
14,Brandon Williamson*,21,4,5,0.444,4.19,16,16,,0,0,0,77.1,82,50,36,5,36,0,89,3,2,6,351,1.526,9.5,0.6,4.2,10.4,2.47,
,14 Players,20.8,34,28,0.548,4.23,62,62,62,0,0,0,540.2,566,335,254,41,211,5,564,46,10,43,2436,1.437,9.4,0.7,3.5,9.4,2.67,
