Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Mark Appel,20,10,2,0.833,2.56,16,16,,,1,0,123,97,39,35,3,30,1,130,10,0,6,507,1.033,7.1,0.2,2.2,9.5,4.33,
2,Sahil Bloom?,--,2,0,1,3.56,21,1,,,0,2,48,46,22,19,4,8,0,17,7,0,5,201,1.125,8.6,0.8,1.5,3.2,2.13,
3,Brian Busick?,--,0,0,,9,2,1,,,0,0,2,3,2,2,1,2,0,2,0,0,0,11,2.5,13.5,4.5,9,9,1,
4,Elliott Byers?,--,0,0,,12.27,4,1,,,0,0,3.2,5,7,5,0,3,0,1,2,0,1,22,2.182,12.3,0,7.4,2.5,0.33,
5,John Hochstatter*,19,3,3,0.5,4.53,12,9,,,0,0,43.2,52,29,22,2,18,0,15,5,0,5,207,1.603,10.7,0.4,3.7,3.1,0.83,
6,Garrett Hughes*,20,3,1,0.75,3.2,15,4,,,0,0,25.1,22,11,9,1,13,0,22,2,0,4,116,1.382,7.8,0.4,4.6,7.8,1.69,
7,Chris Jenkins?,--,0,0,,0,1,0,,,0,0,0.1,1,0,0,0,0,0,0,0,0,0,2,3,27,0,0,0,,
8,Sam Lindquist,20,0,0,,7.36,9,0,,,0,1,11,15,11,9,1,6,0,6,2,0,3,58,1.909,12.3,0.8,4.9,4.9,1,
9,Spenser Linney*,19,0,0,,5.68,10,0,,,0,0,6.1,7,6,4,0,5,0,5,2,0,2,35,1.895,9.9,0,7.1,7.1,1,
10,Dean McArdle,22,3,3,0.5,3.97,24,3,,,0,0,47.2,48,23,21,3,19,2,38,5,0,0,214,1.406,9.1,0.6,3.6,7.2,2,
11,Brett Mooneyham*,22,7,6,0.538,4.75,15,15,,,0,0,83.1,79,50,44,6,39,1,90,15,2,2,376,1.416,8.5,0.6,4.2,9.7,2.31,
12,Stephen Piscotty,21,6,2,0.75,3.05,12,4,,,0,1,41.1,45,23,14,1,9,0,20,2,0,3,181,1.306,9.8,0.2,2,4.4,2.22,
13,David Schmidt,19,3,1,0.75,3.98,25,0,,,0,3,31.2,34,18,14,1,17,2,14,10,0,5,154,1.611,9.7,0.3,4.8,4,0.82,
14,A.J. Talt?,--,0,0,,2.84,6,0,,,0,0,6.1,6,2,2,0,2,0,3,4,0,0,30,1.263,8.5,0,2.8,4.3,1.5,
15,A.J. Vanegas,19,4,0,1,2.62,21,5,,,0,5,65.1,56,22,19,1,37,1,53,7,0,5,294,1.423,7.7,0.1,5.1,7.3,1.43,
,15 Players,20.2,,,,3.66,0,0,0,0,3,0,539,516,265,219,24,208,7,416,73,2,41,2408,1.343,8.6,0.4,3.5,6.9,2,
