Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Connor Baits,20,0,0,,6,15,0,,,0,0,15,19,12,10,2,12,0,15,3,0,4,79,2.067,11.4,1.2,7.2,9,1.25,
2,Shane Bieber,19,3,4,0.429,3.76,11,11,,,0,0,52.2,64,31,22,0,9,0,33,7,2,2,227,1.386,10.9,0,1.5,5.6,3.67,
3,Kenny Chapman?,--,1,0,1,4.5,9,1,,,0,0,18,23,10,9,0,13,0,11,3,1,1,89,2,11.5,0,6.5,5.5,0.85,
4,Cameron Cuneo,22,1,0,1,4.91,10,0,,,0,0,7.1,7,5,4,0,8,0,8,0,0,1,36,2.045,8.6,0,9.8,9.8,1,
5,Dylan Hecht,20,2,1,0.667,6.61,9,3,,,0,0,16.1,17,15,12,0,14,0,20,5,0,8,86,1.898,9.4,0,7.7,11,1.43,
6,Justin Jacome*,20,8,2,0.8,2.61,12,12,,,0,0,79.1,75,28,23,1,19,0,47,9,0,1,327,1.185,8.5,0.1,2.2,5.3,2.47,
7,Hector Lujan,19,0,0,,4.26,7,0,,,0,0,12.2,10,8,6,1,8,0,10,2,1,0,56,1.421,7.1,0.7,5.7,7.1,1.25,
8,Greg Mahle*,21,6,5,0.545,2.7,32,1,,,0,1,70,66,24,21,1,22,3,42,6,2,3,299,1.257,8.5,0.1,2.8,5.4,1.91,
9,Domenic Mazza*,19,3,2,0.6,4.93,13,7,,,0,0,49.1,47,28,27,3,10,0,40,7,1,2,210,1.155,8.6,0.5,1.8,7.3,4,
10,Robby Nesovic,20,2,1,0.667,4.87,5,4,,,0,0,20.1,25,16,11,1,5,0,12,3,1,4,98,1.475,11.1,0.4,2.2,5.3,2.4,
11,Austin Pettibone,21,5,1,0.833,2.81,10,10,,,2,0,57.2,53,22,18,2,10,0,37,2,1,5,232,1.092,8.3,0.3,1.6,5.8,3.7,
12,Dillon Tate,20,2,1,0.667,1.45,28,0,,,0,12,43.1,32,10,7,0,17,3,46,3,0,2,181,1.131,6.6,0,3.5,9.6,2.71,
13,Andrew Vasquez*,20,1,0,1,4.5,6,3,,,0,0,20,15,10,10,0,16,0,27,2,0,4,93,1.55,6.8,0,7.2,12.2,1.69,
14,Campbell Wear,20,0,0,,10.8,2,0,,,0,0,1.2,1,2,2,0,4,0,2,0,0,0,10,3,5.4,0,21.6,10.8,0.5,
,14 Players,20.1,,,,3.53,52,52,52,0,2,0,463.2,454,221,182,11,167,6,350,52,9,37,2023,1.339,8.8,0.2,3.2,6.8,2.1,
