Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Ben Bracewell,22,1,1,0.5,1.76,21,2,,,0,1,30.2,19,7,6,0,12,0,27,3,0,2,122,1.011,5.6,0,3.5,7.9,2.25,
2,C.T. Bradford*,22,0,1,0,1.8,9,0,,,0,0,5,3,1,1,0,4,0,5,1,0,0,22,1.4,5.4,0,7.2,9,1.25,
3,Preston Brown?,--,0,0,,3.38,8,0,,,0,0,8,6,3,3,2,3,0,6,0,0,0,33,1.125,6.8,2.3,3.4,6.8,2,
4,Will Cox,20,3,1,0.75,2.45,18,4,,,0,0,29.1,22,10,8,2,9,0,30,4,1,0,121,1.057,6.8,0.6,2.8,9.2,3.33,
5,Trevor Fitts?,--,0,1,0,3.03,18,6,,,0,0,29.2,27,13,10,2,9,0,26,1,0,7,126,1.213,8.2,0.6,2.7,7.9,2.89,
6,Myles Gentry,19,3,1,0.75,3.69,23,0,,,0,0,31.2,22,16,13,0,11,0,30,6,1,2,130,1.042,6.3,0,3.1,8.5,2.73,
7,Chad Girodo*,22,10,1,0.909,1.51,36,0,,,0,0,59.2,47,15,10,0,19,0,82,7,0,2,253,1.106,7.1,0,2.9,12.4,4.32,
8,Kendall Graveman,22,8,5,0.615,3.09,19,19,,,1,0,113.2,115,54,39,5,29,0,69,7,1,4,481,1.267,9.1,0.4,2.3,5.5,2.38,
9,Jonathan Holder,20,2,0,1,1.65,34,0,,,0,21,54.2,33,15,10,2,17,2,90,6,0,6,218,0.915,5.4,0.3,2.8,14.8,5.29,
10,Jacob Lindgren*,20,4,3,0.571,4.18,14,14,,,0,0,56,52,32,26,2,18,0,65,7,0,2,241,1.25,8.4,0.3,2.9,10.4,3.61,
11,Evan Mitchell,21,0,1,0,3.74,9,7,,,0,0,21.2,8,10,9,1,26,0,27,5,0,4,104,1.569,3.3,0.4,10.8,11.2,1.04,
12,Ross Mitchell?,--,13,0,1,1.53,34,0,,,0,2,94,72,22,16,2,29,0,44,10,2,1,379,1.074,6.9,0.2,2.8,4.2,1.52,
13,Daryl Norris,22,0,0,,6.23,3,0,,,0,0,4.1,9,4,3,1,2,0,9,0,0,2,24,2.538,18.7,2.1,4.2,18.7,4.5,
14,Luis Pollorena*,22,6,4,0.6,4.27,20,13,,,0,0,78,76,41,37,2,35,1,58,6,0,2,342,1.423,8.8,0.2,4,6.7,1.66,
15,John Marc Shelly?,--,0,0,,0,6,0,,,0,0,7.1,5,0,0,0,2,0,5,1,0,0,28,0.955,6.1,0,2.5,6.1,2.5,
16,Brandon Woodruff,20,1,1,0.5,4.34,7,6,,,0,0,18.2,17,12,9,0,9,0,15,4,0,1,85,1.393,8.2,0,4.3,7.2,1.67,
,16 Players,20.9,,,,2.79,0,0,0,0,6,0,642.1,533,255,199,21,234,3,588,68,5,35,2709,1.194,7.5,0.3,3.3,8.2,2.51,
