Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Matthew Beck,23,0,0,,0,3,0,,0,0,0,3,1,0,0,0,4,0,3,1,0,0,14,1.667,3,0,12,9,0.75,
2,Alex Brady*,--,1,0,1,9,12,0,,0,0,0,8,8,8,8,1,5,0,8,0,0,1,38,1.625,9,1.1,5.6,9,1.6,
3,Javen Coleman*,19,3,2,0.6,5.79,14,2,,0,0,0,32.2,32,21,21,5,18,0,43,4,2,7,148,1.531,8.8,1.4,5,11.8,2.39,
4,Garrett Edwards,19,2,2,0.5,3.41,24,2,,0,0,4,37,36,17,14,6,13,4,34,2,1,6,159,1.324,8.8,1.5,3.2,8.3,2.62,
5,Ty Floyd,19,0,2,0,4.44,20,0,,0,0,0,24.1,17,12,12,2,14,0,39,2,0,4,105,1.274,6.3,0.7,5.2,14.4,2.79,
6,Devin Fontenot,22,4,2,0.667,2.86,26,0,,0,0,5,34.2,18,13,11,1,21,1,40,7,1,0,148,1.125,4.7,0.3,5.5,10.4,1.9,
7,Michael Fowler,18,1,0,1,6.52,14,0,,0,0,0,19.1,18,15,14,3,13,1,19,6,0,3,92,1.603,8.4,1.4,6.1,8.8,1.46,
8,Aaron George,24,0,0,,2.79,14,0,,0,0,0,9.2,10,5,3,0,11,0,11,1,0,2,49,2.172,9.3,0,10.2,10.2,1,
9,Jacob Hasty*,20,0,1,0,4.24,19,0,,0,0,0,17,21,12,8,0,9,1,15,3,0,8,85,1.765,11.1,0,4.8,7.9,1.67,
10,Will Hellmers,19,6,2,0.75,4.08,18,9,,0,0,0,39.2,35,20,18,5,17,1,36,5,0,3,167,1.311,7.9,1.1,3.9,8.2,2.12,
11,Jaden Hill,21,2,3,0.4,6.67,7,7,,0,0,0,29.2,29,23,22,3,12,1,25,3,0,2,132,1.382,8.8,0.9,3.6,7.6,2.08,
12,Ma'Khail Hilliard,22,6,0,1,4.31,21,8,,0,0,0,54.1,46,26,26,4,12,0,53,5,0,1,224,1.067,7.6,0.7,2,8.8,4.42,
13,Brandon Kaminer*,22,0,0,,10.38,7,0,,0,0,0,4.1,11,7,5,0,3,0,2,0,0,1,26,3.231,22.8,0,6.2,4.2,0.67,
14,A.J. Labas,22,4,2,0.667,5.55,16,15,,1,0,0,86,104,54,53,14,17,2,74,9,0,1,383,1.407,10.9,1.5,1.8,7.7,4.35,
15,Landon Marceaux,21,7,7,0.5,2.54,18,17,,1,0,0,102.2,92,37,29,8,26,1,116,9,0,8,432,1.149,8.1,0.7,2.3,10.2,4.46,
16,Theo Millas,19,1,0,1,3,11,0,,0,0,0,15,13,8,5,2,4,0,6,0,0,1,62,1.133,7.8,1.2,2.4,3.6,1.5,
17,Blake Money,19,1,2,0.333,8.68,15,2,,0,0,0,28,39,27,27,6,10,1,28,1,1,2,133,1.75,12.5,1.9,3.2,9,2.8,
18,Zach Murray,19,0,0,,0,2,0,,0,0,0,1,1,0,0,0,2,0,0,0,0,0,6,3,9,0,18,0,0,
19,Trent Vietmeier,22,0,0,,3.93,21,1,,0,0,0,18.1,15,10,8,1,5,0,16,4,0,0,81,1.091,7.4,0.5,2.5,7.9,3.2,
,19 Players,20.6,38,25,0.603,4.53,63,63,61,2,5,9,564.2,546,315,284,61,216,13,568,62,5,50,2484,1.349,8.7,1,3.4,9.1,2.63,
