Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Matthew Beck,21,3,0,1,2.05,27,0,,0,0,0,44,30,13,10,2,25,2,39,4,0,4,189,1.25,6.1,0.4,5.1,8,1.56,
2,Chase Costello,19,0,1,0,8.84,14,1,,0,0,0,19.1,26,20,19,2,12,0,10,0,0,1,93,1.966,12.1,0.9,5.6,4.7,0.83,
3,Devin Fontenot,20,5,4,0.556,3.71,28,3,,0,0,7,51,33,23,21,4,25,1,54,9,0,4,218,1.137,5.8,0.7,4.4,9.5,2.16,
4,Aaron George,22,3,1,0.75,6.49,21,0,,0,0,0,26.1,31,20,19,4,19,0,31,6,1,1,134,1.899,10.6,1.4,6.5,10.6,1.63,
5,Rye Gunter,19,0,0,,6.75,6,0,,0,0,0,6.2,7,5,5,0,7,0,6,1,0,1,34,2.1,9.5,0,9.5,8.1,0.86,
6,Cole Henry,19,4,2,0.667,3.39,14,11,,0,0,0,58.1,50,25,22,3,18,0,72,4,1,2,248,1.166,7.7,0.5,2.8,11.1,4,
7,Zack Hess,22,4,5,0.444,4.71,19,10,,0,0,2,70.2,80,39,37,15,35,5,82,8,0,2,332,1.627,10.2,1.9,4.5,10.4,2.34,
8,Jaden Hill,19,1,0,1,1.8,2,2,,0,0,0,10,6,2,2,0,3,0,11,0,0,0,40,0.9,5.4,0,2.7,9.9,3.67,
9,Ma'Khail Hilliard,20,0,4,0,5.32,21,6,,0,0,0,44,43,29,26,6,16,2,57,4,1,11,195,1.341,8.8,1.2,3.3,11.7,3.56,
10,Landon Marceaux,19,5,2,0.714,4.66,15,14,,0,0,0,58,68,39,30,3,20,0,43,3,0,7,257,1.517,10.6,0.5,3.1,6.7,2.15,
11,Clay Moffitt,--,2,0,1,3.26,12,3,,0,0,0,19.1,12,9,7,2,7,0,16,1,0,1,78,0.983,5.6,0.9,3.3,7.4,2.29,
12,Todd Peterson,21,5,2,0.714,3.86,29,1,,0,0,3,49,43,23,21,5,18,3,44,4,0,1,212,1.245,7.9,0.9,3.3,8.1,2.44,
13,Will Ripoll,20,0,0,,6.48,10,0,,0,0,0,16.2,18,12,12,2,10,0,18,1,0,5,78,1.68,9.7,1.1,5.4,9.7,1.8,
14,Riggs Threadgill,19,0,0,,7.24,11,0,,0,0,0,13.2,17,14,11,2,10,0,12,3,0,3,72,1.976,11.2,1.3,6.6,7.9,1.2,
15,Trent Vietmeier,20,3,1,0.75,5.24,25,0,,0,0,1,34.1,36,21,20,4,11,1,34,4,0,2,155,1.369,9.4,1,2.9,8.9,3.09,
16,Eric Walker,21,5,4,0.556,5.47,18,15,,0,0,0,72.1,67,44,44,9,32,4,56,8,0,3,320,1.369,8.3,1.1,4,7,1.75,
,16 Players,20.3,40,26,0.606,4.64,66,66,66,0,3,0,593.2,567,338,306,63,268,18,585,60,3,48,2655,1.407,8.6,1,4.1,8.9,2.18,
