Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Mark Adamiak,19,0,0,,16.2,2,0,,0,0,0,1.2,4,3,3,0,0,0,2,0,0,0,9,2.4,21.6,0,0,10.8,,
2,Blake Adams,19,0,0,,9.95,4,2,,0,0,0,6.1,10,7,7,0,5,0,6,0,0,0,33,2.368,14.2,0,7.1,8.5,1.2,
3,Caleb Bolden,21,1,0,1,1.13,4,2,,0,0,0,16,14,2,2,0,3,0,15,1,0,0,62,1.063,7.9,0,1.7,8.4,5,
4,Jacob Burton,21,0,0,,4.15,5,0,,0,0,0,4.1,1,2,2,0,7,0,6,1,0,1,21,1.846,2.1,0,14.5,12.5,0.86,
5,Marshall Denton,23,1,0,1,1.5,6,0,,0,0,0,6,7,2,1,1,2,0,6,1,0,0,27,1.5,10.5,1.5,3,9,3,
6,Kevin Kopps,23,0,1,0,8.18,7,1,,0,0,0,11,18,14,10,4,4,0,9,0,0,1,56,2,14.7,3.3,3.3,7.4,2.25,
7,Will McEntire,19,1,0,1,1.13,2,1,,0,0,0,8,7,1,1,1,0,0,7,0,0,0,28,0.875,7.9,1.1,0,7.9,,
8,Caden Monke*,20,1,1,0.5,2.53,6,0,,0,0,1,10.2,4,3,3,0,3,0,13,2,0,0,41,0.656,3.4,0,2.5,11,4.33,
9,Zack Morris*,19,1,0,1,3.18,5,0,,0,0,0,5.2,4,2,2,0,1,0,1,0,0,0,22,0.882,6.4,0,1.6,1.6,1,
10,Connor Noland,20,2,0,1,2,3,3,,0,0,0,18,13,7,4,2,4,0,19,0,0,0,69,0.944,6.5,1,2,9.5,4.75,
11,Peyton Pallette,19,0,0,,1.59,4,0,,0,0,1,5.2,5,3,1,0,3,0,3,0,0,2,24,1.412,7.9,0,4.8,4.8,1,
12,Kole Ramage,21,1,1,0.5,4.4,5,3,,0,0,0,14.1,17,8,7,1,5,0,14,3,0,3,71,1.535,10.7,0.6,3.1,8.8,2.8,
13,Evan Taylor*,20,0,0,,9,2,0,,0,0,0,2,1,2,2,0,2,0,3,0,0,0,9,1.5,4.5,0,9,13.5,1.5,
14,Elijah Trest,20,0,0,,1.93,7,0,,0,0,0,9.1,7,2,2,1,3,0,10,2,0,0,39,1.071,6.8,1,2.9,9.6,3.33,
15,Zebulon Vermillion,21,1,0,1,0,5,0,,0,0,1,7.1,4,0,0,0,0,0,12,0,0,0,26,0.545,4.9,0,0,14.7,,
16,Patrick Wicklander*,20,2,2,0.5,6.32,4,4,,0,0,0,15.2,13,13,11,2,9,0,17,2,0,0,69,1.404,7.5,1.1,5.2,9.8,1.89,
,16 Players,20.5,11,5,0.688,3.68,16,16,16,0,1,0,142,129,71,58,12,51,0,143,12,0,7,606,1.268,8.2,0.8,3.2,9.1,2.8,
