Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Barrett Astin,19,,,,2.64,,3,,,0,,61.1,57,21,18,,20,,57,,,,,1.255,8.4,,2.9,8.4,2.85,
2,DJ Baxendale,20,,,,1.57,,12,,,0,,86,69,19,15,,21,,77,,,,,1.047,7.2,,2.2,8.1,3.67,
3,Trent Daniel*,20,,,,2.86,,0,,,0,,44,28,17,14,,22,,48,,,,,1.136,5.7,,4.5,9.8,2.18,
4,Geoffrey Davenport*,21,,,,4.95,,3,,,0,,20,18,11,11,,7,,22,,,,,1.25,8.1,,3.2,9.9,3.14,
5,Randall Fant*,20,,,,3.86,,11,,,0,,70,67,33,30,,15,,35,,,,,1.171,8.6,,1.9,4.5,2.33,
6,Zack Hall?,--,,,,4.35,,0,,,0,,10.1,9,7,5,,8,,3,,,,,1.645,7.8,,7,2.6,0.38,
7,Jeff Harvill*,19,,,,4.91,,0,,,0,,7.1,8,4,4,,4,,6,,,,,1.636,9.8,,4.9,7.4,1.5,
8,Ben Hays?,--,,,,45,,0,,,0,,1,4,6,5,,2,,0,,,,,6,36,,18,0,0,
9,Cade Lynch?,--,,,,3.03,,10,,,0,,65.1,55,24,22,,27,,63,,,,,1.255,7.6,,3.7,8.7,2.33,
10,Brandon Moore,19,,,,3.42,,11,,,0,,71,73,30,27,,20,,38,,,,,1.31,9.3,,2.5,4.8,1.9,
11,Nolan Sanburn,19,,,,3.55,,0,,,0,,33,28,13,13,,15,,35,,,,,1.303,7.6,,4.1,9.5,2.33,
12,Ryne Stanek,19,,,,3.94,,12,,,0,,64,50,32,28,,26,,41,,,,,1.188,7,,3.7,5.8,1.58,
13,Colby Suggs,19,,,,0.9,,0,,,0,,20,8,5,2,,17,,22,,,,,1.25,3.6,,7.7,9.9,1.29,
,13 Players,19.6,,,,3.19,62,62,,,6,,544.1,474,222,193,,204,,447,,,,,1.246,7.8,,3.4,7.4,2.19,
