Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Josh Alberius,21,1,2,0.333,3.77,22,0,,,0,1,31,31,14,13,2,10,0,20,1,0,3,133,1.323,9,0.6,2.9,5.8,2,
2,Cannon Chadwick,20,1,0,1,7.04,12,1,,,0,0,15.1,20,13,12,0,17,0,10,4,0,0,81,2.413,11.7,0,10,5.9,0.59,
3,Zach Jackson,20,5,1,0.833,2.1,27,3,,,0,9,60,43,18,14,2,38,0,89,2,1,9,261,1.35,6.5,0.3,5.7,13.4,2.34,
4,Trey Killian,21,3,5,0.375,4.76,15,15,,,0,0,87,99,49,46,9,24,1,62,8,0,2,380,1.414,10.2,0.9,2.5,6.4,2.58,
5,Jackson Lowery,22,7,1,0.875,3.22,22,3,,,0,0,58.2,54,26,21,3,21,1,36,10,0,3,251,1.278,8.3,0.5,3.2,5.5,1.71,
6,Keaton McKinney,19,6,2,0.75,3.21,21,18,,,1,0,87,71,34,31,6,38,0,46,6,0,4,367,1.253,7.3,0.6,3.9,4.8,1.21,
7,Kyle Pate?,--,0,0,,8.64,12,0,,,0,0,8.1,11,9,8,1,9,0,14,2,0,2,47,2.4,11.9,1.1,9.7,15.1,1.56,
8,Jonah Patten,19,0,0,,7.9,11,0,,,0,0,13.2,16,13,12,2,9,0,20,5,3,4,72,1.829,10.5,1.3,5.9,13.2,2.22,
9,Lance Phillips,22,2,3,0.4,3.34,25,0,,,0,0,32.1,35,21,12,1,12,2,30,7,2,3,151,1.454,9.7,0.3,3.3,8.4,2.5,
10,Parker Sanburn,20,0,1,0,15.58,11,0,,,0,0,8.2,10,16,15,2,9,0,13,4,0,3,49,2.192,10.4,2.1,9.3,13.5,1.44,
11,Jacob Stone,22,3,2,0.6,4.41,19,2,,,0,1,32.2,31,20,16,1,21,2,28,7,2,1,144,1.592,8.5,0.3,5.8,7.7,1.33,
12,Dominic Taccolini,20,6,4,0.6,4.21,17,13,,,0,2,77,67,43,36,5,41,0,67,10,0,9,337,1.403,7.8,0.6,4.8,7.8,1.63,
13,James Teague,20,6,4,0.6,3.36,23,10,,,0,2,59,55,28,22,1,33,0,49,4,0,4,256,1.492,8.4,0.2,5,7.5,1.48,
,13 Players,20.5,,,,4.07,0,0,0,0,5,0,570.2,543,304,258,35,282,6,484,70,8,47,2529,1.446,8.6,0.6,4.4,7.6,1.72,
