Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Brett Adcock*,19,10,4,0.714,3.1,19,17,,,1,0,90,66,37,31,5,52,0,95,4,0,5,381,1.311,6.6,0.5,5.2,9.5,1.83,
2,Carmen Benedetti*,20,0,0,,1.84,18,0,,,0,3,14.2,4,5,3,0,13,0,23,2,0,0,63,1.159,2.5,0,8,14.1,1.77,
3,Jake Cronenworth,21,3,7,0.3,3.67,20,6,,,0,8,49,42,24,20,2,19,1,53,9,1,4,214,1.245,7.7,0.4,3.5,9.7,2.79,
4,Donnie Eaton,22,3,0,1,5.14,16,0,,,0,0,21,22,15,12,0,10,0,18,3,0,2,98,1.524,9.4,0,4.3,7.7,1.8,
5,Michael Hendrickson*,19,0,1,0,4.74,19,0,,,0,0,24.2,29,19,13,1,16,0,26,7,0,1,120,1.824,10.6,0.4,5.8,9.5,1.63,
6,Evan Hill*,21,2,2,0.5,4.5,11,7,,,0,0,38,45,24,19,1,17,0,37,7,2,4,178,1.632,10.7,0.2,4,8.8,2.18,
7,Oliver Jaskie*,19,2,0,1,5.58,22,1,,,0,0,30.2,29,23,19,2,22,1,35,3,0,5,146,1.663,8.5,0.6,6.5,10.3,1.59,
8,Jackson Lamb,20,2,0,1,0.96,5,0,,,0,0,9.1,6,1,1,1,3,0,8,0,0,0,36,0.964,5.8,1,2.9,7.7,2.67,
9,Keith Lehmann,20,1,4,0.2,5.46,11,8,,,0,0,31.1,31,19,19,3,14,0,26,5,2,1,144,1.436,8.9,0.9,4,7.5,1.86,
10,Mac Lozer,19,2,1,0.667,3.6,23,0,,,0,1,15,9,6,6,1,13,0,19,1,1,2,66,1.467,5.4,0.6,7.8,11.4,1.46,
11,Ryan Nutof,19,5,3,0.625,3.71,15,14,,,0,0,80,76,43,33,2,32,0,63,5,0,2,350,1.35,8.6,0.2,3.6,7.1,1.97,
12,Matt Ogden,22,5,1,0.833,2.47,21,6,,,0,1,51,46,18,14,0,18,0,41,4,1,3,222,1.255,8.1,0,3.2,7.2,2.28,
13,Bryan Pall,19,2,0,1,2.97,23,0,,,0,3,33.1,26,12,11,4,10,0,31,2,0,5,135,1.08,7,1.1,2.7,8.4,3.1,
14,Jayce Vancena,19,2,1,0.667,3.68,17,5,,,0,0,44,41,23,18,3,16,0,21,11,0,5,193,1.295,8.4,0.6,3.3,4.3,1.31,
15,Cam Wysocki,21,0,1,0,5.03,15,0,,,0,1,19.2,21,16,11,2,12,1,10,1,0,1,92,1.678,9.6,0.9,5.5,4.6,0.83,
,15 Players,19.9,,,,3.81,0,0,0,0,3,0,557,499,291,236,27,273,3,513,67,7,41,2468,1.386,8.1,0.4,4.4,8.3,1.88,
