Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Jay Carmichael,19,3,1,0.75,3.08,16,4,,,0,0,38,24,13,13,1,15,1,26,8,1,1,156,1.026,5.7,0.2,3.6,6.2,1.73,
2,Jonathon Crawford,21,3,6,0.333,3.84,15,15,,,1,0,86.2,80,41,37,4,37,1,69,10,1,3,381,1.35,8.3,0.4,3.8,7.2,1.86,
3,Parker Danciu*,19,2,0,1,4.35,18,0,,,0,0,20.2,25,11,10,2,7,2,13,4,0,1,96,1.548,10.9,0.9,3,5.7,1.86,
4,Daniel Gibson*,21,2,1,0.667,4.42,32,1,,,0,0,38.2,36,19,19,3,20,1,31,2,0,4,167,1.448,8.4,0.7,4.7,7.2,1.55,
5,Eric Hanhold,19,0,4,0,5.88,14,7,,,0,0,33.2,44,25,22,3,11,0,24,4,0,4,158,1.634,11.8,0.8,2.9,6.4,2.18,
6,Ryan Harris,20,5,4,0.556,3.07,37,0,,,0,0,58.2,53,22,20,2,15,2,51,7,2,3,244,1.159,8.1,0.3,2.3,7.8,3.4,
7,Keenan Kish,21,0,0,,3.38,3,2,,,0,0,5.1,5,2,2,0,3,0,7,3,0,1,28,1.5,8.4,0,5.1,11.8,2.33,
8,Johnny Magliozzi,21,4,2,0.667,2.67,29,4,,,0,12,67.1,53,25,20,5,16,2,57,10,0,7,281,1.025,7.1,0.7,2.1,7.6,3.56,
9,Bobby Poyner*,20,3,3,0.5,3.41,14,7,,,0,0,37,28,17,14,2,7,1,16,4,0,1,149,0.946,6.8,0.5,1.7,3.9,2.29,
10,Aaron Rhodes,20,1,0,1,4.42,13,0,,,0,0,18.1,20,9,9,1,10,2,14,3,0,1,82,1.636,9.8,0.5,4.9,6.9,1.4,
11,Justin Shafer,20,1,1,0.5,5.2,9,4,,,0,0,27.2,27,17,16,4,10,1,26,1,1,2,122,1.337,8.8,1.3,3.3,8.5,2.6,
12,Corey Stump?,--,0,2,0,2.45,5,0,,,0,0,3.2,5,3,1,0,1,0,2,3,0,0,20,1.636,12.3,0,2.5,4.9,2,
13,Mike Vinson,19,1,0,1,4.79,17,0,,,0,0,20.2,27,15,11,2,6,0,19,2,1,0,98,1.597,11.8,0.9,2.6,8.3,3.17,
14,Danny Young*,19,3,4,0.429,4.28,22,7,,,0,0,40,47,19,19,4,13,3,23,6,2,0,176,1.5,10.6,0.9,2.9,5.2,1.77,
,14 Players,20,,,,3.92,0,0,0,0,2,0,532,512,261,232,36,186,16,407,74,8,31,2322,1.312,8.7,0.6,3.1,6.9,2.19,
