Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Zach Bargeron*,22,0,1,0,6.23,10,3,,,0,0,13,19,13,9,1,14,1,6,1,0,1,70,2.538,13.2,0.7,9.7,4.2,0.43,
2,Dan Dierdorff?,--,4,8,0.333,5.11,18,13,,,0,1,79.1,91,56,45,3,24,1,47,10,0,4,362,1.45,10.3,0.3,2.7,5.3,1.96,
3,Tad Dipzinski?,--,0,0,,6.75,4,1,,,0,0,4,2,3,3,1,6,0,1,0,0,0,20,2,4.5,2.3,13.5,2.3,0.17,
4,Brock Dykxhoorn,18,2,1,0.667,3.15,10,7,,,0,0,34.1,32,16,12,1,11,1,20,4,0,4,155,1.252,8.4,0.3,2.9,5.2,1.82,
5,Josh Harlow?,--,0,2,0,5.86,15,0,,,0,0,27.2,33,20,18,0,11,1,16,5,0,2,127,1.59,10.7,0,3.6,5.2,1.45,
6,Jared Hill?,--,0,0,,3.86,8,0,,,0,0,4.2,5,2,2,0,1,1,5,5,0,3,24,1.286,9.6,0,1.9,9.6,5,
7,Ryan Hostrander?,--,2,0,1,3.56,20,0,,,0,0,30.1,36,19,12,2,12,1,17,5,0,1,141,1.582,10.7,0.6,3.6,5,1.42,
8,John Means*,20,4,4,0.5,3.34,13,13,,,0,0,72.2,72,37,27,4,22,1,54,8,0,7,319,1.294,8.9,0.5,2.7,6.7,2.45,
9,Taylor Munden,19,0,1,0,7.27,7,0,,,0,0,8.2,7,8,7,0,7,0,7,0,1,1,40,1.615,7.3,0,7.3,7.3,1,
10,Harrison Musgrave*,21,9,1,0.9,2.17,14,14,,,3,0,95.1,65,24,23,4,29,1,81,12,1,2,385,0.986,6.1,0.4,2.7,7.6,2.79,
11,Pascal Paul,--,3,3,0.5,2.76,24,0,,,0,8,32.2,29,11,10,3,13,2,25,8,0,2,144,1.286,8,0.8,3.6,6.9,1.92,
12,Ryan Tezak,21,4,0,1,3.93,17,0,,,0,0,36.2,27,18,16,3,20,1,25,2,1,3,160,1.282,6.6,0.7,4.9,6.1,1.25,
13,Marshall Thompson?,--,0,0,,108,1,0,,,0,0,0.1,1,4,4,0,2,0,0,1,0,0,5,9,27,0,54,0,0,
14,Corey Walter,20,5,5,0.5,3.65,15,8,,,0,1,66.2,74,37,27,3,28,4,38,10,0,0,312,1.53,10,0.4,3.8,5.1,1.36,
,14 Players,20.2,,,,3.88,0,0,0,0,6,0,523.2,507,280,226,25,212,15,354,75,4,35,2344,1.373,8.7,0.4,3.6,6.1,1.67,
