Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Zach Adams,--,1,0,1,2.16,2,2,,0,,0,8.1,4,3,2,0,7,0,9,4,1,0,39,1.32,4.3,0,7.6,9.7,1.29,
2,Thomas Coggburn?,--,0,0,,0,2,0,,0,,0,2.1,0,0,0,0,2,0,2,1,0,1,9,0.857,0,0,7.7,7.7,1,
3,Bryce Cota?,--,0,0,,0,1,0,,0,,0,1,1,0,0,0,2,0,1,0,0,1,5,3,9,0,18,9,0.5,
4,Cam Cowan,21,2,2,0.5,3,4,4,,1,,0,24,16,8,8,2,4,0,36,5,0,1,97,0.833,6,0.8,1.5,13.5,9,
5,Lawson Harrill,19,0,0,,0,2,0,,0,,0,1,0,0,0,0,2,0,1,1,0,0,7,2,0,0,18,9,0.5,
6,Cole Hart*,23,0,0,,17.18,5,0,,0,,0,3.2,2,7,7,0,8,0,6,0,0,0,21,2.727,4.9,0,19.6,14.7,0.75,
7,Logan Heintzman,22,0,1,0,4.42,5,4,,0,,0,18.1,19,10,9,1,5,0,12,0,0,1,78,1.309,9.3,0.5,2.5,5.9,2.4,
8,Keegan Houser,18,0,1,0,2.13,4,0,,0,,1,12.2,11,3,3,0,1,0,14,2,0,1,48,0.947,7.8,0,0.7,9.9,14,
9,Landry Moore?,--,1,2,0.333,16.2,6,0,,0,,0,5,6,10,9,0,8,0,4,3,0,1,32,2.8,10.8,0,14.4,7.2,0.5,
10,Zach Neto,19,0,0,,0,1,1,,0,,0,2,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,13.5,,
11,Fred Sisco,--,0,1,0,7.11,6,1,,0,,1,12.2,11,10,10,2,4,0,11,2,0,0,53,1.184,7.8,1.4,2.8,7.8,2.75,
12,Jonathan Tyler,22,0,1,0,12,4,0,,0,,0,3,4,7,4,0,7,0,4,1,0,1,20,3.667,12,0,21,12,0.57,
13,Wyatt Tyson,22,1,0,1,14.73,6,0,,0,,0,3.2,6,9,6,1,5,0,5,1,0,3,23,3,14.7,2.5,12.3,12.3,1,
14,John VanderPloeg?,--,0,0,,5.06,6,0,,0,,0,5.1,5,3,3,0,7,0,8,0,0,4,28,2.25,8.4,0,11.8,13.5,1.14,
15,Kevin Westlake*,21,2,1,0.667,4.6,4,4,,0,,0,15.2,11,8,8,1,14,0,19,1,0,3,71,1.596,6.3,0.6,8,10.9,1.36,
16,Brendan Wright,20,0,0,,3.18,4,0,,0,,0,11.1,9,4,4,1,3,0,9,2,0,0,47,1.059,7.1,0.8,2.4,7.1,3,
17,Jack Yusko?,--,0,0,,0,6,0,,0,,0,9.1,7,2,0,0,6,2,7,2,0,1,41,1.393,6.8,0,5.8,6.8,1.17,
,17 Players,21,7,9,0.438,4.72,16,16,16,0,1,0,139.1,112,84,73,8,85,2,151,25,1,18,625,1.414,7.2,0.5,5.5,9.8,1.78,
