Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Eric Callender?,--,,,,3.71,,0,,,0,,34,39,14,14,,7,,22,,,,,1.353,10.3,,1.9,5.8,3.14,
2,Matt Crouse*,20,,,,3.35,,14,,,1,,91.1,88,43,34,,19,,62,,,,,1.172,8.7,,1.9,6.1,3.26,
3,David Goforth,22,,,,4.88,,14,,,0,,83,87,50,45,,27,,63,,,,,1.373,9.4,,2.9,6.8,2.33,
4,RJ Hively,22,,,,7.58,,1,,,0,,19,31,17,16,,7,,16,,,,,2,14.7,,3.3,7.6,2.29,
5,Brett Huber,21,,,,3.6,,0,,,0,,30,25,14,12,,20,,21,,,,,1.5,7.5,,6,6.3,1.05,
6,Mike Mayers,19,,,,5.1,,1,,,0,,30,37,18,17,,9,,27,,,,,1.533,11.1,,2.7,8.1,3,
7,Jake Morgan?,--,,,,0,,0,,,0,,25,19,1,0,,3,,18,,,,,0.88,6.8,,1.1,6.5,6,
8,Brooks Oursler?,--,,,,0,,0,,,0,,1,0,0,0,,2,,1,,,,,2,0,,18,9,0.5,
9,Trent Rothlin,22,,,,1.65,,0,,,0,,16.1,14,4,3,,10,,15,,,,,1.469,7.7,,5.5,8.3,1.5,
10,Jon Andy Scott?,--,,,,27,,0,,,0,,1,4,3,3,,2,,3,,,,,6,36,,18,27,1.5,
11,Matt Tracy*,22,,,,5.23,,10,,,0,,43,51,30,25,,25,,51,,,,,1.767,10.7,,5.2,10.7,2.04,
12,Bobby Wahl,19,,,,4.5,,1,,,0,,30,33,18,15,,11,,26,,,,,1.467,9.9,,3.3,7.8,2.36,
13,Austin Wright*,21,,,,4.69,,14,,,0,,71,79,41,37,,25,,67,,,,,1.465,10,,3.2,8.5,2.68,
14,Blair Wright?,--,,,,3.94,,0,,,0,,16,7,9,7,,9,,9,,,,,1,3.9,,5.1,5.1,1,
,14 Players,21.1,,,,4.22,55,55,,,6,,486.1,514,262,228,,176,,401,,,,,1.419,9.5,,3.3,7.4,2.28,
