Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Brad Bass,20,1,1,0.5,11.68,11,0,,0,0,2,12.1,18,20,16,0,10,0,14,0,1,2,66,2.27,13.1,0,7.3,10.2,1.4,
2,Brandon Bielak,20,3,2,0.6,2.1,15,4,,0,0,1,55.2,43,17,13,0,25,4,54,5,1,6,237,1.222,7,0,4,8.7,2.16,
3,Jack Connolly,19,1,0,1,2.7,5,0,,0,0,0,6.2,2,2,2,0,9,0,7,1,1,4,33,1.65,2.7,0,12.2,9.5,0.78,
4,Joey Cresta,22,0,1,0,5.4,12,1,,0,0,0,11.2,7,7,7,0,8,0,9,2,0,4,51,1.286,5.4,0,6.2,6.9,1.13,
5,Sean Guenther*,20,3,5,0.375,4.62,15,11,,0,0,1,78,85,47,40,6,21,1,47,4,0,2,337,1.359,9.8,0.7,2.4,5.4,2.24,
6,Connor Hale,22,2,0,1,6.16,11,0,,0,0,0,19,22,17,13,2,9,0,13,1,1,7,88,1.632,10.4,0.9,4.3,6.2,1.44,
7,David Hearne?,--,0,1,0,7.2,12,2,,0,0,1,20,17,16,16,1,14,0,16,2,3,4,92,1.55,7.7,0.5,6.3,7.2,1.14,
8,Michael Hearne*,22,8,2,0.8,1.77,13,12,,2,1,0,76.1,60,15,15,2,14,0,41,3,0,0,298,0.969,7.1,0.2,1.7,4.8,2.93,
9,Connor Hock,19,0,1,0,2.45,10,2,,0,0,0,11,9,4,3,0,4,0,6,1,0,1,46,1.182,7.4,0,3.3,4.9,1.5,
10,Nick McCarty,22,0,0,,7.36,5,0,,0,0,0,7.1,12,7,6,1,4,0,2,1,0,0,37,2.182,14.7,1.2,4.9,2.5,0.5,
11,Jim Orwick*,21,0,0,,6.52,13,0,,0,0,0,9.2,12,7,7,3,8,0,9,1,0,1,49,2.069,11.2,2.8,7.4,8.4,1.13,
12,Evy Ruibal,20,0,1,0,3.86,8,1,,0,0,0,9.1,12,8,4,1,6,0,6,3,0,1,49,1.929,11.6,1,5.8,5.8,1,
13,Jake Shepski,20,0,0,,4.63,9,0,,0,0,0,11.2,15,8,6,2,1,0,12,1,0,3,51,1.371,11.6,1.5,0.8,9.3,12,
14,Ryan Smoyer,21,3,4,0.429,4.26,15,11,,0,0,0,61.1,50,30,29,4,37,0,36,7,0,8,262,1.418,7.3,0.6,5.4,5.3,0.97,
15,Peter Solomon,19,3,6,0.333,4.68,18,9,,1,0,1,57.2,57,37,30,2,42,1,71,6,0,10,272,1.717,8.9,0.3,6.6,11.1,1.69,
16,Scott Tully*,21,1,2,0.333,8.03,8,1,,0,0,0,12.1,15,11,11,2,7,0,12,0,0,1,58,1.784,10.9,1.5,5.1,8.8,1.71,
17,Matt Vierling,19,2,1,0.667,3.6,10,0,,0,0,0,10,11,4,4,1,4,0,12,0,0,2,44,1.5,9.9,0.9,3.6,10.8,3,
18,Charlie Vorsheck,20,0,0,,4.05,11,0,,0,0,0,13.1,16,8,6,0,2,0,9,1,0,0,61,1.35,10.8,0,1.4,6.1,4.5,
,18 Players,20.4,,,,4.23,0,0,0,0,4,0,483.1,463,265,227,27,225,6,376,39,7,56,2131,1.423,8.6,0.5,4.2,7,1.67,
