Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Andy Belcik,22,0,0,,8.1,5,0,,0,0,0,6.2,3,6,6,0,7,0,8,0,0,2,30,1.5,4.1,0,9.5,10.8,1.14,
2,Joe Boyle,20,1,1,0.5,3.24,6,0,,0,0,2,8.1,3,6,3,0,13,0,17,3,0,4,44,1.92,3.2,0,14,18.4,1.31,
3,Jack Brannigan,19,1,0,1,1.93,4,0,,0,0,0,4.2,1,1,1,0,3,1,2,1,0,0,18,0.857,1.9,0,5.8,3.9,0.67,
4,Dominic Cancellieri,19,0,1,0,4.32,6,1,,0,0,1,8.1,9,7,4,2,5,0,12,1,0,3,39,1.68,9.7,2.2,5.4,13,2.4,
5,Brent DiBiase?,--,0,0,,,1,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,,,,,,0,
6,Mitch Megias?,--,1,0,1,0,3,0,,0,0,0,6,1,1,0,0,2,0,6,0,0,1,20,0.5,1.5,0,3,9,3,
7,Will Mercer*,20,1,0,1,5.93,4,4,,0,0,0,13.2,13,9,9,1,3,0,12,5,0,2,60,1.171,8.6,0.7,2,7.9,4,
8,Alex Rao,20,0,0,,6.08,4,4,,0,0,0,13.1,16,10,9,1,7,0,14,1,0,2,62,1.725,10.8,0.7,4.7,9.5,2,
9,Tommy Sheehan*,21,3,0,1,2.7,4,4,,0,0,0,23.1,18,7,7,0,5,0,22,2,0,1,96,0.986,6.9,0,1.9,8.5,4.4,
10,Liam Simon,19,1,0,1,4.26,4,0,,0,0,0,6.1,3,3,3,1,5,0,7,2,0,2,27,1.263,4.3,1.4,7.1,9.9,1.4,
11,Evan Tenuta,20,0,0,,9,2,0,,0,0,0,1,0,1,1,0,1,0,2,0,0,0,4,1,0,0,9,18,2,
12,Aidan Tyrell*,19,0,0,,2.25,5,0,,0,0,1,8,4,3,2,0,3,0,5,0,0,1,32,0.875,4.5,0,3.4,5.6,1.67,
13,Tommy Vail*,21,3,0,1,2.08,7,0,,0,0,0,17.1,5,6,4,2,3,0,24,0,0,3,63,0.462,2.6,1,1.6,12.5,8,
,13 Players,20,11,2,0.846,3.77,13,13,13,0,1,0,117,76,60,49,7,58,1,131,16,0,21,497,1.145,5.8,0.5,4.5,10.1,2.26,
