Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Nathan Bannister,19,0,0,,1.93,3,0,,,0,0,4.2,3,1,1,0,0,0,6,0,0,0,16,0.643,5.8,0,0,11.6,,
2,Augey Bill*,22,4,1,0.8,1.98,26,0,,,0,2,27.1,20,7,6,0,12,1,12,5,0,3,116,1.171,6.6,0,4,4,1,
3,Xavier Borde*,20,0,0,,0,2,0,,,0,0,0.1,0,0,0,0,1,0,0,0,0,1,2,3,0,0,27,0,0,
4,Tyler Crawford?,--,7,2,0.778,3.83,18,13,,,0,1,80,83,44,34,3,21,0,46,10,0,5,341,1.3,9.3,0.3,2.4,5.2,2.19,
5,Nick Cunningham,22,0,2,0,5.72,12,2,,,0,2,28.1,32,23,18,2,10,0,25,3,1,5,129,1.482,10.2,0.6,3.2,7.9,2.5,
6,James Farris,21,5,5,0.5,4.18,15,15,,,0,0,99,89,52,46,1,23,0,73,10,1,3,413,1.131,8.1,0.1,2.1,6.6,3.17,
7,Tyler Hale,22,0,1,0,11.25,9,0,,,0,0,12,18,15,15,2,6,1,14,5,0,2,66,2,13.5,1.5,4.5,10.5,2.33,
8,Vince Littleman*,22,0,0,,27,1,0,,,0,0,1,3,3,3,0,0,0,0,0,0,0,6,3,27,0,0,0,,
9,Stephen Manthei?,--,1,2,0.333,8.66,10,3,,,0,0,17.2,22,18,17,0,8,0,9,4,0,0,84,1.698,11.2,0,4.1,4.6,1.13,
10,Cody Moffett*,19,2,2,0.5,3.13,15,4,,,0,1,37.1,30,19,13,1,17,0,26,4,0,3,166,1.259,7.2,0.2,4.1,6.3,1.53,
11,Jesse Scholtens,19,0,0,,27,2,0,,,0,0,2.1,12,7,7,0,1,0,1,1,0,0,20,5.571,46.3,0,3.9,3.9,1,
12,Tyger Talley,19,4,0,1,3.82,21,3,,,0,1,33,29,14,14,1,14,1,32,8,1,5,147,1.303,7.9,0.3,3.8,8.7,2.29,
13,Matt Troupe,20,6,0,1,3.29,29,0,,,0,9,38.1,30,14,14,2,24,0,49,4,1,4,171,1.409,7,0.5,5.6,11.5,2.04,
14,Konner Wade,21,5,6,0.455,4.3,15,15,,,0,0,104.2,120,63,50,5,24,0,64,14,0,7,469,1.376,10.3,0.4,2.1,5.5,2.67,
,14 Players,20.6,,,,4.41,0,0,0,0,1,0,486,491,280,238,17,161,3,357,68,4,38,2146,1.342,9.1,0.3,3,6.6,2.22,
